position,entry_number,driver_name,car_model,nationality,homologation_group,elapsed_time,penalty_time,retirement_control,retirement_reason
1,11,"Neuville, Thierry",Hyundai i20 N Rally1,BE,Rally1,"2h 52m 39,9s",NA,NA,NA
2,69,"Rovanpera, Kalle",Toyota GR Yaris Rally1,FI,Rally1,"+57,6s",NA,NA,NA
3,8,"Tanak, Ott",Ford Puma Rally1,EE,Rally1,"+1m 52,8s",NA,NA,NA
4,17,"Ogier, Sebastien",Toyota GR Yaris Rally1,FR,Rally1,"+2m 08,6s",NA,NA,NA
5,18,"Katsuta, Takamoto",Toyota GR Yaris Rally1,JP,Rally1,"+2m 48,3s",NA,NA,NA
6,3,"Suninen, Teemu",Hyundai i20 N Rally1,FI,Rally1,"+3m 06,3s",NA,NA,NA
7,13,"Munster, Gregoire",Ford Puma Rally1,LU,Rally1,"+4m 22,3s",NA,NA,NA
8,24,"Fourmaux, Adrien",Ford Fiesta,FR,Rally2,"+11m 35,8s",NA,NA,NA
9,36,"Ciamin, Nicolas",Skoda Fabia,FR,Rally2,"+11m 53,1s",NA,NA,NA
10,7,"Loubet, Pierre-Louis",Ford Puma Rally1,FR,Rally1,"+12m 04,3s",NA,NA,NA
11,31,"Cais, Erik",Skoda Fabia,CZ,Rally2,"+12m 25,8s",NA,NA,NA
12,26,"Kajetanowicz, Kajetan",Skoda Fabia,PL,Rally2,"+14m 00,0s",NA,NA,NA
13,23,"Pajari, Sami",Skoda Fabia,FI,Rally2,"+14m 20,9s",NA,NA,NA
14,22,"Greensmith, Fergus",Skoda Fabia,GB,Rally2,"+14m 54,7s",NA,NA,NA
15,28,"Marczyk, Mikolaj",Skoda Fabia,PL,Rally2,"+15m 27,6s",NA,NA,NA
16,25,"Gryazin, Nikolay",Skoda Fabia,RU,Rally2,"+15m 52,1s",NA,NA,NA
17,39,"Wagner, Simon",Skoda Fabia,AT,Rally2,"+16m 24,2s",NA,NA,NA
18,41,"Brezik, Adam",Skoda Fabia,CZ,Rally2,"+17m 15,1s",NA,NA,NA
19,34,"Zaldivar Zuccolillo, Fabrizio",Hyundai i20,PY,Rally2,"+19m 33,9s",NA,NA,NA
20,48,"Kremer, Armin",Skoda Fabia,DE,Rally2,"+21m 28,1s",NA,NA,NA
21,44,"Vojtech, Stepan",Skoda Fabia,CZ,Rally2,"+23m 18,2s",NA,NA,NA
