position,entry_number,driver_name,car_model,nationality,homologation_group,elapsed_time,penalty_time,retirement_control,retirement_reason
1,18,"Katsuta, Takamoto",Toyota GR Yaris Rally1,JP,Rally1,"2h 51m 15,8s",NA,NA,NA
2,5,"Pajari, Sami",Toyota GR Yaris Rally1,FI,Rally1,"+20,7s",NA,NA,NA
3,20,"Paddon, Hayden",Hyundai i20 N Rally1,NZ,Rally1,"+2m 07,7s",NA,NA,NA
4,29,"Rossel, Yohan",Lancia Ypsilon,FR,Rally2,"+5m 19,9s",NA,NA,NA
5,21,"Rossel, Leo",Citroen C3,FR,Rally2,"+5m 58,7s",NA,NA,NA
6,28,"Gryazin, Nikolay",Lancia Ypsilon,RU,Rally2,"+6m 17,8s",NA,NA,NA
7,30,"Cachon Rodriguez, Alejandro",Toyota Yaris,ES,Rally2,"+6m 42,8s",NA,NA,NA
8,22,"Korhonen, Roope",Toyota Yaris,FI,Rally2,"+6m 54,0s",NA,NA,NA
9,23,"Dapra, Roberto",Skoda Fabia,IT,Rally2,"+7m 38,1s",NA,NA,NA
10,31,"Lindholm, Emil",Skoda Fabia,FI,Rally2,"+9m 20,5s",NA,NA,NA
11,36,"Kajetanowicz, Kajetan",Toyota Yaris,PL,Rally2,"+10m 08,9s",NA,NA,NA
12,27,"Gill, Taylor",Toyota Yaris,AU,Rally2,"+10m 14,4s",NA,NA,NA
13,32,"Jurgenson, Romet",Ford Fiesta,EE,Rally2,"+10m 21,3s",NA,NA,NA
14,26,"Mikkelsen, Andreas",Skoda Fabia,NO,Rally2,"+12m 18,1s",NA,NA,NA
15,55,"McErlean, Joshua",Ford Puma Rally1,IE,Rally1,"+12m 23,1s",NA,NA,NA
16,49,"Turkkan, Ali",Ford Fiesta,TU,Rally3,"+15m 45,3s",NA,NA,NA
17,46,"Carlberg, Calle",Ford Fiesta,SE,Rally3,"+16m 02,6s",NA,NA,NA
18,39,"Prodan, Viliam",Skoda Fabia,HR,Rally2,"+18m 39,6s",NA,NA,NA
19,52,"Rahill, Craig",Ford Fiesta,IE,Rally3,"+19m 13,6s",NA,NA,NA
20,50,"Membrado, Gil",Ford Fiesta,ES,Rally3,"+20m 33,2s",NA,NA,NA
21,51,"Kazaz, Kerem",Ford Fiesta,TU,Rally3,"+22m 10,2s",NA,NA,NA
22,48,"Hernandez, Raul",Ford Fiesta,ES,Rally3,"+24m 15,2s",NA,NA,NA
23,41,"Keferbock, Johannes",Toyota Yaris,AT,Rally2,"+24m 31,6s",0:10,NA,NA
24,40,"Soylu, Ugur",Skoda Fabia,TU,Rally2,"+31m 45,7s",NA,NA,NA
25,57,"Klemencic, Mitja",Skoda Fabia,SI,Rally2,"+34m 15,6s",NA,NA,NA
26,45,"Boehringer, Nicolas Otto",Ford Fiesta,ES,Rally3,"+35m 11,3s",NA,NA,NA
27,54,"Zanotto, Williams",Skoda Fabia,IT,Rally2,"+36m 45,3s",NA,NA,NA
28,53,"Gottig, Stefan",Hyundai i20,DE,Rally2,"+43m 19,9s",NA,NA,NA
29,60,"Cicko, Vjekoslav",Peugeot 208,HR,Rally4,"+44m 08,4s",NA,NA,NA
30,16,"Fourmaux, Adrien",Hyundai i20 N Rally1,FR,Rally1,"+49m 21,5s",NA,NA,NA
31,47,"Lassila, Leevi",Ford Fiesta,FI,Rally3,"+49m 23,3s",NA,NA,NA
32,95,"Armstrong, Jon",Ford Puma Rally1,GB,Rally1,"+49m 31,1s",NA,NA,NA
33,59,"Hrvatin, Tomas",Ford Fiesta,HR,Rally4,"+51m 56,5s",NA,NA,NA
34,33,"Evans, Elfyn",Toyota GR Yaris Rally1,GB,Rally1,"+56m 14,8s",NA,NA,NA
35,43,"Fontana, Matteo",Ford Fiesta,IT,Rally3,"+56m 57,5s",2:30,NA,NA
36,62,"Mandic, Igor",Ford Fiesta,HR,Rally4,"+59m 48,0s",NA,NA,NA
37,38,"Ten Brinke, Bernhard",Toyota Yaris,NL,Rally2,"+1h 04m 04,3s",NA,NA,NA
38,56,"Marotti, Eris",Skoda Fabia,HR,Rally2,"+1h 05m 14,3s",NA,NA,NA
39,35,"Yamamoto, Yuki",Toyota Yaris,JP,Rally2,"+1h 06m 46,3s",NA,NA,NA
40,42,"Vossen, Henk",Hyundai i20,NL,Rally2,"+1h 07m 40,8s",1:10,NA,NA
41,34,"Johansson, Mille",Ford Fiesta,SE,Rally2,"+1h 15m 32,1s",NA,NA,NA
42,99,"Solberg, Oliver",Toyota GR Yaris Rally1,SE,Rally1,"+1h 19m 02,2s",NA,NA,NA
43,61,"Tomljanovic, Igor",Renault Clio,HR,Rally4,"+1h 24m 46,3s",2:30,NA,NA
44,58,"Sautron, Romain",Renault Clio,FR,Rally3,"+1h 38m 13,9s",NA,NA,NA
NA,11,"Neuville, Thierry",Hyundai i20 N Rally1,BE,Rally1,NA,NA,TC20A,mechanical
NA,24,"Pelamourgues, Arthur",Hyundai i20,FR,Rally2,NA,NA,SS14,mechanical
NA,25,"Camilli, Eric",Skoda Fabia,FR,Rally2,NA,NA,SS15,off road
NA,37,"Sarrazin, Pablo",Citroen C3,FR,Rally2,NA,NA,TC13,mechanical
NA,44,"Rossi, Ghjuvanni",Ford Fiesta,FR,Rally3,NA,NA,SS17,mechanical
NA,63,"Mechl, Viktor",Renault Clio,CZ,Rally5,NA,NA,SS18,mechanical
NA,64,"Radulescu, Catherine",Renault Clio,RO,Rally4,NA,NA,SS19,mechanical
