track,date,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url
nurburgring,1998-06-14,41,Honda Civic - Honda,11,Class 7,MSC Ruhrblitz Bochum e. V. im ADAC,-,-,Dino Drössiger (D)/Andreas Mäder/Heinz-Josef Bermes (D)/Markus Krauskopf (D),NA,NA,NA,NA,NA,Honda,Civic,NA,Result: 11th 1st in Class 7 (15 laps behind the winner)Grid:,11th 1st in Class 7 (15 laps behind the winner)Grid:,finished,NA,NA,15 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,NA
nurburgring,1998-06-14,84,BMW M3 E36 - BMW,12,Class 4,,Closed bodywork,Front-engined,Alfred Wolfsgruber/Michael Gehring/Jürgen Weis (D)/Daniel Pfrommer,NA,NA,NA,NA,NA,BMW,M3,E36,Result: 12th 1st in Class 4 (15 laps behind the winner)Grid:,12th 1st in Class 4 (15 laps behind the winner)Grid:,finished,NA,NA,15 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html
nurburgring,1998-06-14,44,Opel Astra - Opel,13,Class 6,Mühlner Motorsport GmbH,-,-,Heinz-Josef Bermes (D)/Frank Klaas/Wolfgang Savelsbergh (D)/Peter Wyss (CH),NA,NA,NA,NA,NA,Opel,Astra,NA,Result: 13th (16 laps behind the winner)Grid:,13th (16 laps behind the winner)Grid:,finished,NA,NA,16 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,NA
nurburgring,1998-06-14,69,BMW M3 - BMW,14,Class 4,,Closed bodywork,Front-engined,Matthias Weiland (D)/Harald Weiland (D)/Kersten Jodexnis (D),NA,NA,NA,NA,NA,BMW,M3,NA,Result: 14th (16 laps behind the winner)Grid:,14th (16 laps behind the winner)Grid:,finished,NA,NA,16 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
nurburgring,1998-06-14,40,VW Golf GTI - VW,15,Class 6,ADAC Niedersachsen/Sachsen-Anhalt e. V.,-,-,Armin Holz (D)/Joachim Müller/Martin Zondler/Dieter Depping (D),NA,NA,NA,NA,NA,VW,Golf,GTI,Result: 15th (16 laps behind the winner)Grid:,15th (16 laps behind the winner)Grid:,finished,NA,NA,16 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Golf.html,https://www.racingsportscars.com/suffix/photo/VW/Golf/GTI.html
nurburgring,1998-06-14,102,BMW M3 E36 - BMW,16,Class 4,,Closed bodywork,Front-engined,Uwe Springer/Maik Kralik/Manfred Anspann (D)/Manfred Deiser,NA,NA,NA,NA,NA,BMW,M3,E36,Result: 16th (16 laps behind the winner)Grid:,16th (16 laps behind the winner)Grid:,finished,NA,NA,16 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html
nurburgring,1998-06-14,74,Honda Civic SiR - Honda,17,Class 7,,-,-,Frank Totz/Jörg Totz/Werner Blum/Andreas Teichmann (D),NA,NA,NA,NA,NA,Honda,Civic,SiR,Result: 17th (17 laps behind the winner)Grid:,17th (17 laps behind the winner)Grid:,finished,NA,NA,17 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,https://www.racingsportscars.com/suffix/photo/Honda/Civic/SiR.html
nurburgring,1998-06-14,29,VW Golf - VW,18,Class 6,,-,-,Thomas Reissert/Thomas Müller (D)/Bernd Degner (D)/Wilfried Schmitz (D),NA,NA,NA,NA,NA,VW,Golf,NA,Result: 18th (18 laps behind the winner)Grid:,18th (18 laps behind the winner)Grid:,finished,NA,NA,18 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Golf.html,NA
nurburgring,1998-06-14,68,BMW M3 - BMW,19,Class 3,,Closed bodywork,Front-engined,Michael Tischner (D)/Wilfried Thal/Matthias Tischner (D),NA,NA,NA,NA,NA,BMW,M3,NA,Result: 19th (18 laps behind the winner)Grid:,19th (18 laps behind the winner)Grid:,finished,NA,NA,18 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
nurburgring,1998-06-14,64,Honda Integra Type R - Honda,20,Class 6,,-,-,Jörg Chmiela (D)/Walter aus der Au (CH)/Max Kohler/Olaf Hoppelshäuser (D),NA,NA,NA,NA,NA,Honda,Integra,Type R,Result: 20th (18 laps behind the winner)Grid:,20th (18 laps behind the winner)Grid:,finished,NA,NA,18 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Integra.html,https://www.racingsportscars.com/suffix/photo/Honda/Integra/Type%20R.html
nurburgring,1998-06-14,209,Mercedes-Benz SLK - Mercedes-Benz,21,Class 6,Carlsson Racing,-,-,Stéphane van Dyck (NL)/Ingvar Carlsson (S)/Bertram Schäfer (D)/Bernd Ostmann (D),NA,NA,NA,NA,NA,Mercedes-Benz,SLK,NA,Result: 21st (18 laps behind the winner)Grid:,21st (18 laps behind the winner)Grid:,finished,NA,NA,18 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Mercedes-Benz.html,https://www.racingsportscars.com/type/photo/Mercedes-Benz/SLK.html,NA
nurburgring,1998-06-14,145,BMW M3 - BMW,22,Class 15,(GB),Closed bodywork,Front-engined,Guy Povey (GB)/Kevin Clarke (GB)/Ian Donaldson (GB),NA,NA,NA,NA,NA,BMW,M3,NA,Result: 22nd (19 laps behind the winner)Grid:,22nd (19 laps behind the winner)Grid:,finished,NA,NA,19 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
nurburgring,1998-06-14,63,Opel Astra - Opel,23,Class 10,,-,-,Siegfried Steinacker/Horst Rotter/Andreas Stöhr/Ludger Henrich,NA,NA,NA,NA,NA,Opel,Astra,NA,Result: 23rd 1st in Class 10 (19 laps behind the winner)Grid:,23rd 1st in Class 10 (19 laps behind the winner)Grid:,finished,NA,NA,19 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,NA
nurburgring,1998-06-14,50,Seat Ibiza Cupra - Seat,24,Class 6,,-,-,Michael Marsani/Rolf Jülich/Jörg Viebahn (D),NA,NA,NA,NA,NA,Seat,Ibiza,Cupra,Result: 24th (20 laps behind the winner)Grid:,24th (20 laps behind the winner)Grid:,finished,NA,NA,20 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Seat.html,https://www.racingsportscars.com/type/photo/Seat/Ibiza.html,https://www.racingsportscars.com/suffix/photo/Seat/Ibiza/Cupra.html
nurburgring,1998-06-14,57,BMW 325i Coupe - BMW,25,Class 5,,-,-,Klaus Müller (D)/Helmut Abels/Fritz Wegerer (A)/Gerd Hoffmann (D),NA,NA,NA,NA,NA,BMW,325i,Coupe,Result: 25th 1st in Class 5 (20 laps behind the winner)Grid:,25th 1st in Class 5 (20 laps behind the winner)Grid:,finished,NA,NA,20 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/325i.html,https://www.racingsportscars.com/suffix/photo/BMW/325i/Coupe.html
nurburgring,1998-06-14,135,Renault Clio I Williams - Renault,26,Class 6,,-,-,Uwe Reich (D)/Jürgen Wiesemann/Carsten Welschar (D)/Andre Klein,NA,NA,NA,NA,NA,Renault,Clio,I Williams,Result: 26th (20 laps behind the winner)Grid:,26th (20 laps behind the winner)Grid:,finished,NA,NA,20 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Renault.html,https://www.racingsportscars.com/type/photo/Renault/Clio.html,https://www.racingsportscars.com/suffix/photo/Renault/Clio/I%20Williams.html
nurburgring,1998-06-14,32,BMW 318 ti - BMW,27,Class 9,,-,-,Michael Bonk (D)/Ralf-Peter Bonk (D)/Oswald Burgstaller/Reinhold Renger (D),NA,NA,NA,NA,NA,BMW,318,ti,Result: 27th 1st in Class 9 (20 laps behind the winner)Grid:,27th 1st in Class 9 (20 laps behind the winner)Grid:,finished,NA,NA,20 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/318.html,https://www.racingsportscars.com/suffix/photo/BMW/318/ti.html
nurburgring,1998-06-14,146,Ford Escort Cosworth - Ford,28,Class 3,ACBL Remscheid e. V. im AvD,Closed bodywork,Front-engined,Gunnar Hermann/Christoph Unterhuber/Frank Stippler (D),NA,NA,NA,NA,NA,Ford,Escort,Cosworth,Result: 28th (20 laps behind the winner)Grid:,28th (20 laps behind the winner)Grid:,finished,NA,NA,20 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Escort.html,https://www.racingsportscars.com/suffix/photo/Ford/Escort/Cosworth.html
nurburgring,1998-06-14,207,Opel Astra - Opel,29,Class 10,MSC Ruhrblitz Bochum e. V. im ADAC,-,-,Thorsten Schwarz/Wolfgang Drabiniok (D)/Andre Duve/Dirk Büsgen,NA,NA,NA,NA,NA,Opel,Astra,NA,Result: 29th (20 laps behind the winner)Grid:,29th (20 laps behind the winner)Grid:,finished,NA,NA,20 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,NA
nurburgring,1998-06-14,20,BMW M3 E36 - BMW,30,Class 15,Moore International Motorsport,Closed bodywork,Front-engined,David O'Dell (GB)/Timo Mäkinen (FIN)/Alec Arho/Petteri E. Mätsala,NA,NA,NA,NA,NA,BMW,M3,E36,Result: 30th (20 laps behind the winner)Grid:,30th (20 laps behind the winner)Grid:,finished,NA,NA,20 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html
nurburgring,1998-06-14,210,Porsche 968 RS - Porsche,31,Class 3,,-,-,Stassis Brundza (RU)/Vytautos Venkunas/Aurelyus Sinaska/Marius Budrikis,NA,NA,NA,NA,NA,Porsche,968,RS,Result: 31st (20 laps behind the winner)Grid:,31st (20 laps behind the winner)Grid:,finished,NA,NA,20 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/968.html,https://www.racingsportscars.com/suffix/photo/Porsche/968/RS.html
nurburgring,1998-06-14,185,BMW M3 - BMW,32,Class 15,Sonera (GB),Closed bodywork,Front-engined,Bill Stillwell (GB)/Dave Karaskas (GB)/Ian Khan (GB)/Mark Peeter,NA,NA,NA,NA,NA,BMW,M3,NA,Result: 32nd (21 laps behind the winner)Grid:,32nd (21 laps behind the winner)Grid:,finished,NA,NA,21 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
nurburgring,1998-06-14,100,VW Polo 6N - VW,33,Class 13,MSC Pellenz-Plaidt e. V. im ADAC,-,-,Holger Hildebrand/Harald Thönnes/Dennis Rönz,NA,NA,NA,NA,NA,VW,Polo,6N,Result: 33rd 1st in Class 13 (23 laps behind the winner)Grid:,33rd 1st in Class 13 (23 laps behind the winner)Grid:,finished,NA,NA,23 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Polo.html,https://www.racingsportscars.com/suffix/photo/VW/Polo/6N.html
nurburgring,1998-06-14,87,Honda Civic SiR - Honda,34,Class 7,,-,-,Christoph Karger/Kotaro Yamamoto (J)/Eric Duhamel (F),NA,NA,NA,NA,NA,Honda,Civic,SiR,Result: 34th (23 laps behind the winner)Grid:,34th (23 laps behind the winner)Grid:,finished,NA,NA,23 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,https://www.racingsportscars.com/suffix/photo/Honda/Civic/SiR.html
nurburgring,1998-06-14,67,Opel Astra - Opel,35,Class 6,,-,-,Roland Senge/Heinz-Otto Fritzsche (D)/Alain Servais (B)/Norbert Schildwächter,NA,NA,NA,NA,NA,Opel,Astra,NA,Result: 35th (23 laps behind the winner)Grid:,35th (23 laps behind the winner)Grid:,finished,NA,NA,23 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,NA
nurburgring,1998-06-14,47,Alfa Romeo 145 - Alfa Romeo,36,Class 6,,-,-,Andreas Bronnen/Stefania Braggiotti/Hermann Reil/Jochen Kruse,NA,NA,NA,NA,NA,Alfa Romeo,145,NA,Result: 36th (23 laps behind the winner)Grid:,36th (23 laps behind the winner)Grid:,finished,NA,NA,23 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Alfa%20Romeo.html,https://www.racingsportscars.com/type/photo/Alfa%20Romeo/145.html,NA
nurburgring,1998-06-14,141,Mercedes-Benz 190 E - Mercedes-Benz N/A,37,Class 5,,Closed bodywork,Front-engined,Hans-Helmut Gail (D)/Bernd Küpper (D)/Dirk Roth (D),NA,NA,NA,NA,NA,Mercedes-Benz,190 E,NA,Result: 37th (23 laps behind the winner)Grid:,37th (23 laps behind the winner)Grid:,finished,NA,NA,23 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Mercedes-Benz.html,https://www.racingsportscars.com/type/photo/Mercedes-Benz/190%20E.html,NA
nurburgring,1998-06-14,137,Mitsubishi Carisma - Mitsubishi,38,Class 9,MTV Mitsubishi Sports,-,-,Wolfgang Haugg (D)/Kurt Lotz/Mauricio Gaudino/Hans Günter Breitenmoser,NA,NA,NA,NA,NA,Mitsubishi,Carisma,NA,Result: 38th (24 laps behind the winner)Grid:,38th (24 laps behind the winner)Grid:,finished,NA,NA,24 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Mitsubishi.html,https://www.racingsportscars.com/type/photo/Mitsubishi/Carisma.html,NA
nurburgring,1998-06-14,76,Mitsubishi Carisma - Mitsubishi,39,Class 9,AC Bad Neuenahr e. V. im ADAC (D),-,-,"Jürgen Stiebritz/Peter Valder, Jr. (D)/Peter Valder (D)/Denny Valder (D)",NA,NA,NA,NA,NA,Mitsubishi,Carisma,NA,Result: 39th (24 laps behind the winner)Grid:,39th (24 laps behind the winner)Grid:,finished,NA,NA,24 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Mitsubishi.html,https://www.racingsportscars.com/type/photo/Mitsubishi/Carisma.html,NA
nurburgring,1998-06-14,129,Opel Astra - Opel,40,Class 6,,-,-,Bert Flossbach/Fred Flossbach/Heinrich Kaltwasser,NA,NA,NA,NA,NA,Opel,Astra,NA,Result: 40th (24 laps behind the winner)Grid:,40th (24 laps behind the winner)Grid:,finished,NA,NA,24 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,NA
nurburgring,1998-06-14,90,Peugeot 106 - Peugeot,41,Class 8,AC Rübenach e. V. im ADAC,-,-,Ingrid Wirtgen/Carsten Müller/Carlo Biermann/Martin Becker,NA,NA,NA,NA,NA,Peugeot,106,NA,Result: 41st 1st in Class 8 (25 laps behind the winner)Grid:,41st 1st in Class 8 (25 laps behind the winner)Grid:,finished,NA,NA,25 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Peugeot.html,https://www.racingsportscars.com/type/photo/Peugeot/106.html,NA
nurburgring,1998-06-14,61,Opel Astra - Opel,42,Class 6,,-,-,Frank Hecker/Dieter Herrmann/Hellmuth Wernig,NA,NA,NA,NA,NA,Opel,Astra,NA,Result: 42nd (25 laps behind the winner)Grid:,42nd (25 laps behind the winner)Grid:,finished,NA,NA,25 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,NA
nurburgring,1998-06-14,149,Opel Astra GSi - Opel,43,Class 6,MSC Rallye Freunde Niederndorf e. V.,-,-,Uwe Grossfeld/Andreas Kreuziger/Frank Lohmann (D)/Mark-Oliver Burghardt,NA,NA,NA,NA,NA,Opel,Astra,GSi,Result: 43rd (25 laps behind the winner)Grid:,43rd (25 laps behind the winner)Grid:,finished,NA,NA,25 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,https://www.racingsportscars.com/suffix/photo/Opel/Astra/GSi.html
nurburgring,1998-06-14,124,VW Golf GTI - VW,44,Class 10,,-,-,Eberhard Rattunde/Wayne Moore (NZ)/Norbert Rattunde,NA,NA,NA,NA,NA,VW,Golf,GTI,Result: 44th (25 laps behind the winner)Grid:,44th (25 laps behind the winner)Grid:,finished,NA,NA,25 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Golf.html,https://www.racingsportscars.com/suffix/photo/VW/Golf/GTI.html
nurburgring,1998-06-14,101,Ford Fiesta - Ford,45,Class 8,Scuderia Colonia e. V. im ADAC,-,-,Joachim Scheefeldt (D)/Jens Scheefeldt/Peter Knoche,NA,NA,NA,NA,NA,Ford,Fiesta,NA,Result: 45th (25 laps behind the winner)Grid:,45th (25 laps behind the winner)Grid:,finished,NA,NA,25 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Fiesta.html,NA
