track,date,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,chassis,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url,chassis_url
nurburgring,1986-06-22,64,BMW 325i - BMW L6 2494 cc N/A,1,Class 8,Auto Budde Team,Closed bodywork,Front-engined,Markus Oestreich (D)/Otto Rensing (D)/Winni Vogt (D),NA,NA,NA,NA,NA,BMW,325i,NA,NA,Result: winner - (137.260 kph) - margin: 1 lapGrid:,winner - (137.260 kph) - margin: 1 lapGrid:,finished,NA,NA,137.260 kph,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/325i.html,NA,NA
nurburgring,1986-06-22,10,Opel Manta 400 - Opel N/A,2,Class 2,LuK-Opel Team,Closed bodywork,Front-engined,Joachim Winkelhock (D)/Norbert Haug (D)/Karl Mauer (D),NA,NA,NA,NA,NA,Opel,Manta,400,NA,Result: 2nd 1st in Class 2 (1 lap behind the winner)Grid:,2nd 1st in Class 2 (1 lap behind the winner)Grid:,finished,NA,NA,1 lap behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Manta.html,https://www.racingsportscars.com/suffix/photo/Opel/Manta/400.html,NA
nurburgring,1986-06-22,20,Ford Escort RS 2000 - Ford N/A,3,Class 3,Pontus-Racing,Closed bodywork,Front-engined,Herbert Kummle (D)/Andreas Schall (D)/Rainer Teitscheid,NA,NA,NA,NA,NA,Ford,Escort,RS 2000,NA,Result: 3rd 1st in Class 3 (3 laps behind the winner)Grid:,3rd 1st in Class 3 (3 laps behind the winner)Grid:,finished,NA,NA,3 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Escort.html,https://www.racingsportscars.com/suffix/photo/Ford/Escort/RS%202000.html,NA
nurburgring,1986-06-22,76,Opel Manta GT/E - Opel N/A,4,Class 3,Kissling Motorsport,Closed bodywork,Front-engined,Wolfgang Offermann (D)/Joachim Utsch (D)/Christoph Esser (D),NA,NA,NA,NA,NA,Opel,Manta,GT/E,NA,Result: 4th (8 laps behind the winner)Grid:,4th (8 laps behind the winner)Grid:,finished,NA,NA,8 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Manta.html,https://www.racingsportscars.com/suffix/photo/Opel/Manta/GT__E.html,NA
nurburgring,1986-06-22,158,Porsche 944 Turbo Kat. - Porsche Turbo,5,Class 19,,-,-,Karl-Heinz Gürthler (D)/André Hardy (B)/Harald Demuth,NA,NA,NA,NA,NA,Porsche,944,Turbo Kat.,NA,Result: 5th 1st in Class 19 (10 laps behind the winner)Grid:,5th 1st in Class 19 (10 laps behind the winner)Grid:,finished,NA,NA,10 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/944.html,https://www.racingsportscars.com/suffix/photo/Porsche/944/Turbo%20Kat._.html,NA
nurburgring,1986-06-22,71,Alfa Romeo Alfetta GTV6 - Alfa Romeo V6 2491 cc N/A,6,Class 8,,Closed bodywork,Front-engined,Günter Pollert (D)/Jürgen Zerha (D)/Georg Weber (D),NA,NA,NA,NA,NA,Alfa Romeo,Alfetta GTV6,NA,NA,Result: 6th (10 laps behind the winner)Grid:,6th (10 laps behind the winner)Grid:,finished,NA,NA,10 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Alfa%20Romeo.html,https://www.racingsportscars.com/type/photo/Alfa%20Romeo/Alfetta%20GTV6.html,NA,NA
nurburgring,1986-06-22,150,BMW 325i - BMW N/A,7,Class 18,Firma Heinrich Honert Abnorme Schrauben,-,-,Axel Göbel/Bernd Benning,NA,NA,NA,NA,NA,BMW,325i,NA,NA,Result: 7th 1st in Class 18 (11 laps behind the winner)Grid:,7th 1st in Class 18 (11 laps behind the winner)Grid:,finished,NA,NA,11 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/325i.html,NA,NA
nurburgring,1986-06-22,57,BMW 528i - BMW N/A,8,Class 7,Kamei-Crew,-,-,Klaus Lindlar (D)/Werner Felder (D)/Norbert Philipps (D),NA,NA,NA,NA,NA,BMW,528i,NA,NA,Result: 8th 1st in Class 7 (12 laps behind the winner)Grid:,8th 1st in Class 7 (12 laps behind the winner)Grid:,finished,NA,NA,12 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/528i.html,NA,NA
nurburgring,1986-06-22,18,Ford Escort RS 2000 - Ford N/A,9,Class 3,,Closed bodywork,Front-engined,Wilfried Eichen (D)/Klemens Nüchter/Mario Ketterer (D),NA,NA,NA,NA,NA,Ford,Escort,RS 2000,NA,Result: 9th (13 laps behind the winner)Grid:,9th (13 laps behind the winner)Grid:,finished,NA,NA,13 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Escort.html,https://www.racingsportscars.com/suffix/photo/Ford/Escort/RS%202000.html,NA
nurburgring,1986-06-22,110,Mercedes-Benz 190 E # - Mercedes-Benz N/A,10,Class 13,Eccles Racing,Closed bodywork,Front-engined,Roger Eccles (GB)/John Lepp (GB)/John Cooper (GB),NA,NA,NA,NA,NA,Mercedes-Benz,190 E,NA,#,Result: 10th 1st in Class 13 (13 laps behind the winner)Grid:,10th 1st in Class 13 (13 laps behind the winner)Grid:,finished,NA,NA,13 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Mercedes-Benz.html,https://www.racingsportscars.com/type/photo/Mercedes-Benz/190%20E.html,NA,https://www.racingsportscars.com/chassis/photo/190E-Eccles%23.html
