position,entry_number,driver_name,car_model,nationality,homologation_group,elapsed_time,penalty_time,retirement_control,retirement_reason
1,4,"Kankkunen, Juha",Lancia Delta HF Integrale,FI,A8,6h 24m 37s,NA,NA,NA
2,7,"Biasion, Massimo",Ford Sierra Cosworth 4x4,IT,A,+1m 33s,NA,NA,NA
3,1,"Sainz, Carlos",Toyota Celica Turbo 4WD (ST185),ES,A,+4m 59s,NA,NA,NA
4,9,"Alen, Markku",Toyota Celica Turbo 4WD (ST185),FI,A,+5m 32s,NA,NA,NA
5,10,"Salonen, Timo",Mitsubishi Galant VR-4 Evo,FI,A,+6m 39s,NA,NA,NA
6,11,"Chatriot, Francois",Nissan Sunny GTI-R,FR,A,+21m 04s,NA,NA,NA
7,17,"Bardolet, Jose Maria",Ford Sierra Cosworth 4x4,ES,A,+29m 18s,NA,NA,NA
8,25,"Santos, Joaquim",Toyota Celica GT-4 (ST165),PT,A,+36m 43s,NA,NA,NA
9,20,"Menem Jr., Carlos",Lancia Delta HF Integrale,AR,N,+38m 10s,NA,NA,NA
10,26,"Leite Faria, Jose Miguel",Ford Sierra RS Cosworth,PT,A,+48m 31s,NA,NA,NA
11,37,"Bica, Jorge",Lancia Delta HF Integrale 16v,PT,A,+50m 10s,NA,NA,NA
12,29,"Peres, Fernando",Ford Sierra Cosworth 4x4,PT,N,+50m 29s,NA,NA,NA
13,12,"de Mevius, Gregoire",Nissan Sunny GTI-R,BE,N,+51m 48s,4:00,NA,NA
14,24,"Fassina, Alessandro",Mazda 323 4WD,IT,N,+55m 10s,2:00,NA,NA
15,15,"Capdevila, Fernando",Ford Sierra Cosworth 4x4,ES,N,+1h 01m 54s,12:00,NA,NA
16,21,"Gottlicher, Kurt",Ford Sierra Cosworth 4x4,AT,N,+1h 02m 21s,NA,NA,NA
17,27,"Macedo, Jose Carlos",Renault Clio,PT,A,+1h 03m 37s,2:00,NA,NA
18,82,"Ishida, Masashi",Toyota Corolla,JP,A,+1h 15m 14s,1:00,NA,NA
19,31,"Costa, Rui",Lancia Delta HF Integrale 16v,PT,N,+1h 27m 01s,1:00,NA,NA
20,19,"bin Sulayem, Mohammed",Ford Sierra Cosworth 4x4,AE,N,+1h 55m 12s,29:00,NA,NA
21,68,"Veloso Amaral, Manuel",Lancia Delta HF Integrale,PT,N,+2h 00m 41s,1:00,NA,NA
22,98,"Summavielle, Parcidio",Citroen AX,PT,A,+2h 05m 30s,2:00,NA,NA
23,55,"Ferreira, Rodrigo",Peugeot 205 GTI,PT,A,+2h 15m 32s,NA,NA,NA
24,118,"Sagnard, Richard",Peugeot 205 Rallye,FR,N,+2h 17m 23s,NA,NA,NA
25,95,"Barros, Joao",Citroen AX,PT,A,+2h 26m 57s,4:00,NA,NA
26,56,"Silva, Jose",Opel Manta,PT,A,+2h 34m 20s,2:00,NA,NA
27,97,"Calisto, Vitor",Citroen AX,PT,A,+2h 40m 21s,22:30,NA,NA
28,74,"Miranda, Jose Pedro",Renault 11 Turbo,PT,N,+2h 40m 39s,5:00,NA,NA
29,91,"Sogolis, Genadijus",Lada Samara,LT,A,+3h 02m 16s,9:00,NA,NA
30,122,"Matias, Miguel",Seat Marbella GL,PT,A,+3h 39m 07s,14:00,NA,NA
31,125,"Pinto dos Santos, Antonio",Renault 4 GTL,PT,N,+4h 10m 23s,7:00,NA,NA
NA,2,"Auriol, Didier",Lancia Delta HF Integrale,FR,A,NA,NA,SS3,engine
NA,3,"Delecour, Francois",Ford Sierra Cosworth 4x4,FR,A,NA,NA,SS14,engine
NA,5,"Schwarz, Armin",Toyota Celica Turbo 4WD (ST185),DE,A,NA,NA,SS37,accident
NA,6,"Eriksson, Kenneth",Mitsubishi Galant VR-4 Evo,SE,A,NA,NA,SS30,accident
NA,8,"Makinen, Tommi",Nissan Sunny GTI-R,FI,A,NA,NA,SS3,accident
NA,14,"Bedini, Piergiorgio",Lancia Delta Integrale,IT,N,NA,NA,SS15,suspension
NA,16,"Aghini, Andrea",Lancia Delta HF Integrale,IT,A,NA,NA,SS30,accident
NA,22,"Bosch, John",Nissan Sunny GTI-R,NL,N,NA,NA,NA,gearbox
NA,96,"Madeira, Rui",Citroen AX,PT,A,NA,NA,NA,steering
