position,entry_number,driver_name,car_model,nationality,homologation_group,elapsed_time,penalty_time,retirement_control,retirement_reason
1,1,"Ogier, Sebastien",Toyota Yaris WRC,FR,RC1,"2h 39m 08,6s",NA,NA,NA
2,33,"Evans, Elfyn",Toyota Yaris WRC,GB,RC1,"+7,3s",NA,NA,NA
3,6,"Sordo Castillo, Daniel",Hyundai i20 Coupe WRC,ES,RC1,"+21,3s",NA,NA,NA
4,11,"Neuville, Thierry",Hyundai i20 Coupe WRC,BE,RC1,"+32,0s",NA,NA,NA
5,2,"Solberg, Oliver",Hyundai i20 Coupe WRC,SE,RC1,"+1m 32,0s",NA,NA,NA
6,3,"Suninen, Teemu",Hyundai i20 Coupe WRC,FI,RC1,"+2m 22,6s",NA,NA,NA
7,18,"Katsuta, Takamoto",Toyota Yaris WRC,JP,RC1,"+2m 34,5s",NA,NA,NA
8,44,"Greensmith, Fergus",Ford Fiesta RS WRC 2017,GB,RC1,"+2m 50,2s",NA,NA,NA
9,69,"Rovanpera, Kalle",Toyota Yaris WRC,FI,RC1,"+4m 49,6s",NA,NA,NA
10,35,"Crugnola, Andrea",Hyundai i20,IT,RC2,"+9m 06,9s",NA,NA,NA
11,27,"Rossel, Yohan",Citroen C3,FR,RC2,"+9m 10,9s",NA,NA,NA
12,26,"Kajetanowicz, Kajetan",Skoda Fabia,PL,RC2,"+9m 14,0s",NA,NA,NA
13,23,"Gryazin, Nikolay",Skoda Fabia,RU,RC2,"+10m 01,8s",NA,NA,NA
14,22,"Huttunen, Jari",Ford Fiesta,FI,RC2,"+10m 20,0s",NA,NA,NA
15,31,"Munster, Gregoire",Hyundai i20,LU,RC2,"+10m 38,4s",NA,NA,NA
16,20,"Mikkelsen, Andreas",Skoda Fabia,NO,RC2,"+11m 07,0s",NA,NA,NA
17,37,"de Tommasso, Damiano",Skoda Fabia,IT,RC2,"+11m 18,3s",0:20,NA,NA
18,45,"Lefebvre, Stephane",Citroen C3,FR,RC2,"+11m 20,9s",NA,NA,NA
19,28,"Ingram, Christopher",Skoda Fabia,GB,RC2,"+11m 36,0s",1:00,NA,NA
20,29,"McErlean, Joshua",Hyundai i20,IE,RC2,"+11m 47,4s",NA,NA,NA
21,24,"Linnamae, Georg",Volkswagen Polo,EE,RC2,"+12m 50,0s",NA,NA,NA
22,38,"Perico, Alessandro",Skoda Fabia,IT,RC2,"+14m 15,9s",NA,NA,NA
