position,entry_number,driver_name,car_model,nationality,homologation_group,elapsed_time,penalty_time,retirement_control,retirement_reason
1,3,"Kankkunen, Juha",Peugeot 205 Turbo 16 E2,FI,B,5h 43m 45s,NA,NA,NA
2,2,"Alen, Markku",Lancia Delta S4,FI,B,+1m 40s,NA,NA,NA
3,4,"Biasion, Massimo",Lancia Delta S4,IT,B,+9m 51s,NA,NA,NA
4,6,"Ericsson, Mikael",Lancia Delta S4,SE,B,+12m 52s,NA,NA,NA
5,1,"Salonen, Timo",Peugeot 205 Turbo 16 E2,FI,B,+32m 51s,NA,NA,NA
6,16,"Allport, Neil",Mazda RX7,NZ,B,+43m 42s,NA,NA,NA
7,11,"Eriksson, Kenneth",Volkswagen Golf GTi,SE,A,+50m 30s,NA,NA,NA
8,20,"Davidson, Paddy",Nissan 240 RS,NZ,B,+52m 33s,NA,NA,NA
9,8,"Cook, Reg",Nissan 240 RS,NZ,B,+54m 27s,NA,NA,NA
10,12,"Millen, Rod",Mazda Familia 4WD,NZ,A,+56m 18s,NA,NA,NA
11,18,"Smith, Gary",Opel Manta 400,NZ,B,+1h 06m 58s,NA,NA,NA
12,15,"Stohl, Rudolf",Audi 80 quattro,AT,A,+1h 12m 54s,NA,NA,NA
13,28,"Wilson, Ray",Toyota Starlet,NZ,A,+1h 20m 39s,NA,NA,NA
14,29,"Pittams, Wayne",Subaru RX Turbo,NZ,A,+1h 22m 33s,NA,NA,NA
15,19,"Stokes, Brian",Toyota Corolla,NZ,A,+1h 22m 54s,NA,NA,NA
16,26,"Bramble, Paul",Holden Commodore,AU,A,+1h 30m 28s,NA,NA,NA
17,27,"Ornstien, Tony",Subaru RX Turbo,NZ,A,+1h 33m 57s,NA,NA,NA
18,25,"Meekings, Ross",Toyota Corolla,NZ,A,+1h 42m 13s,NA,NA,NA
19,22,"Mulligan, Edward",Subaru RX Turbo,AU,A,+1h 44m 30s,NA,NA,NA
20,45,"Dodunski, James",Toyota Starlet,NZ,A,+1h 51m 13s,NA,NA,NA
21,38,"Roberts, John",Mazda RX7,NZ,A,+1h 53m 06s,NA,NA,NA
22,36,"Matsunami, Noboru",Toyota Starlet,JP,A,+1h 54m 33s,NA,NA,NA
23,9,"Teesdale, Tony",MG Metro 6R4,NZ,B,+1h 55m 36s,NA,NA,NA
24,37,"Crawford, Graham",Toyota Corolla,NZ,A,+1h 55m 53s,NA,NA,NA
25,41,"Hobbs, Dave",Mazda RX7,NZ,A,+1h 57m 28s,NA,NA,NA
26,48,"Matthews, Paul",Toyota Starlet,NZ,A,+1h 57m 38s,NA,NA,NA
27,52,"Gray, Stephen",Toyota Starlet,NZ,A,+2h 04m 37s,NA,NA,NA
28,55,"Irvine, James",Toyota Starlet,NZ,A,+2h 05m 07s,NA,NA,NA
29,51,"Lesicki, Andrzej",Lada 2105,NZ,B,+2h 07m 59s,NA,NA,NA
30,43,"Schuler, Ian",Isuzu Gemini,NZ,A,+2h 08m 05s,NA,NA,NA
31,54,"Halsall, Alan",Mitsubishi Lancer,NZ,A,+2h 09m 22s,NA,NA,NA
32,35,"England, Lee",Nissan Bluebird Turbo,NZ,A,+2h 21m 37s,NA,NA,NA
33,24,"Eduque, Armando",Nissan 240 RS,PH,B,+2h 23m 56s,NA,NA,NA
34,50,"Stewart, Jim",Mitsubishi Lancer,NZ,A,+2h 24m 37s,NA,NA,NA
35,53,"Shapley, Ron",Subaru MP-1 Ute,NZ,B,+2h 25m 40s,NA,NA,NA
36,32,"Percy, Rick",Subaru RX Turbo,NZ,A,+2h 29m 53s,NA,NA,NA
37,46,"Clarke, Chris",Nissan Ute,NZ,B,+2h 41m 30s,NA,NA,NA
38,56,"Paterson, Errol",Toyota Corolla,NZ,A,+2h 46m 30s,NA,NA,NA
39,47,"Tait, Colin",Toyota Starlet,NZ,A,+2h 50m 39s,NA,NA,NA
40,42,"McMurtrie, Peter",Toyota Starlet,NZ,A,+2h 50m 46s,NA,NA,NA
NA,5,"Kirkland, Mike",Subaru RX Turbo,KE,A,NA,NA,after SS12,fatal accident
NA,7,"Stewart, Malcolm",Audi quattro A2,NZ,B,NA,NA,SS16,accident
NA,10,"Bourne, Peter",Subaru RX Turbo,NZ,A,NA,NA,after SS12,fatal accident
NA,14,"Tundo, Frank",Subaru RX Turbo,KE,A,NA,NA,after SS12,fatal accident
NA,17,"Eyre, Stuart",Mazda RX7,NZ,B,NA,NA,SS8,accident
NA,23,"Jennings, Mark",Subaru RX Turbo,NZ,A,NA,NA,NA,unknown
NA,30,"Thexton, David",Mazda RX7,NZ,B,NA,NA,NA,unknown
NA,33,"Yamaguchi, Yoshinori",Toyota Corolla,JP,A,NA,NA,NA,unknown
NA,34,"Adamson, Ken",Toyota Corolla,NZ,A,NA,NA,NA,unknown
NA,40,"Sano, Tetsuo",Toyota Starlet,JP,A,NA,NA,NA,unknown
NA,44,"Eteveneaux, Dennis",Toyota Starlet,NZ,A,NA,NA,NA,unknown
NA,49,"Morris, Stephen",Toyota Corolla,NZ,A,NA,NA,NA,unknown
