position,entry_number,driver_name,car_model,nationality,homologation_group,elapsed_time,penalty_time,retirement_control,retirement_reason
1,1,"Makinen, Tommi",Mitsubishi Lancer Evo VI,FI,A8,"4h 11m 07,1s",NA,NA,NA
2,6,"Kankkunen, Juha",Subaru Impreza WRC99,FI,A8,"+1m 37,0s",NA,NA,NA
3,10,"Gardemeister, Toni",Seat Cordoba WRC,FI,A8,"+2m 49,0s",NA,NA,NA
4,4,"Auriol, Didier",Toyota Corolla WRC,FR,A8,"+6m 15,8s",NA,NA,NA
5,11,"Bourne, Peter",Subaru Impreza WRC98,NZ,A8,"+6m 48,3s",NA,NA,NA
6,3,"Sainz, Carlos",Toyota Corolla WRC,ES,A8,"+8m 15,9s",NA,NA,NA
7,12,"Kahle, Matthias",Toyota Corolla WRC,DE,A8,"+14m 37,1s",NA,NA,NA
8,2,"Loix, Freddy",Mitsubishi Carisma GT,BE,A8,"+15m 27,3s",NA,NA,NA
9,14,"Trelles, Gustavo",Mitsubishi Lancer Evo V,UY,N4,"+17m 25,7s",NA,NA,NA
10,18,"al-Wahaibi, Hamed",Mitsubishi Lancer Evo V,OM,N4,"+19m 14,1s",NA,NA,NA
11,27,"Argyle, Geoff",Mitsubishi Lancer Evo VI,NZ,A8,"+22m 05,6s",NA,NA,NA
12,25,"Taguchi, Katsuhiko",Mitsubishi Lancer Evo VI,JP,N4,"+22m 38,9s",NA,NA,NA
13,21,"Arai, Toshihiro",Subaru Impreza WRX,JP,N4,"+23m 14,5s",0:20,NA,NA
14,20,"Mendez, Gabriel",Mitsubishi Lancer Evo V,UY,N4,"+24m 33,2s",NA,NA,NA
15,38,"Crocker, Cody",Subaru Impreza WRX,AU,N4,"+24m 52,0s",NA,NA,NA
16,35,"Holmes, Kevin",Subaru Impreza WRX,NZ,N4,"+27m 11,6s",NA,NA,NA
17,22,"Eriksson, Kenneth",Hyundai Coupe Kit Car Evo2,SE,A7,"+27m 30,4s",NA,NA,NA
18,39,"West, Chris",Mitsubishi Lancer Evo III,NZ,N4,"+28m 30,7s",1:20,NA,NA
19,26,"Konishi, Shigeyuki",Subaru Impreza WRX,JP,N4,"+29m 27,9s",NA,NA,NA
