track,date,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,chassis,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url,chassis_url
nurburgring,2017-05-28,29,Audi R8 LMS GT3 #AS4SAFGT201700069 - Audi FSI V10/90° 4v DOHC 5205 cc N/A,1,SP9,Audi Sport Team Land / Land-Motorsport (D),Closed bodywork,Mid-engined,Connor De Phillippi (USA)/Kelvin van der Linde (ZA)/Christopher Mies (D)/Markus Winkelhock (D),Montaplast,green/white,Dunlop,04/09/2017,"Thomas Morper, Hanso Kampmann and Alexandru Siclovan Pitstops.ro",Audi,R8 LMS,GT3,#AS4SAFGT201700069,Result: winner - (166.784 kph) - margin: 29s418Grid: 2nd (8:16.1020),winner - (166.784 kph) - margin: 29s418Grid: 2nd (8:16.1020),finished,2,8:16.1020,166.784 kph,NA,https://www.racingsportscars.com/tn/photo/2017/TN_Nurburgring-2017-05-28-029.jpg,https://www.racingsportscars.com/photo/2017/Nurburgring-2017-05-28-029.jpg,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/R8%20LMS.html,https://www.racingsportscars.com/suffix/photo/Audi/R8%20LMS/GT3.html,https://www.racingsportscars.com/chassis/photo/AS4SAFGT201700069.html
nurburgring,2017-05-28,98,BMW M6 F13 GT3 # - BMW P63 V8/90° 4395 cc Twin-Turbo,2,SP9,Rowe Racing (D),Closed bodywork,Front-engined,/Nicky Catsburg (NL)/Markus Palttala (FIN)/Alexander Sims (GB)/Richard Westbrook (GB),"CATL, Rowe",white/yellow/grey,Michelin,04/09/2017,"Thomas Morper, Alexandru Siclovan Pitstops.ro and Hanso Kampmann",BMW,M6,F13 GT3,#,Result: 2nd (29s418 behind the winner)Grid: 21st (8:20.5220),2nd (29s418 behind the winner)Grid: 21st (8:20.5220),finished,21,8:20.5220,29s418 behind the winner,NA,https://www.racingsportscars.com/tn/photo/2017/TN_Nurburgring-2017-05-28-098.jpg,https://www.racingsportscars.com/photo/2017/Nurburgring-2017-05-28-098.jpg,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M6.html,https://www.racingsportscars.com/suffix/photo/BMW/M6/F13%20GT3.html,https://www.racingsportscars.com/chassis/photo/M6-GT3-Rowe-98%23.html
nurburgring,2017-05-28,9,Audi R8 LMS GT3 #AS4SAFGT201700073 - Audi FSI V10/90° 4v DOHC 5205 cc N/A,3,SP9,Audi Sport Team WRT (B),Closed bodywork,Mid-engined,Nico Müller (CH)/Robin Frijns (NL)/Marcel Fässler (CH)/René Rast (D),NA,grey/red,Dunlop,04/09/2017,Hanso Kampmann and Thomas Morper,Audi,R8 LMS,GT3,#AS4SAFGT201700073,Result: 3rd (50s622 behind the winner)Grid: 3rd (8:16.1740),3rd (50s622 behind the winner)Grid: 3rd (8:16.1740),finished,3,8:16.1740,50s622 behind the winner,NA,https://www.racingsportscars.com/tn/photo/2017/TN_Nurburgring-2017-05-28-009.jpg,https://www.racingsportscars.com/photo/2017/Nurburgring-2017-05-28-009.jpg,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/R8%20LMS.html,https://www.racingsportscars.com/suffix/photo/Audi/R8%20LMS/GT3.html,https://www.racingsportscars.com/chassis/photo/AS4SAFGT201700073.html
nurburgring,2017-05-28,42,BMW M6 F13 GT3 # - BMW P63 V8/90° 4395 cc Twin-Turbo,3,SP9,BMW Team Schnitzer (D),Closed bodywork,Front-engined,Augusto Farfus (BR)Marco Wittmann (D)/Tom Blomqvist (GB)/Martin Tomczyk (D),Shell,red/white,Michelin,04/09/2017,Thomas Morper and Hanso Kampmann,BMW,M6,F13 GT3,#,Result: 3rd (50s622 behind the winner)Grid: 18th (8:19.8880),3rd (50s622 behind the winner)Grid: 18th (8:19.8880),finished,18,8:19.8880,50s622 behind the winner,NA,https://www.racingsportscars.com/tn/photo/2017/TN_Nurburgring-2017-05-28-042.jpg,https://www.racingsportscars.com/photo/2017/Nurburgring-2017-05-28-042.jpg,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M6.html,https://www.racingsportscars.com/suffix/photo/BMW/M6/F13%20GT3.html,https://www.racingsportscars.com/chassis/photo/M6-GT3-Schnitzer-01%23.html
nurburgring,2017-05-28,1,Mercedes-AMG GT3 # - Mercedes-AMG M159 V8/90° 4v DOHC 6208 cc N/A,5,SP9,Mercedes-AMG Team Black Falcon (D),Closed bodywork,Front-engined,Yelmer Buurman (NL)/Adam Christodoulou (GB)/Maro Engel (D)/Manuel Metzger (D),SAP,white/blue,Michelin,04/09/2017,"Thomas Morper, Hanso Kampmann and Alexandru Siclovan Pitstops.ro",Mercedes-AMG,GT3,NA,#,Result: 5th (7m10s835 behind the winner)Grid: 22nd (8:18.8880),5th (7m10s835 behind the winner)Grid: 22nd (8:18.8880),finished,22,8:18.8880,7m10s835 behind the winner,NA,https://www.racingsportscars.com/tn/photo/2017/TN_Nurburgring-2017-05-28-001.jpg,https://www.racingsportscars.com/photo/2017/Nurburgring-2017-05-28-001.jpg,https://www.racingsportscars.com/make/photo/Mercedes-AMG.html,https://www.racingsportscars.com/type/photo/Mercedes-AMG/GT3.html,NA,https://www.racingsportscars.com/chassis/photo/AMG-GT3-BlackFalcon-01%23.html
nurburgring,2017-05-28,31,Porsche 991 GT3 R # - Porsche F6 4v DOHC 3996 cc N/A,6,SP9,Frikadelli Racing (D),Closed bodywork,Rear-engined,/Michael Christensen (DK)/Norbert Siedler (A)/Klaus Bachler (A)/Lucas Luhr (D),Motul,white/red,Michelin,04/09/2017,Thomas Morper and Hanso Kampmann,Porsche,991 GT3 R,NA,#,Result: 6th (1 lap behind the winner)Grid: 30th (8:24.9960),6th (1 lap behind the winner)Grid: 30th (8:24.9960),finished,30,8:24.9960,1 lap behind the winner,NA,https://www.racingsportscars.com/tn/photo/2017/TN_Nurburgring-2017-05-28-031.jpg,https://www.racingsportscars.com/photo/2017/Nurburgring-2017-05-28-031.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/991%20GT3%20R.html,NA,https://www.racingsportscars.com/chassis/photo/991R-Frikadelli-02%23.html
nurburgring,2017-05-28,22,Ferrari 488 GT3 # (Michelotto) - Ferrari Tipo F154CB V8/90° 4v DOHC 3902 cc Twin-Turbo,7,SP9,Wochenspiegel Team Monschau (CH),Closed bodywork,Mid-engined,Georg Weiss (D)/Oliver Kainz (D)/Daniel Keilwitz (D)/Jochen Krumbach (D),Wochenspiegel,grey/white/red,Michelin,04/09/2017,Thomas Morper and Hanso Kampmann,Ferrari,488,GT3,#,Result: 7th (1 lap behind the winner)Grid: 4th (8:14.5910),7th (1 lap behind the winner)Grid: 4th (8:14.5910),finished,4,8:14.5910,1 lap behind the winner,NA,https://www.racingsportscars.com/tn/photo/2017/TN_Nurburgring-2017-05-28-022.jpg,https://www.racingsportscars.com/photo/2017/Nurburgring-2017-05-28-022.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/488.html,https://www.racingsportscars.com/suffix/photo/Ferrari/488/GT3.html,https://www.racingsportscars.com/chassis/photo/F142M%20GT3%204284.html
nurburgring,2017-05-28,33,BMW M6 F13 GT3 #1616 - BMW P63 V8/90° 4395 cc Twin-Turbo,8,SP9,Falken Motorsports,Closed bodywork,Front-engined,Peter Dumbreck (GB)/Alexandre Imperatori (CH)/Stef Dusseldorp (NL)/Marco Seefried (D),Falken,turquoise/blue,Falken,04/09/2017,Thomas Morper and Hanso Kampmann,BMW,M6,F13 GT3,#1616,Result: 8th (1 lap behind the winner)Grid: 27th (8:22.6460),8th (1 lap behind the winner)Grid: 27th (8:22.6460),finished,27,8:22.6460,1 lap behind the winner,NA,https://www.racingsportscars.com/tn/photo/2017/TN_Nurburgring-2017-05-28-033.jpg,https://www.racingsportscars.com/photo/2017/Nurburgring-2017-05-28-033.jpg,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M6.html,https://www.racingsportscars.com/suffix/photo/BMW/M6/F13%20GT3.html,https://www.racingsportscars.com/chassis/photo/F13-M6%20GT3%201616.html
nurburgring,2017-05-28,8,Mercedes-AMG GT3 - Mercedes-AMG M159 V8/90° 4v DOHC 6208 cc N/A,9,SP9,Haribo Racing Team Mercedes-AMG,Closed bodywork,Front-engined,Lance Arnold (D)Renger van der Zande (NL)/Maximilian Götz (D)DNS: Uwe Alzen (D),Haribo,black,Michelin,04/09/2017,Thomas Morper and Hanso Kampmann,Mercedes-AMG,GT3,NA,NA,Result: 9th (1 lap behind the winner)Grid: 14th (8:18.8830),9th (1 lap behind the winner)Grid: 14th (8:18.8830),finished,14,8:18.8830,1 lap behind the winner,NA,https://www.racingsportscars.com/tn/photo/2017/TN_Nurburgring-2017-05-28-008.jpg,https://www.racingsportscars.com/photo/2017/Nurburgring-2017-05-28-008.jpg,https://www.racingsportscars.com/make/photo/Mercedes-AMG.html,https://www.racingsportscars.com/type/photo/Mercedes-AMG/GT3.html,NA,NA
nurburgring,2017-05-28,99,BMW M6 F13 GT3 # - BMW P63 V8/90° 4395 cc Twin-Turbo,10,SP9,Rowe Racing (D),Closed bodywork,Front-engined,/Maxime Martin (B)/Philipp Eng (A)/Marc Basseng (D)DNS: Alexander Sims (GB),Rowe,white/yellow/grey,Michelin,04/09/2017,Thomas Morper and Hanso Kampmann,BMW,M6,F13 GT3,#,Result: 10th (1 lap behind the winner)Grid: 24th (8:20.8930),10th (1 lap behind the winner)Grid: 24th (8:20.8930),finished,24,8:20.8930,1 lap behind the winner,NA,https://www.racingsportscars.com/tn/photo/2017/TN_Nurburgring-2017-05-28-099.jpg,https://www.racingsportscars.com/photo/2017/Nurburgring-2017-05-28-099.jpg,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M6.html,https://www.racingsportscars.com/suffix/photo/BMW/M6/F13%20GT3.html,https://www.racingsportscars.com/chassis/photo/F13-M6%20GT3%201623.html
