year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,chassis,suffix,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,chassis_url,suffix_url
1998,30,Ferrari 333 SP #019 (Michelotto) - Ferrari F310E V12/65° 5v 3997 cc N/A,1,CA,Doran/Moretti Racing,Open bodywork,Mid-engined,Gianpiero Moretti (I)/Arie Luyendyk (NL)/Mauro Baldi (I)/Didier Theys (B),momo/MOKART,red (+yellow),Yokohama,09/07/2012,Maranello-Literature.com,Ferrari,333 SP,#019,NA,Result: winner - (169.626 kph) - margin: 8 lapsGrid: 2nd (1:41.2950),winner - (169.626 kph) - margin: 8 lapsGrid: 2nd (1:41.2950),finished,2,1:41.2950,169.626 kph,NA,https://www.racingsportscars.com/tn/photo/1998/TN_Daytona-1998-02-01-030.jpg,https://www.racingsportscars.com/photo/1998/Daytona-1998-02-01-030.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/333%20SP.html,https://www.racingsportscars.com/chassis/photo/F130E-019.html,NA
1998,1,Porsche 911 GT1 Evo #006 - Porsche F6 4v DOHC 3164 cc 2xKKK K27,2,GT1,Rohr Motorsport (USA),Closed bodywork,Rear-engined,Allan McNish (GB)/Danny Sullivan (USA)/Dirk Müller (D)/Jörg Müller (D)/Uwe Alzen (D),ROHR,white/blue/red/yellow,Michelin,09/07/2013,Brian Purcell,Porsche,911 GT1,#006,Evo,Result: 2nd 1st in GT1 (8 laps behind the winner)Grid: 9th (1:44.5380),2nd 1st in GT1 (8 laps behind the winner)Grid: 9th (1:44.5380),finished,9,1:44.5380,8 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1998/TN_Daytona-1998-02-01-0001.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20GT1.html,https://www.racingsportscars.com/chassis/photo/993-GT1-006.html,https://www.racingsportscars.com/suffix/photo/Porsche/911%20GT1/Evo.html
1998,0,Porsche 911 GT1 #104 - Porsche F6 4v DOHC 3164 cc 2xKKK K27,3,GT1,Larbre Competition (F),Closed bodywork,Rear-engined,Christophe Bouchut (F)/Patrice Goueslard (F)/Carl Rosenblad (S)/André Ahrlé (D),FATurbo EXPRESS/TFN/Kennol 1/Brumos Porsche,white (+red),Michelin,09/07/2013,Brian Purcell and Doug Bohn,Porsche,911 GT1,#104,NA,Result: 3rd (44 laps behind the winner)Grid: 16th (1:47.5980),3rd (44 laps behind the winner)Grid: 16th (1:47.5980),finished,16,1:47.5980,44 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1998/TN_Daytona-1998-02-01-0000.jpg,https://www.racingsportscars.com/photo/1998/Daytona-1998-02-01-0000.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20GT1.html,https://www.racingsportscars.com/chassis/photo/993-GT1-104.html,NA
1998,97,Porsche 993 GT2 R #WP0ZZZ99ZTS393076 - Porsche Typ M64/81 F6 2v DOHC 3600 cc Twin-Turbo,4,GT2,Konrad Motorsport (D),Closed bodywork,Rear-engined,Toni Seiler (CH)/Wido Rössler (D)/Peter Kitchak (USA)/Angelo Zadra (I)/Franz Konrad (A),NOTTER,white/turquoise,Pirelli,02/05/2016,Jim Burroughs,Porsche,993 GT2,#WP0ZZZ99ZTS393076,R,Result: 4th 1st in GT2 (51 laps behind the winner)Grid: 30th (1:54.9880),4th 1st in GT2 (51 laps behind the winner)Grid: 30th (1:54.9880),finished,30,1:54.9880,51 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1998/TN_Daytona-1998-02-01-097.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/993%20GT2.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ99ZTS393076.html,https://www.racingsportscars.com/suffix/photo/Porsche/993%20GT2/R.html
1998,4,Porsche 993 GT2 R #WP0ZZZ99ZWS393001 - Porsche Typ M64/82 F6 2v DOHC 3600 cc Twin-Turbo,5,GT2,C.J. Motorsports (CDN),Closed bodywork,Rear-engined,"John Morton (USA)/John Graham (CDN)/Patrick Huisman (NL)/Duncan Huisman (NL)listed, never drove: Enrico Bertaggia (I)",REMAKO,white,NA,02/05/2016,Jim Burroughs,Porsche,993 GT2,#WP0ZZZ99ZWS393001,R,Result: 5th (52 laps behind the winner)Grid: 37th (1:56.6150),5th (52 laps behind the winner)Grid: 37th (1:56.6150),finished,37,1:56.6150,52 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1998/TN_Daytona-1998-02-01-0004.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/993%20GT2.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ99ZWS393001.html,https://www.racingsportscars.com/suffix/photo/Porsche/993%20GT2/R.html
1998,10,BMW M3 E36 #E36 STC 95 002 - BMW L6 N/A,6,GT3,Prototype Technology Group (USA),Closed bodywork,Front-engined,"Bill Auberlen (USA)/Marc Duez (B)/Boris Said (USA)/Peter Cunningham (USA)DNS: Didier de Radigues (B); listed, never drove: Derek Hill (USA), Javier Quiros (CR)",YOKOHAMA,white/black/red,Yokohama,02/05/2016,Jim Burroughs,BMW,M3,#E36 STC 95 002,E36,Result: 6th 1st in GT3 (54 laps behind the winner)Grid: 33rd (1:55.9450),6th 1st in GT3 (54 laps behind the winner)Grid: 33rd (1:55.9450),finished,33,1:55.9450,54 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1998/TN_Daytona-1998-02-01-010.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/chassis/photo/E36%20STC%2095%20002.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html
1998,23,Porsche 993 Carrera RSR #WP0ZZZ99ZVS398069 - Porsche F6 2v SOHC N/A,7,GT3,Alex Job Racing/Team Seattle (USA),Closed bodywork,Rear-engined,Mike Conte (USA)/Bruno Lambert (B)/Nick Holt (GB)/Darryl Havens (USA)preliminary session only: Andy Pilgrim (USA),ALEX JOB Racing/PORSCHE/PIRELLI,white (+dark blue),Pirelli,02/05/2016,Jim Burroughs,Porsche,993 Carrera,#WP0ZZZ99ZVS398069,RSR,Result: 7th (72 laps behind the winner)Grid: 59th (2:02.2190),7th (72 laps behind the winner)Grid: 59th (2:02.2190),finished,59,2:02.2190,72 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1998/TN_Daytona-1998-02-01-023.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/993%20Carrera.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ99ZVS398069.html,https://www.racingsportscars.com/suffix/photo/Porsche/993%20Carrera/RSR.html
1998,63,Kudzu DLM-4 #009 - Mazda 4R Rotary,8,CA,"Downing/Atlanta, Inc. (USA)",Open bodywork,Mid-engined,Yojiro Terada (J)/Howard Katz (USA)/John O'Steen (USA)/Jim Downing (USA)/Franck Fréon (F),NEC/mazda/BELLSOUTH Mobility,blue/white (+green),Goodyear,02/05/2016,Jim Burroughs,Kudzu,DLM-4,#009,NA,Result: 8th (75 laps behind the winner)Grid: 18th (1:48.4270),8th (75 laps behind the winner)Grid: 18th (1:48.4270),finished,18,1:48.4270,75 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1998/TN_Daytona-1998-02-01-063.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Kudzu.html,https://www.racingsportscars.com/type/photo/Kudzu/DLM-4.html,https://www.racingsportscars.com/chassis/photo/DLM4-009.html,NA
1998,55,Porsche 911 Carrera RSR # - Porsche F6 2v SOHC N/A,9,GT3,AASCO Performance,Closed bodywork,Rear-engined,"Charles Slater (USA)/Tim Ralston (USA)/Tom Peterson (USA)/Jorge Trejos (CR)listed, never drove: Monte Shelton (USA)",AASCO,red,Pirelli,NA,NA,Porsche,911 Carrera,#,RSR,Result: 9th (82 laps behind the winner)Grid: 49th (1:59.4220),9th (82 laps behind the winner)Grid: 49th (1:59.4220),finished,49,1:59.4220,82 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,https://www.racingsportscars.com/chassis/photo/911-Aasco%23.html,https://www.racingsportscars.com/suffix/photo/Porsche/911%20Carrera/RSR.html
1998,73,Porsche 993 Carrera RSR #JLE 001 - Porsche F6 2v SOHC N/A,10,GT3,Jack Lewis Enterprises,Closed bodywork,Rear-engined,"Jack Lewis (USA)/Tony Burgess (CDN)/Anthony Lazzaro (USA)/Kurt Mathewson (USA)listed, never drove: Edison Lluch (PR)",TDM/JACK LEWIS EN,red (+yellow),Goodyear,02/05/2016,Jim Burroughs,Porsche,993 Carrera,#JLE 001,RSR,Result: 10th (85 laps behind the winner)Grid: 45th (1:58.1590),10th (85 laps behind the winner)Grid: 45th (1:58.1590),finished,45,1:58.1590,85 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1998/TN_Daytona-1998-02-01-073.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/993%20Carrera.html,https://www.racingsportscars.com/chassis/photo/JLE%20001.html,https://www.racingsportscars.com/suffix/photo/Porsche/993%20Carrera/RSR.html
