year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,chassis,suffix,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,chassis_url,suffix_url
1996,4,Riley & Scott Mk III #004 - Oldsmobile V8 N/A,1,WSC,Doyle Racing (USA),Open bodywork,Mid-engined,Wayne Taylor (ZA)/Scott Sharp (USA)/Jim Pace (USA),DANKA/Konica,blue/yellow/white,Pirelli,30/11/2010,Brian Cleary BCPix.com,Riley & Scott,Mk III,#004,NA,Result: winner - (166.284 kph) - margin: 1m05s518Grid: 2nd (1:41.5910),winner - (166.284 kph) - margin: 1m05s518Grid: 2nd (1:41.5910),finished,2,1:41.5910,166.284 kph,NA,https://www.racingsportscars.com/tn/photo/1996/TN_Daytona-1996-02-04-004.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Riley%20---%20Scott.html,https://www.racingsportscars.com/type/photo/Riley%20---%20Scott/Mk%20III.html,https://www.racingsportscars.com/chassis/photo/004%20%5bMk%20III%5d.html,NA
1996,30,Ferrari 333 SP #004 - Ferrari F310E V12/65° 5v 3997 cc N/A,2,WSC,Momo Corse (I),Open bodywork,Mid-engined,"Gianpiero Moretti (I)/Bob Wollek (F)/Didier Theys (B)/Max Papis (I)preliminary session only: Bill Auberlen (USA), Tim Hubman (USA); listed, never drove: John Morton (USA)",momo,red (+yellow),Yokohama,10/07/2012,Maranello-Literature.com and Brian Cleary BCPix.com,Ferrari,333 SP,#004,NA,Result: 2nd (1m05s518 behind the winner)Grid: 1st (1:41.2240),2nd (1m05s518 behind the winner)Grid: 1st (1:41.2240),finished,1,1:41.2240,1m05s518 behind the winner,NA,https://www.racingsportscars.com/tn/photo/1996/TN_Daytona-1996-02-04-030.jpg,https://www.racingsportscars.com/photo/1996/Daytona-1996-02-04-030.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/333%20SP.html,https://www.racingsportscars.com/chassis/photo/F130E-004.html,NA
1996,63,Kudzu DLM #007 - Mazda 3R 2943 cc Rotary,3,WSC,Downing/Atlanta (USA),Open bodywork,Mid-engined,Tim McAdam (USA)/Barry Waddell (USA)/Butch Hamlet (USA)/Jim Downing (USA),ATFAB/mazda,white (+green/red/dark blue),Goodyear,30/11/2010,Brian Cleary BCPix.com and Dave Lynn,Kudzu,DLM,#007,NA,Result: 3rd (48 laps behind the winner)Grid: 10th (1:48.3550),3rd (48 laps behind the winner)Grid: 10th (1:48.3550),finished,10,1:48.3550,48 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1996/TN_Daytona-1996-02-04-063.jpg,https://www.racingsportscars.com/photo/1996/Daytona-1996-02-04-063.jpg,https://www.racingsportscars.com/make/photo/Kudzu.html,https://www.racingsportscars.com/type/photo/Kudzu/DLM.html,https://www.racingsportscars.com/chassis/photo/DLM-007.html,NA
1996,55,Porsche 964 Carrera RSR 3.8 #WP0ZZZ96ZMS409083 - Porsche F6 2v SOHC N/A,4,GTS-2,Stadler Motorsport (CH),Closed bodywork,Rear-engined,"Enzo Calderari (CH)/Lilian Bryner (CH)/Ulli Richter (D)listed, never drove: Ferdinand de Lesseps (F)",ANTERA/CHARRIOL,yellow,Pirelli,30/11/2010,Brian Cleary BCPix.com,Porsche,964 Carrera,#WP0ZZZ96ZMS409083,RSR 3.8,Result: 4th 1st in GTS-2 (48 laps behind the winner)Grid: 40th (1:59.0630),4th 1st in GTS-2 (48 laps behind the winner)Grid: 40th (1:59.0630),finished,40,1:59.0630,48 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1996/TN_Daytona-1996-02-04-055.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964%20Carrera.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ96ZMS409083.html,https://www.racingsportscars.com/suffix/photo/Porsche/964%20Carrera/RSR%203.8.html
1996,43,Riley & Scott Mk III #003 - Oldsmobile V8 N/A,5,WSC,Payne Racing,Open bodywork,Mid-engined,Ross Bentley (CDN)/Franck Fréon (F)/Lee Payne (USA)DNS: Don Kitch (USA),NA,yellow,Goodyear,30/11/2010,Brian Cleary BCPix.com,Riley & Scott,Mk III,#003,NA,Result: 5th (52 laps behind the winner)Grid: 8th (1:46.8040),5th (52 laps behind the winner)Grid: 8th (1:46.8040),finished,8,1:46.8040,52 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1996/TN_Daytona-1996-02-04-043.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Riley%20---%20Scott.html,https://www.racingsportscars.com/type/photo/Riley%20---%20Scott/Mk%20III.html,https://www.racingsportscars.com/chassis/photo/003%20%5bMk%20III%5d.html,NA
1996,78,Porsche 964 Carrera RSR #WP0ZZZ96ZPS496089 - Porsche F6 2v SOHC N/A,6,GTS-2,Team A.R.E. (USA),Closed bodywork,Rear-engined,"Cort Wagner (USA)/Steve Dente (USA)/Mike Doolin (USA)/Richard Raimist (USA)listed, never drove: Monte Smith (USA)",YOKOHAMA,white/blue/red (+yellow),Yokohama,30/11/2010,Brian Cleary BCPix.com,Porsche,964 Carrera,#WP0ZZZ96ZPS496089,RSR,Result: 6th (56 laps behind the winner)Grid: 45th (1:59.7010),6th (56 laps behind the winner)Grid: 45th (1:59.7010),finished,45,1:59.7010,56 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1996/TN_Daytona-1996-02-04-078.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964%20Carrera.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ96ZPS496089.html,https://www.racingsportscars.com/suffix/photo/Porsche/964%20Carrera/RSR.html
1996,5,Oldsmobile Aurora # (Rocketsports),7,GTS-1,Brix Racing (USA),Closed bodywork,Front-engined,"Rob Morgan (USA)/Charles Morgan (USA)/Joe Pezza (USA)/Jon Gooding (USA)/Irv Hoerr (USA)DNS: Darin Brassfield (USA); listed, never drove: Brian Cunningham (USA)",ACXIOM,white (+yellow/black),NA,30/11/2010,Brian Cleary BCPix.com,Oldsmobile,Aurora,#,NA,Result: 7th 1st in GTS-1 (56 laps behind the winner)Grid: 15th (1:51.1560),7th 1st in GTS-1 (56 laps behind the winner)Grid: 15th (1:51.1560),finished,15,1:51.1560,56 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1996/TN_Daytona-1996-02-04-005.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Oldsmobile.html,https://www.racingsportscars.com/type/photo/Oldsmobile/Aurora.html,https://www.racingsportscars.com/chassis/photo/Aurora-Brix5%23.html,NA
1996,6,Ford Mustang # (Riley & Scott) - Ford N/A,8,GTS-1,Juan Dibos (PE),Closed bodywork,Front-engined,Eduardo Dibos (PE)/Boris Said (USA)/Johnny O'Connell (USA)/Juan Dibos (PE)/Raul Orlandini (PE)/Jorge Koechlin (PE),INCA COLA,blue,Yokohama,30/11/2010,Brian Cleary BCPix.com,Ford,Mustang,#,NA,Result: 8th (58 laps behind the winner)Grid: 18th (1:51.8890),8th (58 laps behind the winner)Grid: 18th (1:51.8890),finished,18,1:51.8890,58 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1996/TN_Daytona-1996-02-04-006.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Mustang.html,https://www.racingsportscars.com/chassis/photo/Mustang-Dibos6%23.html,NA
1996,6,BMW M3 E36 #E36/102292 - BMW N/A,9,GTS-2,Prototype Technology Group (USA),Closed bodywork,Front-engined,"John Paul, Jr. (USA)/Javier Quiros (CR)/David Donohue (USA)/Pete Halsmer (USA)DNS: Bill Adams (USA); preliminary session only: Dieter Quester (A), Kermit Upton (USA)",Valvoline/Red Bull,white/dark blue (+blue/red),Yokohama,30/11/2010,Brian Cleary BCPix.com,BMW,M3,#E36/102292,E36,Result: 9th (59 laps behind the winner)Grid: 32nd (1:57.3140),9th (59 laps behind the winner)Grid: 32nd (1:57.3140),finished,32,1:57.3140,59 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1996/TN_Daytona-1996-02-04-0006.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/chassis/photo/E36__102292.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html
1996,41,Porsche 911 Carrera RSR # - Porsche F6 2v SOHC N/A,10,GTS-2,AD Sport,Closed bodywork,Rear-engined,Kurt Dujardyn (B)/Franco La Rosa (B)/Michel Neugarten (B)/Kurt Thiers (B),NOKIA/FINA/AST,white (+dark blue),NA,30/11/2010,Brian Cleary BCPix.com,Porsche,911 Carrera,#,RSR,Result: 10th (89 laps behind the winner)Grid: 60th (2:03.2340),10th (89 laps behind the winner)Grid: 60th (2:03.2340),finished,60,2:03.2340,89 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1996/TN_Daytona-1996-02-04-041.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,https://www.racingsportscars.com/chassis/photo/993TT-AD%23.html,https://www.racingsportscars.com/suffix/photo/Porsche/911%20Carrera/RSR.html
