year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,chassis,suffix,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,chassis_url,suffix_url
1995,10,Kremer K8 #WSC 01 (Thompson) - Porsche 935/76 F6 4v DOHC 2995 cc Twin-Turbo,1,LM WSC,Kremer Racing (D),Open bodywork,Mid-engined,Giovanni Lavaggi (I)/Marco Werner (D)/Christophe Bouchut (F)/Jürgen Lässig (D),Kremer/EXXON,yellow (+red),Goodyear,25/11/2009,Paul Woodbury,Kremer,K8,#WSC 01,NA,Result: winner - (164.604 kph) - margin: 5 lapsGrid: 17th (1:53.0120),winner - (164.604 kph) - margin: 5 lapsGrid: 17th (1:53.0120),finished,17,1:53.0120,164.604 kph,NA,https://www.racingsportscars.com/tn/photo/1995/TN_Daytona-1995-02-05-010.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Kremer.html,https://www.racingsportscars.com/type/photo/Kremer/K8.html,https://www.racingsportscars.com/chassis/photo/WSC%2001.html,NA
1995,2,Spice BDG-02 #94-04??? - Oldsmobile V8 N/A,2,WSC,Brix Racing (USA),Open bodywork,Mid-engined,"Jeremy Dale (CDN)/Jay Cochran (USA)/Fredrik Ekblom (S)listed, never drove: Bob Schader (USA), Price Cobb (USA)",MOTOROLA Cellular Phones/GTE Mobilnet/Snap-on,white/violet (+red),Goodyear,15/02/2023,Damon Cassisi,Spice,BDG-02,#94-04???,NA,Result: 2nd 1st in WSC (5 laps behind the winner)Grid: 4th (1:44.8040),2nd 1st in WSC (5 laps behind the winner)Grid: 4th (1:44.8040),finished,4,1:44.8040,5 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1995/TN_Daytona-1995-02-05-002.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Spice.html,https://www.racingsportscars.com/type/photo/Spice/BDG-02.html,https://www.racingsportscars.com/chassis/photo/SE93P-027.html,NA
1995,70,Ford Mustang (Roush) - Ford,3,GTS-1,Roush Racing (USA),Closed bodywork,Front-engined,Tom Kendall (USA)/Paul Newman (USA)/Mike Brockman (USA)/Mark Martin (USA),nobody's Fool/Budweiser,white,Goodyear,29/08/2014,Joe Nolen,Ford,Mustang,NA,NA,Result: 3rd 1st in GTS-1 (108 laps behind the winner)Grid: 15th (1:52.8670),3rd 1st in GTS-1 (108 laps behind the winner)Grid: 15th (1:52.8670),finished,15,1:52.8670,108 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1995/TN_Daytona-1995-02-05-070.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Mustang.html,NA,NA
1995,1,Porsche 993 GT2 R #WP0ZZZ99ZTS393061 - Porsche Typ M64/81 F6 2v DOHC 3600 cc Twin-Turbo,4,GTS-1,Rohr Corp. (USA),Closed bodywork,Rear-engined,"Hurley Haywood (USA)/David Murry (USA)/Bernd Mayländer (D)/Jochen Rohr (USA)preliminary session only: John O'Steen (USA), Johannes Huber (A), Andreas Knapp-Voith (D)",BRUMOS,NA,NA,NA,NA,Porsche,993 GT2,#WP0ZZZ99ZTS393061,R,Result: 4th (35 laps behind the winner)Grid: 21st (1:54.8180),4th (35 laps behind the winner)Grid: 21st (1:54.8180),finished,21,1:54.8180,35 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/993%20GT2.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ99ZTS393061.html,https://www.racingsportscars.com/suffix/photo/Porsche/993%20GT2/R.html
1995,54,Porsche 964 Carrera RSR 3.8 #WP0ZZZ96ZMS409083 - Porsche F6 2v SOHC N/A,5,GTS-2,Stadler Motorsport (CH),Closed bodywork,Rear-engined,Enzo Calderari (CH)/Lilian Bryner (CH)/Renato Mastropietro (I)/Ulli Richter (D),Lorinser/STADLER,NA,Pirelli,NA,NA,Porsche,964 Carrera,#WP0ZZZ96ZMS409083,RSR 3.8,Result: 5th 1st in GTS-2 (36 laps behind the winner)Grid: 36th (1:59.6530),5th 1st in GTS-2 (36 laps behind the winner)Grid: 36th (1:59.6530),finished,36,1:59.6530,36 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964%20Carrera.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ96ZMS409083.html,https://www.racingsportscars.com/suffix/photo/Porsche/964%20Carrera/RSR%203.8.html
1995,93,Nissan 240SX # (Leitzinger) - Nissan,6,GTS-2,Ecuador Mobil 1 Racing (EC),Closed bodywork,Front-engined,"Jean-Pierre Michelet (EC)/Henry Taleb (EC)/Rob Wilson (NZ)/John Fergus (USA)DNS: Mauricio Rojas (EC); listed, never drove: Daniel Urrutia (USA), Ignacio Escobar (EC)",ECUADORIAN LINE,NA,NA,NA,NA,Nissan,240SX,#,NA,Result: 6th (37 laps behind the winner)Grid: 40th (2:00.7460),6th (37 laps behind the winner)Grid: 40th (2:00.7460),finished,40,2:00.7460,37 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Nissan.html,https://www.racingsportscars.com/type/photo/Nissan/240SX.html,https://www.racingsportscars.com/chassis/photo/240SX-Ecuador%23.html,NA
1995,55,Porsche 964 Carrera RSR #WP0ZZZ96ZPS496095 - Porsche F6 2v SOHC N/A,7,GTS-2,Jorge Trejos,Closed bodywork,Rear-engined,Dennis Aase (USA)/Jorge Trejos (CR)/Javier Quiros (CR)/Martin Snow (USA),NA,red,NA,15/02/2023,Damon Cassisi,Porsche,964 Carrera,#WP0ZZZ96ZPS496095,RSR,Result: 7th (44 laps behind the winner)Grid: 46th (2:02.1450),7th (44 laps behind the winner)Grid: 46th (2:02.1450),finished,46,2:02.1450,44 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1995/TN_Daytona-1995-02-05-055.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964%20Carrera.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ96ZPS496095.html,https://www.racingsportscars.com/suffix/photo/Porsche/964%20Carrera/RSR.html
1995,50,Ferrari 333 SP #009 (Dallara) - Ferrari F310E V12/65° 5v 3997 cc N/A,8,WSC,Euromotorsport Racing Inc.,Open bodywork,Mid-engined,"Gianfranco Brancatelli (I)Massimo Sigala (I)/Elton Julian (USA)/Fabrizio Barbazza (I)listed, never drove: François Migault (F)",ATEC/Hawaiian Tropic,yellow,Goodyear,25/11/2009,Paul Woodbury,Ferrari,333 SP,#009,NA,Result: 8th (45 laps behind the winner)Grid: 3rd (1:44.6410),8th (45 laps behind the winner)Grid: 3rd (1:44.6410),finished,3,1:44.6410,45 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1995/TN_Daytona-1995-02-05-050.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/333%20SP.html,https://www.racingsportscars.com/chassis/photo/F130E-009.html,NA
1995,40,Porsche 911 Carrera RSR - Porsche F6 2v SOHC,9,GTS-2,Dören (D),Closed bodywork,Rear-engined,"Karl-Christian Lück (D)/Dieter Lindenbaum (D)/Hermann Tilke (D)/Edgar Dören (D)preliminary session only: Marco Werner (D), Karl Sauer (D), Bernol Hober (D)",PORSCHE,red,Yokohama,25/11/2009,Paul Woodbury,Porsche,911 Carrera,NA,RSR,Result: 9th (45 laps behind the winner)Grid: 48th (2:02.4580),9th (45 laps behind the winner)Grid: 48th (2:02.4580),finished,48,2:02.4580,45 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1995/TN_Daytona-1995-02-05-040.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,NA,https://www.racingsportscars.com/suffix/photo/Porsche/911%20Carrera/RSR.html
1995,96,Chevrolet Corvette ZR-1 #2FST-4U - Chevrolet V8/90° 2v OHV,10,GTS-1,Morrison Motorsports,Closed bodywork,Front-engined,"John Heinricy (USA)/Stu Hayner (USA)/Andy Pilgrim (USA)/Don Knowles (USA)DNS: Jim Minneker (USA), Del Percilla (USA); preliminary session only: Nick Cole (USA)",Mobil 1,black (+white),Mobil 1,NA,NA,Chevrolet,Corvette,#2FST-4U,ZR-1,Result: 10th (47 laps behind the winner)Grid: 29th (1:57.7870),10th (47 laps behind the winner)Grid: 29th (1:57.7870),finished,29,1:57.7870,47 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Chevrolet.html,https://www.racingsportscars.com/type/photo/Chevrolet/Corvette.html,https://www.racingsportscars.com/chassis/photo/2FST-4U.html,https://www.racingsportscars.com/suffix/photo/Chevrolet/Corvette/ZR-1.html
