position,entry_number,driver_name,car_model,nationality,homologation_group,elapsed_time,penalty_time,retirement_control,retirement_reason
1,10,"Panizzi, Gilles",Peugeot 206WRC (2000),FR,A8,"3h 52m 07,3s",NA,NA,NA
2,9,"Delecour, Francois",Peugeot 206WRC (2000),FR,A8,"+16,8s",NA,NA,NA
3,1,"Makinen, Tommi",Mitsubishi Lancer Evo VI,FI,A8,"+53,0s",NA,NA,NA
4,16,"Gronholm, Marcus",Peugeot 206WRC (2000),FI,A8,"+1m 02,3s",NA,NA,NA
5,6,"Sainz, Carlos",Ford Focus WRC 00,ES,A8,"+1m 11,3s",NA,NA,NA
6,5,"McRae, Colin",Ford Focus WRC 00,GB,A8,"+1m 40,0s",NA,NA,NA
7,4,"Jean-Joseph, Simon",Subaru Impreza WRC2000,FR,A8,"+1m 56,7s",NA,NA,NA
8,2,"Loix, Freddy",Mitsubishi Carisma GT,BE,A8,"+2m 23,0s",NA,NA,NA
9,19,"Solberg, Petter",Subaru Impreza WRC2000,NO,A8,"+2m 31,7s",NA,NA,NA
10,43,"Loeb, Sebastien",Toyota Corolla WRC,FR,A8,"+3m 34,4s",NA,NA,NA
11,41,"Travaglia, Renato",Peugeot 306,IT,A7,"+4m 11,0s",NA,NA,NA
12,11,"Schwarz, Armin",Skoda Octavia WRC Evo2,DE,A8,"+5m 13,1s",NA,NA,NA
13,28,"Dallavilla, Andrea",Subaru Impreza,IT,A8,"+6m 43,6s",NA,NA,NA
14,12,"Climent, Luis",Skoda Octavia WRC Evo2,ES,A8,"+8m 44,0s",NA,NA,NA
15,25,"Aghini, Andrea",Mitsubishi Carisma GT,IT,A8,"+8m 55,0s",NA,NA,NA
16,15,"McRae, Alister",Hyundai Accent WRC,GB,A8,"+9m 26,9s",0:20,NA,NA
17,7,"Auriol, Didier",Seat Cordoba WRC Evo3,FR,A8,"+10m 14,4s",NA,NA,NA
18,47,"Oldrati, Diego",Subaru Impreza,IT,A8,"+10m 53,0s",NA,NA,NA
19,51,"Verreydt, Renaud",Seat Cordoba WRC,BE,A8,"+11m 32,7s",NA,NA,NA
20,35,"Kulig, Janusz",Ford Focus WRC,PL,A8,"+12m 18,1s",NA,NA,NA
21,29,"Yazici, Serkan",Toyota Corolla WRC,TU,A8,"+14m 35,8s",NA,NA,NA
22,37,"Galli, Gianluigi",Mitsubishi Lancer Evo,IT,N4,"+17m 37,3s",NA,NA,NA
23,76,"Fiorio, Alessandro",Mitsubishi Carisma GT,IT,N4,"+18m 14,5s",NA,NA,NA
24,36,"Trelles, Gustavo",Mitsubishi Lancer Evo,UY,N4,"+19m 20,5s",0:30,NA,NA
25,33,"Stohl, Manfred",Mitsubishi Lancer Evo,AT,N4,"+19m 23,9s",NA,NA,NA
26,39,"Ferreyros, Ramon",Mitsubishi Lancer Evo,PE,N4,"+20m 26,4s",NA,NA,NA
27,52,"de Luca, Michele",Subaru Impreza,IT,A8,"+20m 33,8s",NA,NA,NA
28,75,"Dati, Emanuele",Mitsubishi Lancer Evo,IT,N4,"+21m 16,9s",NA,NA,NA
29,49,"Pedersoli, Luca",Fiat Punto,IT,A6,"+21m 53,1s",NA,NA,NA
30,102,"Tarantino, Pasquale",Renault Clio Williams,IT,A7,"+24m 27,4s",0:20,NA,NA
31,78,"Cantamessa, Luca",Fiat Punto,IT,A6,"+25m 56,7s",NA,NA,NA
32,93,"Sciascia, Patrizia",Renault Clio Williams,IT,A7,"+27m 36,1s",0:40,NA,NA
33,81,"Cortese, Elio",Mitsubishi Lancer Evo,IT,N4,"+27m 45,3s",NA,NA,NA
34,50,"Sanfilippo, Ignacio",Mitsubishi Carisma GT,ES,N4,"+27m 54,6s",NA,NA,NA
35,48,"Puras, Jesus",Citroen Saxo,ES,A6,"+28m 32,3s",NA,NA,NA
36,94,"Pastore, Gualtiero",Renault Clio Williams,IT,A7,"+31m 30,9s",NA,NA,NA
37,53,"Griazine, Stanislav",Mitsubishi Lancer Evo,RU,N4,"+31m 38,7s",NA,NA,NA
38,74,"Errani, Riccardo",Ford Escort RS Cosworth,IT,A8,"+32m 37,9s",NA,NA,NA
39,77,"Bertuzzi, Alessandro",Mitsubishi Lancer Evo,IT,N4,"+33m 16,6s",NA,NA,NA
40,110,"Mauger, Simon",Ford Puma,GB,A6,"+33m 58,0s",NA,NA,NA
