position,entry_number,driver_name,car_model,nationality,homologation_group,elapsed_time,penalty_time,retirement_control,retirement_reason
1,4,"Biasion, Massimo",Lancia Delta Integrale,IT,A8,7h 13m 27s,NA,NA,NA
2,6,"Auriol, Didier",Lancia Delta Integrale,FR,A,+6m 27s,NA,NA,NA
3,1,"Saby, Bruno",Lancia Delta Integrale,FR,A,+7m 41s,NA,NA,NA
4,7,"Mikkola, Hannu",Mazda 323 4WD,FI,A,+12m 14s,NA,NA,NA
5,2,"Kankkunen, Juha",Toyota Celica GT-4 (ST165),FI,A,+14m 49s,NA,NA,NA
6,10,"Snijers, Patrick",Toyota Celica GT-4 (ST165),BE,A,+18m 11s,NA,NA,NA
7,11,"Cerrato, Dario",Lancia Delta Integrale,IT,A,+30m 54s,NA,NA,NA
8,18,"Duez, Marc",BMW M3,BE,A,+34m 02s,NA,NA,NA
9,17,"de Martini, Paola",Audi 90 quattro,IT,A,+45m 06s,NA,NA,NA
10,19,"Oreille, Alain",Renault 5 GT Turbo,FR,N,+46m 06s,NA,NA,NA
11,23,"Spiliotis, Christophe",Audi Coupe,MC,A,+47m 47s,NA,NA,NA
12,22,"de Mevius, Gregoire",Mazda 323 4WD,BE,N,+47m 50s,NA,NA,NA
13,24,"Balas, Bertrand",Lancia Delta Integrale,FR,N,+48m 25s,NA,NA,NA
14,27,"Ferreux, Eric",Renault 5 GT Turbo,CH,N,+53m 44s,NA,NA,NA
15,140,"Duchene, Benoit",Renault 5 GT Turbo,FR,N,+59m 10s,NA,NA,NA
16,40,"Gardere, Paul",Lancia Delta Integrale,FR,N,+1h 00m 19s,NA,NA,NA
17,117,"Gerber, Michael",Lancia Delta Integrale,DE,N,+1h 01m 22s,NA,NA,NA
18,45,"Renoux, Gilbert",Peugeot 205 GTI,FR,N,+1h 03m 02s,NA,NA,NA
19,43,"Magaud, Patrick",Citroen AX,FR,A,+1h 06m 36s,NA,NA,NA
20,49,"Ayme, Jean-Paul",Ford Sierra Cosworth,FR,N,+1h 07m 13s,NA,NA,NA
21,60,"Keller, Erwin",Daihatsu Charade GTI,CH,N,+1h 08m 03s,NA,NA,NA
22,26,"Neyret, Pascale",Lancia Delta Integrale,FR,N,+1h 09m 46s,NA,NA,NA
23,33,"Fritzinger, Klaus",Toyota Celica GT-4 (ST165),DE,A,+1h 12m 56s,NA,NA,NA
24,136,"Cornu, Stephane",Peugeot 205 GTI,FR,N,+1h 13m 59s,NA,NA,NA
25,58,"Egal, Jean",Opel Kadett GSI,FR,N,+1h 15m 20s,NA,NA,NA
26,48,"Carron, Philippe",Daihatsu Charade GTI,CH,N,+1h 16m 39s,NA,NA,NA
27,41,"Orengo, Bernard",Lancia Delta Integrale,FR,N,+1h 16m 46s,NA,NA,NA
28,89,"Gunther, Klaus",Lancia Delta Integrale,DE,A,+1h 17m 11s,NA,NA,NA
29,153,"Berard, Michel",Renault 5 GT Turbo,FR,N,+1h 23m 51s,NA,NA,NA
30,20,"Turiani, Auguste",Lancia Delta Integrale,MC,N,+1h 24m 05s,NA,NA,NA
31,54,"Thuriot, Xavier",Peugeot 205 GTI,FR,A,+1h 26m 34s,NA,NA,NA
32,83,Ferrara,Lancia Delta Integrale,NA,A,+1h 26m 47s,NA,NA,NA
