position,entry_number,driver_name,car_model,nationality,homologation_group,elapsed_time,penalty_time,retirement_control,retirement_reason
1,8,"Tanak, Ott",Hyundai i20 N Rally1,EE,Rally1,"2h 25m 38,9s",NA,NA,NA
2,33,"Evans, Elfyn",Toyota GR Yaris Rally1,GB,Rally1,"+5,0s",0:10,NA,NA
3,4,"Lappi, Esapekka",Toyota GR Yaris Rally1,FI,Rally1,"+1m 41,6s",NA,NA,NA
4,2,"Solberg, Oliver",Hyundai i20 N Rally1,SE,Rally1,"+3m 28,5s",NA,NA,NA
5,18,"Katsuta, Takamoto",Toyota GR Yaris Rally1,JP,Rally1,"+6m 06,1s",NA,NA,NA
6,24,"Lefebvre, Stephane",Citroen C3,FR,Rally2,"+10m 00,7s",0:15,NA,NA
7,20,"Mikkelsen, Andreas",Skoda Fabia,NO,Rally2,"+10m 03,8s",NA,NA,NA
8,21,"Rossel, Yohan",Citroen C3,FR,Rally2,"+10m 54,8s",NA,NA,NA
9,31,"Ingram, Christopher",Skoda Fabia,GB,Rally2,"+11m 20,8s",NA,NA,NA
10,22,"Gryazin, Nikolay",Skoda Fabia,RU,Rally2,"+11m 26,8s",NA,NA,NA
11,25,"Munster, Gregoire",Hyundai i20,LU,Rally2,"+11m 28,9s",NA,NA,NA
12,26,"Verschueren, Vincent",Volkswagen Polo,BE,Rally2,"+12m 40,1s",NA,NA,NA
13,48,"Bux, Gino",Skoda Fabia,BE,Rally2,"+12m 54,8s",NA,NA,NA
14,49,"Potty, Maxime",Citroen C3,BE,Rally2,"+13m 00,3s",NA,NA,NA
15,50,"Bedoret, Sebastien",Skoda Fabia,BE,Rally2,"+13m 25,1s",NA,NA,NA
16,36,"Kremer, Armin",Skoda Fabia,DE,Rally2,"+15m 28,3s",NA,NA,NA
17,28,"Loix, Freddy",Skoda Fabia,BE,Rally2,"+15m 52,4s",NA,NA,NA
18,27,"Vanneste, Davy",Citroen C3,BE,Rally2,"+17m 19,1s",NA,NA,NA
19,44,"Greensmith, Fergus",Ford Puma Rally1,GB,Rally1,"+18m 40,4s",3:10,NA,NA
20,11,"Neuville, Thierry",Hyundai i20 N Rally1,BE,Rally1,"+19m 50,5s",NA,NA,NA
21,29,"Bulacia Wilkinson, Marco",Skoda Fabia,BO,Rally2,"+20m 08,1s",NA,NA,NA
