position,entry_number,driver_name,car_model,nationality,homologation_group,elapsed_time,penalty_time,retirement_control,retirement_reason
1,9,"Mikkelsen, Andreas",Volkswagen Polo R WRC,NO,RC1,"2h 37m 34,0s",NA,NA,NA
2,12,"Tanak, Ott",Ford Fiesta RS WRC,EE,RC1,"+26,2s",NA,NA,NA
3,4,"Paddon, Hayden",Hyundai New Generation i20 WRC,NZ,RC1,"+28,5s",NA,NA,NA
4,3,"Neuville, Thierry",Hyundai New Generation i20 WRC,BE,RC1,"+29,3s",NA,NA,NA
5,2,"Latvala, Jari-Matti",Volkswagen Polo R WRC,FI,RC1,"+33,8s",NA,NA,NA
6,1,"Ogier, Sebastien",Volkswagen Polo R WRC,FR,RC1,"+40,3s",NA,NA,NA
7,8,"Breen, Craig",Citroen DS3 WRC,IE,RC1,"+2m 01,4s",NA,NA,NA
8,5,"Ostberg, Mads",Ford Fiesta RS WRC,NO,RC1,"+3m 04,6s",NA,NA,NA
9,7,"Lefebvre, Stephane",Citroen DS3 WRC,FR,RC1,"+5m 12,0s",0:20,NA,NA
10,6,"Camilli, Eric",Ford Fiesta RS WRC,FR,RC1,"+5m 23,1s",0:20,NA,NA
11,36,"Suninen, Teemu",Skoda Fabia,FI,RC2,"+5m 53,3s",NA,NA,NA
12,37,"Bertelli, Lorenzo",Ford Fiesta RS WRC,IT,RC1,"+5m 57,0s",NA,NA,NA
13,31,"Evans, Elfyn",Ford Fiesta,GB,RC2,"+6m 42,9s",NA,NA,NA
14,41,"Lappi, Esapekka",Skoda Fabia,FI,RC2,"+8m 26,0s",NA,NA,NA
15,16,"Solberg, Henning",Ford Fiesta RS WRC,NO,RC1,"+9m 00,3s",NA,NA,NA
16,48,"Kajetanowicz, Kajetan",Ford Fiesta,PL,RC2,"+12m 26,1s",NA,NA,NA
17,51,"Koltun, Jaroslaw",Ford Fiesta,PL,RC2,"+16m 29,7s",1:00,NA,NA
18,54,"Loubet, Pierre-Louis",Citroen DS3,FR,RC2,"+16m 54,8s",NA,NA,NA
19,33,"Tidemand, Pontus",Skoda Fabia,SE,RC2,"+21m 13,6s",NA,NA,NA
20,32,"Fuchs Sierlecki, Nicolas",Skoda Fabia,PE,RC2,"+21m 53,1s",NA,NA,NA
21,46,"Turan, Frigyes",Ford Fiesta,HU,RC2,"+23m 22,8s",1:20,NA,NA
22,49,"Kruuda, Karl",Ford Fiesta,EE,RC2,"+24m 39,1s",NA,NA,NA
23,62,"Tempestini, Simone",Citroen DS3,IT,RC3,"+26m 36,9s",NA,NA,NA
24,64,"Folb, Thierry",Citroen DS3,FR,RC3,"+29m 59,2s",NA,NA,NA
25,56,"al-Suwaidi, Khalid",Ford Fiesta,QA,RC2,"+30m 17,0s",NA,NA,NA
26,44,"Bestard Poletti, Augusto Miguel",Ford Fiesta,PY,RC2,"+31m 23,7s",NA,NA,NA
27,18,"Gorban, Valeriy",Mini John Cooper Works,UA,RC1,"+31m 53,0s",0:50,NA,NA
28,57,"van den Heuvel, Jim",Mitsubishi Lancer Evo X,NL,RC2,"+32m 29,6s",NA,NA,NA
29,67,"Veiby, Ole Christian",Citroen DS3,NO,RC3,"+32m 39,1s",1:30,NA,NA
30,106,"Armstrong, Jon",Ford Fiesta,GB,RC4,"+32m 42,5s",NA,NA,NA
