year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,chassis,suffix,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,chassis_url,suffix_url
1965,21,Ferrari 250 LM #5893 - Ferrari V12/60° 2v SOHC 3285 cc N/A,1,P4.0,N.A.R.T. (USA),Closed bodywork,Mid-engined,Jochen Rindt (A)/Masten Gregory (USA)/Ed Hugus (USA),FERRARI,red,Goodyear,01/04/2021,"John Dawson-Edwards, Russ Smith, Charles M. Scales III and Dave Sitter",Ferrari,250 LM,#5893,NA,Result: winner - (194.880 kph) - margin: 5 lapsGrid: 11th (3:45.7000),winner - (194.880 kph) - margin: 5 lapsGrid: 11th (3:45.7000),finished,11,3:45.7000,194.880 kph,NA,https://www.racingsportscars.com/tn/photo/1965/TN_Le_Mans-1965-06-20-021.jpg,https://www.racingsportscars.com/photo/1965/Le_Mans-1965-06-20-021.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/250%20LM.html,https://www.racingsportscars.com/chassis/photo/5893%20%5b250LM%5d.html,NA
1965,26,Ferrari 250 LM #6313 - Ferrari V12/60° 2v SOHC 3285 cc N/A,2,P4.0,P. Dumay (B),Closed bodywork,Mid-engined,"Pierre Dumay (F)/Gustave Gosselin (B)listed, never drove: Guy Ligier (F)",Team Georges Monquel,yellow,NA,01/04/2021,"Larry Girouard, John Dawson-Edwards and Maranello-Literature.com",Ferrari,250 LM,#6313,NA,Result: 2nd (5 laps behind the winner)Grid: 17th (3:58.7000),2nd (5 laps behind the winner)Grid: 17th (3:58.7000),finished,17,3:58.7000,5 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1965/TN_Le_Mans-1965-06-20-026.jpg,https://www.racingsportscars.com/photo/1965/Le_Mans-1965-06-20-026.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/250%20LM.html,https://www.racingsportscars.com/chassis/photo/6313%20%5b250LM%5d.html,NA
1965,24,Ferrari 275 GTB #06885 - Ferrari V12/60° 2v SOHC 3286 cc N/A,3,GT4.0,Ecurie Francorchamps (B),Closed bodywork,Front-engined,"Willy Mairesse (B)/""Jean Beurlys"" (B)",Ecurie Francorchamps,yellow,NA,12/02/2013,Michel Guilloux and Dave Sitter,Ferrari,275 GTB,#06885,NA,Result: 3rd 1st in GT4.0 (8 laps behind the winner)Grid: 14th (3:55.0000),3rd 1st in GT4.0 (8 laps behind the winner)Grid: 14th (3:55.0000),finished,14,3:55.0000,8 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1965/TN_Le_Mans-1965-06-20-024.jpg,https://www.racingsportscars.com/photo/1965/Le_Mans-1965-06-20-024.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/275%20GTB.html,https://www.racingsportscars.com/chassis/photo/6885%20%5b275GTB%5d.html,NA
1965,32,Porsche 904/6 #906-001 - Porsche Typ 901; no:901-06 F6 2v SOHC 1991 cc N/A,4,P2.0,Porsche System Engineering (D),Closed bodywork,Mid-engined,"Herbert Linge (D)/Peter Nöcker (D)listed, never drove: Colin Davis (GB), Günther Klass (D)","unknown
Registration: S-UN 441",silver (+blue),NA,01/04/2021,John Dawson-Edwards,Porsche,904,#906-001,/6,Result: 4th 1st in P2.0 (12 laps behind the winner)Grid: 22nd (4:03.1000),4th 1st in P2.0 (12 laps behind the winner)Grid: 22nd (4:03.1000),finished,22,4:03.1000,12 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1965/TN_Le_Mans-1965-06-20-032.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/904.html,https://www.racingsportscars.com/chassis/photo/906-001.html,https://www.racingsportscars.com/suffix/photo/Porsche/904/__6.html
1965,36,Porsche 904 GTS #091 - Porsche Typ 587/3 F4 1968 cc N/A,5,GT2.0,Porsche System Engineering (D),Closed bodywork,Mid-engined,Gerhard Koch (D)/Anton Fischhaber (D),"unknown
Registration: S-UP 14",silver (+red/yellow),NA,01/04/2021,John Dawson-Edwards,Porsche,904,#091,GTS,Result: 5th 1st in GT2.0 (23 laps behind the winner)Grid: 34th (4:20.8000),5th 1st in GT2.0 (23 laps behind the winner)Grid: 34th (4:20.8000),finished,34,4:20.8000,23 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1965/TN_Le_Mans-1965-06-20-036.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/904.html,https://www.racingsportscars.com/chassis/photo/904-091.html,https://www.racingsportscars.com/suffix/photo/Porsche/904/GTS.html
1965,27,Ferrari 250 LM #6119 - Ferrari V12/60° 2v SOHC 3285 cc N/A,6,P4.0,Scuderia Filipinetti (CH),Closed bodywork,Mid-engined,"Dieter Spoerry (CH)/Armand Boller (CH)listed, never drove: Claude Sage (CH)",SCUDERIA FILIPINETTI,red (+white),Goodyear,14/09/2020,"Michel Guilloux, John Ellison, Dominique Gasnerie and Charles M. Scales III",Ferrari,250 LM,#6119,NA,Result: 6th (24 laps behind the winner)Grid: 25th (4:04.8000),6th (24 laps behind the winner)Grid: 25th (4:04.8000),finished,25,4:04.8000,24 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1965/TN_Le_Mans-1965-06-20-027.jpg,https://www.racingsportscars.com/photo/1965/Le_Mans-1965-06-20-027.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/250%20LM.html,https://www.racingsportscars.com/chassis/photo/6119%20%5b250LM%5d.html,NA
1965,18,Ferrari 365 P2 #0838 - Ferrari V12/60° 2v SOHC 4390 cc N/A,7,P5.0,N.A.R.T. (USA),Open bodywork,Mid-engined,Pedro Rodriguez (MEX)/Nino Vaccarella (I),FERRARI,red (+blue/white),NA,01/04/2021,"Charles M. Scales III, John Dawson-Edwards and Larry Girouard",Ferrari,365 P2,#0838,NA,Result: 7th 1st in P5.0 (28 laps behind the winner)Grid: 6th (3:41.0000),7th 1st in P5.0 (28 laps behind the winner)Grid: 6th (3:41.0000),finished,6,3:41.0000,28 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1965/TN_Le_Mans-1965-06-20-018.jpg,https://www.racingsportscars.com/photo/1965/Le_Mans-1965-06-20-018.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/365%20P2.html,https://www.racingsportscars.com/chassis/photo/0838%20%5b365P2%5d.html,NA
1965,11,Shelby Cobra Daytona Coupe #CSX 2299 - Ford V8/90° 2v OHV 4727 cc N/A,8,GT5.0,A. C. Cars Ltd. (GB),Closed bodywork,Front-engined,"Jack Sears (GB)/Dick Thompson (USA)listed, never drove: Jerry Grant (USA)",NA,dark blue (+white),Goodyear,01/04/2021,John Dawson-Edwards and Larry Girouard,Shelby,Cobra Daytona Coupe,#CSX 2299,NA,Result: 8th 1st in GT5.0 (44 laps behind the winner)Grid: 20th (4:02.1000),8th 1st in GT5.0 (44 laps behind the winner)Grid: 20th (4:02.1000),finished,20,4:02.1000,44 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1965/TN_Le_Mans-1965-06-20-011.jpg,https://www.racingsportscars.com/photo/1965/Le_Mans-1965-06-20-011.jpg,https://www.racingsportscars.com/make/photo/Shelby.html,https://www.racingsportscars.com/type/photo/Shelby/Cobra%20Daytona%20Coupe.html,https://www.racingsportscars.com/chassis/photo/CSX%202299.html,NA
1965,3,Iso Grifo A3C #BO222 (Bizzarini) - Chevrolet V8/90° 2v OHV 5354 cc N/A,9,P+5.0,Iso Grifo Prototipi,Closed bodywork,Front-engined,Jean de Mortemart (F)/Régis Fraissinet (F),"unknown
Registration: Prova LI 89",red,NA,01/04/2021,"Russ Smith, John Dawson-Edwards and Dave Sitter",Iso,Grifo A3C,#BO222,NA,Result: 9th 1st in P+5.0 (45 laps behind the winner)Grid: 24th (4:04.0000),9th 1st in P+5.0 (45 laps behind the winner)Grid: 24th (4:04.0000),finished,24,4:04.0000,45 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1965/TN_Le_Mans-1965-06-20-003.jpg,https://www.racingsportscars.com/photo/1965/Le_Mans-1965-06-20-003.jpg,https://www.racingsportscars.com/make/photo/Iso.html,https://www.racingsportscars.com/type/photo/Iso/Grifo%20A3C.html,https://www.racingsportscars.com/chassis/photo/BO222.html,NA
1965,31,Rover BRM Turbine # (BRM) - Rover 1992 cc turbine,10,P2.0,Owen Racing Organization (GB),Closed bodywork,Mid-engined,Graham Hill (GB)/Jackie Stewart (GB),ROVER-B.R.M.,dark green,NA,01/04/2021,John Dawson-Edwards and Russ Smith,Rover,BRM Turbine,#,NA,Result: 10th (64 laps behind the winner)Grid: 40th (4:26.9000),10th (64 laps behind the winner)Grid: 40th (4:26.9000),finished,40,4:26.9000,64 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1965/TN_Le_Mans-1965-06-20-031.jpg,https://www.racingsportscars.com/photo/1965/Le_Mans-1965-06-20-031.jpg,https://www.racingsportscars.com/make/photo/Rover.html,https://www.racingsportscars.com/type/photo/Rover/BRM%20Turbine.html,https://www.racingsportscars.com/chassis/photo/P57-571.html,NA
