year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,chassis,suffix,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,chassis_url,suffix_url
2007,1,Audi R10 TDI #202 - Audi TDI V12/90° 4v DOHC 5499 cc 2xGarrett Diesel,1,LMP1,Audi Sport North America (D),Open bodywork,Mid-engined,Frank Biela (D)Emanuele Pirro (I)/Marco Werner (D),NA,NA,Michelin,13/08/2007,Julian Roberts,Audi,R10 TDI,#202,NA,Result: winner - (209.152 kph) - margin: 10 lapsGrid: 4th (3:28.3010),winner - (209.152 kph) - margin: 10 lapsGrid: 4th (3:28.3010),finished,4,3:28.3010,209.152 kph,NA,https://www.racingsportscars.com/tn/photo/2007/TN_Le_Mans-2007-06-17-001.jpg,https://www.racingsportscars.com/photo/2007/Le_Mans-2007-06-17-001.jpg,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/R10%20TDI.html,https://www.racingsportscars.com/chassis/photo/R10%20T%20202.html,NA
2007,8,Peugeot 908 HDi FAP #03 - Peugeot HDi FAP V12/100° 4v DOHC 5496 cc 2xGarrett TD,2,LMP1,Team Peugeot Total (F),Closed bodywork,Mid-engined,Pedro Lamy (P)/Stéphane Sarrazin (F)/Sébastien Bourdais (F),NA,NA,Michelin,18/09/2020,Julian Roberts,Peugeot,908,#03,HDi FAP,Result: 2nd (10 laps behind the winner)Grid: 1st (3:26.3440),2nd (10 laps behind the winner)Grid: 1st (3:26.3440),finished,1,3:26.3440,10 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2007/TN_Le_Mans-2007-06-17-008.jpg,https://www.racingsportscars.com/photo/2007/Le_Mans-2007-06-17-008.jpg,https://www.racingsportscars.com/make/photo/Peugeot.html,https://www.racingsportscars.com/type/photo/Peugeot/908.html,https://www.racingsportscars.com/chassis/photo/2007%20N%c2%b0%20908-03.html,https://www.racingsportscars.com/suffix/photo/Peugeot/908/HDi%20FAP.html
2007,16,Pescarolo 01 #005 - Judd GV5.5 V10/72° 4v 5496 cc N/A,3,LMP1,Pescarolo Sport (F),Open bodywork,Mid-engined,/Jean-Christophe Boullion (F)/Emmanuel Collard (F)/Romain Dumas (F),NA,NA,Michelin,18/09/2020,Julian Roberts,Pescarolo,01,#005,NA,Result: 3rd (11 laps behind the winner)Grid: 6th (3:33.5900),3rd (11 laps behind the winner)Grid: 6th (3:33.5900),finished,6,3:33.5900,11 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2007/TN_Le_Mans-2007-06-17-016.jpg,https://www.racingsportscars.com/photo/2007/Le_Mans-2007-06-17-016.jpg,https://www.racingsportscars.com/make/photo/Pescarolo.html,https://www.racingsportscars.com/type/photo/Pescarolo/01.html,https://www.racingsportscars.com/chassis/photo/01-05.html,NA
2007,18,Pescarolo 01 #004 - Judd GV5.5 V10/72° 4v 5496 cc N/A,4,LMP1,Rollcentre Racing (GB),Open bodywork,Mid-engined,/Stuart Hall (GB)/João Barbosa (P)/Martin Short (GB),NA,NA,Dunlop,18/09/2020,Julian Roberts,Pescarolo,01,#004,NA,Result: 4th (22 laps behind the winner)Grid: 8th (3:35.5590),4th (22 laps behind the winner)Grid: 8th (3:35.5590),finished,8,3:35.5590,22 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2007/TN_Le_Mans-2007-06-17-018.jpg,https://www.racingsportscars.com/photo/2007/Le_Mans-2007-06-17-018.jpg,https://www.racingsportscars.com/make/photo/Pescarolo.html,https://www.racingsportscars.com/type/photo/Pescarolo/01.html,https://www.racingsportscars.com/chassis/photo/01-04.html,NA
2007,9,Aston Martin DBR9 #10 (Prodrive) - Aston Martin DBR9 V12/60° 4v 4xOHC 5993 cc N/A,5,GT1,Aston Martin Racing (GB),Closed bodywork,Front-engined,/Darren Turner (GB)/David Brabham (AUS)/Rickard Rydell (S),NA,NA,Michelin,18/09/2020,Julian Roberts,Aston Martin,DBR9,#10,NA,Result: 5th 1st in GT1 (26 laps behind the winner)Grid: 27th (3:52.4710),5th 1st in GT1 (26 laps behind the winner)Grid: 27th (3:52.4710),finished,27,3:52.4710,26 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2007/TN_Le_Mans-2007-06-17-00009.jpg,https://www.racingsportscars.com/photo/2007/Le_Mans-2007-06-17-00009.jpg,https://www.racingsportscars.com/make/photo/Aston%20Martin.html,https://www.racingsportscars.com/type/photo/Aston%20Martin/DBR9.html,https://www.racingsportscars.com/chassis/photo/DBR9__10.html,NA
2007,63,Chevrolet Corvette C6 .R Z06 #005 (Pratt & Miller) - Chevrolet LS7.R V8/90° 2v OHV 6993 cc N/A,6,GT1,Corvette Racing (USA),Closed bodywork,Front-engined,Jan Magnussen (DK)/Johnny O'Connell (USA)/Ron Fellows (CDN),NA,NA,Michelin,18/09/2020,Julian Roberts,Chevrolet,Corvette C6,#005,.R Z06,Result: 6th (27 laps behind the winner)Grid: 29th (3:52.6570),6th (27 laps behind the winner)Grid: 29th (3:52.6570),finished,29,3:52.6570,27 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2007/TN_Le_Mans-2007-06-17-063.jpg,https://www.racingsportscars.com/photo/2007/Le_Mans-2007-06-17-063.jpg,https://www.racingsportscars.com/make/photo/Chevrolet.html,https://www.racingsportscars.com/type/photo/Chevrolet/Corvette%20C6.html,https://www.racingsportscars.com/chassis/photo/C6R-005.html,https://www.racingsportscars.com/suffix/photo/Chevrolet/Corvette%20C6/.R%20Z06.html
2007,8,Aston Martin DBR9 #3 (Prodrive) - Aston Martin DBR9 V12/60° 4v 4xOHC 5993 cc N/A,7,GT1,AMR Larbre Competition (F),Closed bodywork,Front-engined,Christophe Bouchut (F)/Casper Elgaard (DK)/Fabrizio Gollin (I),INTERCONTINENTAL,green (+white/black/blue),Michelin,18/09/2020,Julian Roberts,Aston Martin,DBR9,#3,NA,Result: 7th (28 laps behind the winner)Grid: 23rd (3:50.7610),7th (28 laps behind the winner)Grid: 23rd (3:50.7610),finished,23,3:50.7610,28 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2007/TN_Le_Mans-2007-06-17-00008.jpg,https://www.racingsportscars.com/photo/2007/Le_Mans-2007-06-17-00008.jpg,https://www.racingsportscars.com/make/photo/Aston%20Martin.html,https://www.racingsportscars.com/type/photo/Aston%20Martin/DBR9.html,https://www.racingsportscars.com/chassis/photo/DBR9__3.html,NA
2007,15,Lola B07/17 #HU03 - Judd GV5.5 V10/72° 4v 5496 cc N/A,8,LMP1,Charouz Racing System (CZ),Open bodywork,Mid-engined,Alex Yoong (MAL)/Jan Charouz (CZ)/Stefan Mücke (D),NA,NA,Michelin,18/09/2020,Julian Roberts,Lola,B07/,#HU03,17,Result: 8th (31 laps behind the winner)Grid: 11th (3:37.7370),8th (31 laps behind the winner)Grid: 11th (3:37.7370),finished,11,3:37.7370,31 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2007/TN_Le_Mans-2007-06-17-015.jpg,https://www.racingsportscars.com/photo/2007/Le_Mans-2007-06-17-015.jpg,https://www.racingsportscars.com/make/photo/Lola.html,https://www.racingsportscars.com/type/photo/Lola/B07__10.html,https://www.racingsportscars.com/chassis/photo/B0610-HU03.html,https://www.racingsportscars.com/suffix/photo/Lola/B07__10/-17.html
2007,7,Aston Martin DBR9 #7 (Prodrive) - Aston Martin DBR9 V12/60° 4v 4xOHC 5993 cc N/A,9,GT1,Aston Martin Racing (GB),Closed bodywork,Front-engined,Peter Kox (NL)/Tomáš Enge (CZ)/Johnny Herbert (GB),INTERCONTINENTAL,green (+white/red/black),Michelin,18/09/2020,Julian Roberts,Aston Martin,DBR9,#7,NA,Result: 9th (32 laps behind the winner)Grid: 34th (3:55.7140),9th (32 laps behind the winner)Grid: 34th (3:55.7140),finished,34,3:55.7140,32 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2007/TN_Le_Mans-2007-06-17-00007.jpg,https://www.racingsportscars.com/photo/2007/Le_Mans-2007-06-17-00007.jpg,https://www.racingsportscars.com/make/photo/Aston%20Martin.html,https://www.racingsportscars.com/type/photo/Aston%20Martin/DBR9.html,https://www.racingsportscars.com/chassis/photo/DBR9__7.html,NA
2007,54,Saleen S7-R #067R (1S9SB18156S000067) - Ford V8/90° 2v OHV 6998 cc N/A,10,GT1,Team Oreca (F),Closed bodywork,Mid-engined,Laurent Groppi (F)/Nicolas Prost (F)/Jean-Philippe Belloc (F),NA,NA,Michelin,18/09/2020,Julian Roberts,Saleen,S7-R,#067R (1S9SB18156S000067),NA,Result: 10th (32 laps behind the winner)Grid: 31st (3:54.7180),10th (32 laps behind the winner)Grid: 31st (3:54.7180),finished,31,3:54.7180,32 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2007/TN_Le_Mans-2007-06-17-054.jpg,https://www.racingsportscars.com/photo/2007/Le_Mans-2007-06-17-054.jpg,https://www.racingsportscars.com/make/photo/Saleen.html,https://www.racingsportscars.com/type/photo/Saleen/S7-R.html,https://www.racingsportscars.com/chassis/photo/S7-06-067R.html,NA
