year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,chassis,suffix,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,chassis_url,suffix_url
1972,15,Matra MS670 #01 - Matra MS72 V12/60° OHC 2993 cc N/A,1,S3.0,Equipe Matra-Simca Shell (F),Open bodywork,Mid-engined,"Henri Pescarolo (F)/Graham Hill (GB)listed, never drove: Bernard Fiorentino (DZ)",Shell/MATRA 670,blue (+green/white),Goodyear,10/02/2013,Rallye Racing and Autosports Marketing,Matra,MS670,#01,NA,Result: winner - (195.472 kph) - margin: 10 lapsGrid: 2nd (3:44.9000),winner - (195.472 kph) - margin: 10 lapsGrid: 2nd (3:44.9000),finished,2,3:44.9000,195.472 kph,NA,https://www.racingsportscars.com/tn/photo/1972/TN_Le_Mans-1972-06-11-015.jpg,https://www.racingsportscars.com/photo/1972/Le_Mans-1972-06-11-015.jpg,https://www.racingsportscars.com/make/photo/Matra.html,https://www.racingsportscars.com/type/photo/Matra/MS670.html,https://www.racingsportscars.com/chassis/photo/MS670-01.html,NA
1972,14,Matra MS670 #02 - Matra MS72 V12/60° OHC 2993 cc N/A,2,S3.0,Equipe Matra-Simca Shell (F),Open bodywork,Mid-engined,"François Cevert (F)/Howden Ganley (NZ)listed, never drove: Bernard Fiorentino (DZ)",Shell/MATRA 670,blue (+yellow/white),Goodyear,24/05/2017,Autosports Marketing and Michel Guilloux,Matra,MS670,#02,NA,Result: 2nd (10 laps behind the winner)Grid: 1st (3:42.2000),2nd (10 laps behind the winner)Grid: 1st (3:42.2000),finished,1,3:42.2000,10 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1972/TN_Le_Mans-1972-06-11-014.jpg,https://www.racingsportscars.com/photo/1972/Le_Mans-1972-06-11-014.jpg,https://www.racingsportscars.com/make/photo/Matra.html,https://www.racingsportscars.com/type/photo/Matra/MS670.html,https://www.racingsportscars.com/chassis/photo/MS670-02.html,NA
1972,60,Porsche 908 LH #013 - Porsche Typ 908 F8 2v DOHC 2997 cc N/A,3,S3.0,Siffert ATE Racing,Closed bodywork,Mid-engined,Reinhold Jöst (D)/Michel Weber (D)/Mario Casoni (I),GESIPA/Shell/ATE/BOSCH,white/yellow (+red),Dunlop,10/02/2013,Rallye Racing,Porsche,908,#013,LH,Result: 3rd (19 laps behind the winner)Grid: 10th (4:03.3000),3rd (19 laps behind the winner)Grid: 10th (4:03.3000),finished,10,4:03.3000,19 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1972/TN_Le_Mans-1972-06-11-060.jpg,https://www.racingsportscars.com/photo/1972/Le_Mans-1972-06-11-060.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/908.html,https://www.racingsportscars.com/chassis/photo/908-013.html,https://www.racingsportscars.com/suffix/photo/Porsche/908/LH.html
1972,18,Alfa Romeo T33/TT/3 - Alfa Romeo 300 V8 4v DOHC 2992 cc N/A,4,S3.0,Autodelta S.P.A. (I),Open bodywork,Mid-engined,"Andrea de Adamich (I)/Nino Vaccarella (I)preliminary session only: Helmut Marko (A), Teodoro Zeccoli (I); listed, never drove: Toine Hezemans (NL)",Shell/Alitalia,red (+white),Goodyear,26/10/2012,Autosports Marketing,Alfa Romeo,T33/TT/3,NA,NA,Result: 4th (37 laps behind the winner)Grid: 7th (3:52.6000),4th (37 laps behind the winner)Grid: 7th (3:52.6000),finished,7,3:52.6000,37 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1972/TN_Le_Mans-1972-06-11-018.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Alfa%20Romeo.html,https://www.racingsportscars.com/type/photo/Alfa%20Romeo/T33__TT__3.html,NA,NA
1972,39,Ferrari 365 GTB/4 #15667 - Ferrari V12 4390 cc N/A,5,GT,Charles Pozzi,Closed bodywork,Front-engined,Claude Ballot-Léna (F)/Jean-Claude Andruet (F)DNS: François Migault (F),CH.POZZI/Shell,blue/white/red,Michelin,24/05/2017,Michel Guilloux and Rallye Racing,Ferrari,365 GTB/4,#15667,NA,Result: 5th 1st in GT (38 laps behind the winner)Grid: 28th (4:25.4000),5th 1st in GT (38 laps behind the winner)Grid: 28th (4:25.4000),finished,28,4:25.4000,38 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1972/TN_Le_Mans-1972-06-11-039.jpg,https://www.racingsportscars.com/photo/1972/Le_Mans-1972-06-11-039.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/365%20GTB__4.html,https://www.racingsportscars.com/chassis/photo/15667%20%5b365%20GTB__4%5d.html,NA
1972,74,Ferrari 365 GTB/4 #15685 - Ferrari V12 4390 cc N/A,6,GT,North American Racing Team (USA),Closed bodywork,Front-engined,Sam Posey (USA)/Tony Adamowicz (USA),BP/CIBIÉ,red (+white/blue),Goodyear,24/05/2017,Michel Guilloux and Autosports Marketing,Ferrari,365 GTB/4,#15685,NA,Result: 6th (40 laps behind the winner)Grid: 22nd (4:23.1000),6th (40 laps behind the winner)Grid: 22nd (4:23.1000),finished,22,4:23.1000,40 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1972/TN_Le_Mans-1972-06-11-074.jpg,https://www.racingsportscars.com/photo/1972/Le_Mans-1972-06-11-074.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/365%20GTB__4.html,https://www.racingsportscars.com/chassis/photo/15685%20%5b365%20GTB__4%5d.html,NA
1972,34,Ferrari 365 GTB/4 #15225 - Ferrari V12 4390 cc N/A,7,GT,Scuderia Filipinetti (CH),Closed bodywork,Front-engined,Mike Parkes (GB)/Jean-Louis Lafosse (F)/Jacques Cochet (CH),SCUDERIA FILIPINETTI/ANTAR,red (+white),NA,24/05/2017,Michel Guilloux,Ferrari,365 GTB/4,#15225,NA,Result: 7th (42 laps behind the winner)Grid: 33rd (4:26.1000),7th (42 laps behind the winner)Grid: 33rd (4:26.1000),finished,33,4:26.1000,42 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1972/TN_Le_Mans-1972-06-11-034.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/365%20GTB__4.html,https://www.racingsportscars.com/chassis/photo/15225%20%5b365%20GTB__4%5d.html,NA
1972,36,Ferrari 365 GTB/4 #15373 - Ferrari V12 4390 cc N/A,8,GT,Ecurie Francorchamps (B),Closed bodywork,Front-engined,Derek Bell (GB)/Teddy Pilette (B)/Richard Bond (GB),LOUIS FERAUD,yellow,Michelin,24/05/2017,Michel Guilloux,Ferrari,365 GTB/4,#15373,NA,Result: 8th (42 laps behind the winner)Grid: 26th (4:25.1000),8th (42 laps behind the winner)Grid: 26th (4:25.1000),finished,26,4:25.1000,42 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1972/TN_Le_Mans-1972-06-11-036.jpg,https://www.racingsportscars.com/photo/1972/Le_Mans-1972-06-11-036.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/365%20GTB__4.html,https://www.racingsportscars.com/chassis/photo/15373%20%5b365%20GTB__4%5d.html,NA
1972,38,Ferrari 365 GTB/4 #13855 - Ferrari V12 4390 cc N/A,9,GT,North American Racing Team (USA),Closed bodywork,Front-engined,"Claude Buchet (F)Jean-Pierre Jarier (F)DNS: Pierre Laffeach (F); listed, never drove: Bob Grossman (USA)",CIBIÉ,dark viloet (+white/blue/yellow),Goodyear,24/05/2017,Michel Guilloux,Ferrari,365 GTB/4,#13855,NA,Result: 9th (47 laps behind the winner)Grid: 25th (4:24.7000),9th (47 laps behind the winner)Grid: 25th (4:24.7000),finished,25,4:24.7000,47 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1972/TN_Le_Mans-1972-06-11-038.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/365%20GTB__4.html,https://www.racingsportscars.com/chassis/photo/13855%20%5b365%20GTB__4%5d.html,NA
1972,54,Ford Capri RS 2600 # - Ford V6 2940 cc N/A,10,T,Ford Deutschland (D),Closed bodywork,Front-engined,Gerry Birrell (GB)/Claude Bourgoignie (B),Shell,white/blue (+green),Dunlop,24/05/2017,Michel Guilloux,Ford,Capri,#,RS 2600,Result: 10th 1st in T (52 laps behind the winner)Grid: 35th (4:28.9000),10th 1st in T (52 laps behind the winner)Grid: 35th (4:28.9000),finished,35,4:28.9000,52 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1972/TN_Le_Mans-1972-06-11-054.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Capri.html,https://www.racingsportscars.com/chassis/photo/Capri-Ford-03%23.html,https://www.racingsportscars.com/suffix/photo/Ford/Capri/RS%202600.html
