year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,chassis,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url,chassis_url
1985,7,Porsche 956 B #117 - Porsche Type 935/79 F6 4v DOHC 2649 cc 2xKKK K26,1,C1,New-Man-Joest Racing (D),Closed bodywork,Mid-engined,"/Paolo Barilla (I)/Klaus Ludwig (D)/""John Winter"" (D)",newman,yellow/black (+white),Dunlop,25/04/2006,Paul Kooyman,Porsche,956,B,#117,Result: winner - (212.021 kph) - margin: 3 lapsGrid: 4th (3:20.0300),winner - (212.021 kph) - margin: 3 lapsGrid: 4th (3:20.0300),finished,4,3:20.0300,212.021 kph,NA,https://www.racingsportscars.com/tn/photo/1985/TN_Le_Mans-1985-06-16-007.jpg,https://www.racingsportscars.com/photo/1985/Le_Mans-1985-06-16-007.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/956.html,https://www.racingsportscars.com/suffix/photo/Porsche/956/B.html,https://www.racingsportscars.com/chassis/photo/956-117.html
1985,14,Porsche 956 GTi #106B (RLR) - Porsche Type 935/79 F6 4v DOHC 2649 cc 2xKKK K26,2,C1,R. Lloyd Racing (GB),Closed bodywork,Mid-engined,"Jonathan Palmer (GB)/James Weaver (GB)/Richard Lloyd (GB)listed, never drove: Jan Lammers (NL)",Canon,white/red,Goodyear,25/04/2006,Paul Kooyman,Porsche,956,GTi,#106B,Result: 2nd (3 laps behind the winner)Grid: 9th (3:25.5800),2nd (3 laps behind the winner)Grid: 9th (3:25.5800),finished,9,3:25.5800,3 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1985/TN_Le_Mans-1985-06-16-014.jpg,https://www.racingsportscars.com/photo/1985/Le_Mans-1985-06-16-014.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/956.html,https://www.racingsportscars.com/suffix/photo/Porsche/956/GTi.html,https://www.racingsportscars.com/chassis/photo/956GTi-106B.html
1985,2,Porsche 962 C #003 - Porsche Typ 935/76 F6 4v DOHC 2649 cc 2xKKK K26,3,C1,Rothmans-Porsche (D),Closed bodywork,Mid-engined,"Hans-Joachim Stuck (D)Derek Bell (GB)listed, never drove: Jacky Ickx (B)",Rothmans,white/blue (+red),Dunlop,16/08/2004,Rupert Lowes,Porsche,962,C,#003,Result: 3rd (7 laps behind the winner)Grid: 1st (3:14.8000),3rd (7 laps behind the winner)Grid: 1st (3:14.8000),finished,1,3:14.8000,7 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1985/TN_Le_Mans-1985-06-16-002.jpg,https://www.racingsportscars.com/photo/1985/Le_Mans-1985-06-16-002.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/962.html,https://www.racingsportscars.com/suffix/photo/Porsche/962/C.html,https://www.racingsportscars.com/chassis/photo/962-003.html
1985,33,Porsche 956 B #114 - Porsche Type 935/79 F6 4v DOHC 2649 cc 2xKKK K26,4,C1,Fitzpatrick Porsche Team (GB),Closed bodywork,Mid-engined,David Hobbs (GB)/Jo Gartner (A)/Guy Edwards (GB),American 100's,white/red (+gold),Yokohama,07/12/2005,Serge Cailler,Porsche,956,B,#114,Result: 4th (8 laps behind the winner)Grid: 12th (3:32.8400),4th (8 laps behind the winner)Grid: 12th (3:32.8400),finished,12,3:32.8400,8 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1985/TN_Le_Mans-1985-06-16-033.jpg,https://www.racingsportscars.com/photo/1985/Le_Mans-1985-06-16-033.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/956.html,https://www.racingsportscars.com/suffix/photo/Porsche/956/B.html,https://www.racingsportscars.com/chassis/photo/956-114.html
1985,10,Porsche 956 B #115 - Porsche Type 935/79 F6 4v DOHC 2649 cc 2xKKK K26,5,C1,Kremer Porsche Racing (D),Closed bodywork,Mid-engined,"Sarel van der Merwe (ZA)/George Fouché (ZA)/Mario Hytten (CH)listed, never drove: Marc Surer (CH)",BARCLAY/Pretoria Brick,white (+gold),Goodyear,25/04/2006,Paul Kooyman,Porsche,956,B,#115,Result: 5th (13 laps behind the winner)Grid: 7th (3:24.1300),5th (13 laps behind the winner)Grid: 7th (3:24.1300),finished,7,3:24.1300,13 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1985/TN_Le_Mans-1985-06-16-010.jpg,https://www.racingsportscars.com/photo/1985/Le_Mans-1985-06-16-010.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/956.html,https://www.racingsportscars.com/suffix/photo/Porsche/956/B.html,https://www.racingsportscars.com/chassis/photo/956-115.html
1985,4,Lancia LC2/85 #0002 (Dallara) - Ferrari 308C V8/90° 4v DOHC 3014 cc 2xKKK,6,C1,Martini-Lancia (I),Closed bodywork,Mid-engined,Bob Wollek (F)/Alessandro Nannini (I)/Lucio Cesario (AUS),MARTINI,white (+blue/red),Michelin,07/12/2005,Serge Cailler,Lancia,LC2,/85,#0002,Result: 6th (14 laps behind the winner)Grid: 3rd (3:15.9500),6th (14 laps behind the winner)Grid: 3rd (3:15.9500),finished,3,3:15.9500,14 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1985/TN_Le_Mans-1985-06-16-004.jpg,https://www.racingsportscars.com/photo/1985/Le_Mans-1985-06-16-004.jpg,https://www.racingsportscars.com/make/photo/Lancia.html,https://www.racingsportscars.com/type/photo/Lancia/LC2.html,https://www.racingsportscars.com/suffix/photo/Lancia/LC2/__85.html,https://www.racingsportscars.com/chassis/photo/LC2-0002.html
1985,5,Lancia LC2/85 #0005 (Dallara) - Ferrari 308C V8/90° 4v DOHC 3014 cc 2xKKK,7,C1,Martini-Lancia (I),Closed bodywork,Mid-engined,"Henri Pescarolo (F)/Mauro Baldi (I)listed, never drove: Lucio Cesario (AUS)",MARTINI,white (+blue/red),Michelin,02/01/2005,Philippe Hubert,Lancia,LC2,/85,#0005,Result: 7th (16 laps behind the winner)Grid: 6th (3:23.4600),7th (16 laps behind the winner)Grid: 6th (3:23.4600),finished,6,3:23.4600,16 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1985/TN_Le_Mans-1985-06-16-005.jpg,https://www.racingsportscars.com/photo/1985/Le_Mans-1985-06-16-005.jpg,https://www.racingsportscars.com/make/photo/Lancia.html,https://www.racingsportscars.com/type/photo/Lancia/LC2.html,https://www.racingsportscars.com/suffix/photo/Lancia/LC2/__85.html,https://www.racingsportscars.com/chassis/photo/LC2-0005.html
1985,26,Porsche 956 #109 - Porsche Type 935/79 F6 4v DOHC 2649 cc 2xKKK K26,8,C1,Obermaier Racing Team (D),Closed bodywork,Mid-engined,/Hervé Regout (B)/Jésus Pareja (E)/Jürgen Lässig (D),DUCADOS/iHOLA!/terrarent/EURO HiFi VIDEO/solupia/ERG,white/blue,Goodyear,25/04/2006,Paul Kooyman,Porsche,956,NA,#109,Result: 8th (17 laps behind the winner)Grid: 14th (3:33.3000),8th (17 laps behind the winner)Grid: 14th (3:33.3000),finished,14,3:33.3000,17 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1985/TN_Le_Mans-1985-06-16-026.jpg,https://www.racingsportscars.com/photo/1985/Le_Mans-1985-06-16-026.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/956.html,NA,https://www.racingsportscars.com/chassis/photo/956-109.html
1985,11,Porsche 962 C #110 - Porsche Typ 935/76 F6 4v DOHC 2649 cc 2xKKK K26,9,C1,Kremer Porsche Racing (D),Closed bodywork,Mid-engined,"Jean-Pierre Jarier (F)/Mike Thackwell (NZ)/Franz Konrad (A)listed, never drove: Tony Garcia (USA), Marc Surer (CH)",KENWOOD,blue,Goodyear,07/12/2005,Serge Cailler,Porsche,962,C,#110,Result: 9th (18 laps behind the winner)Grid: 15th (3:33.4100),9th (18 laps behind the winner)Grid: 15th (3:33.4100),finished,15,3:33.4100,18 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1985/TN_Le_Mans-1985-06-16-011.jpg,https://www.racingsportscars.com/photo/1985/Le_Mans-1985-06-16-011.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/962.html,https://www.racingsportscars.com/suffix/photo/Porsche/962/C.html,https://www.racingsportscars.com/chassis/photo/962-110.html
1985,1,Porsche 962 C #002 - Porsche Typ 935/76 F6 4v DOHC 2649 cc 2xKKK K26,10,C1,Rothmans-Porsche (D),Closed bodywork,Mid-engined,"Jacky Ickx (B)/Jochen Mass (D)listed, never drove: Derek Bell (GB)",Rothmans,white/blue (+red),Dunlop,25/04/2006,Paul Kooyman,Porsche,962,C,#002,Result: 10th (26 laps behind the winner)Grid: 2nd (3:15.2800),10th (26 laps behind the winner)Grid: 2nd (3:15.2800),finished,2,3:15.2800,26 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1985/TN_Le_Mans-1985-06-16-001.jpg,https://www.racingsportscars.com/photo/1985/Le_Mans-1985-06-16-001.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/962.html,https://www.racingsportscars.com/suffix/photo/Porsche/962/C.html,https://www.racingsportscars.com/chassis/photo/962-002.html
