year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,chassis,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url,chassis_url
1981,11,Porsche 936/81 #003 - Porsche 935/82 F6 2650 cc Twin-Turbo,1,S+2.0,Porsche System (D),Open bodywork,Mid-engined,"Jacky Ickx (B)/Derek Bell (GB)listed, never drove: Manfred Schurti (FL), Jürgen Barth (D)",Jules,white (+red/yellow),Dunlop,17/09/2020,Paul Kooyman and Dominique Gasnerie,Porsche,936,/81,#003,Result: winner - (201.056 kph) - margin: 14 lapsGrid: 1st (3:29.4400),winner - (201.056 kph) - margin: 14 lapsGrid: 1st (3:29.4400),finished,1,3:29.4400,201.056 kph,NA,https://www.racingsportscars.com/tn/photo/1981/TN_Le_Mans-1981-06-14-011.jpg,https://www.racingsportscars.com/photo/1981/Le_Mans-1981-06-14-011.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/936.html,https://www.racingsportscars.com/suffix/photo/Porsche/936/__81.html,https://www.racingsportscars.com/chassis/photo/936-003.html
1981,8,Rondeau M379 C #002 - Ford Cosworth DFV/Mader V8/90° 4v DOHC 2993 cc N/A,2,GTP3.0,Jean Rondeau (F),Closed bodywork,Mid-engined,"Jacky Haran (F)Jean-Louis Schlesser (F)/Philippe Streiff (F)listed, never drove: Carlos Penacoda (E)",L'AUTOMOBILE,red,Goodyear,27/04/2010,Paul Kooyman and R. J. Colmar,Rondeau,M379,C,#002,Result: 2nd 1st in GTP3.0 (14 laps behind the winner)Grid: 28th (3:50.6100),2nd 1st in GTP3.0 (14 laps behind the winner)Grid: 28th (3:50.6100),finished,28,3:50.6100,14 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1981/TN_Le_Mans-1981-06-14-008.jpg,https://www.racingsportscars.com/photo/1981/Le_Mans-1981-06-14-008.jpg,https://www.racingsportscars.com/make/photo/Rondeau.html,https://www.racingsportscars.com/type/photo/Rondeau/M379.html,https://www.racingsportscars.com/suffix/photo/Rondeau/M379/C.html,https://www.racingsportscars.com/chassis/photo/M379-002.html
1981,7,Rondeau M379 C #003 - Ford Cosworth DFV/Mader V8/90° 4v DOHC 2993 cc N/A,3,GTP3.0,Jean Rondeau (F),Closed bodywork,Mid-engined,"François Migault (F)/Gordon Spice (GB)listed, never drove: Dany Snobeck (F)",OTIS,blue (+white),Goodyear,17/09/2020,"Dominique Gasnerie, Alain Jourdainne Photos 24H Le Mans and Paul Kooyman",Rondeau,M379,C,#003,Result: 3rd (19 laps behind the winner)Grid: 15th (3:43.9900),3rd (19 laps behind the winner)Grid: 15th (3:43.9900),finished,15,3:43.9900,19 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1981/TN_Le_Mans-1981-06-14-007.jpg,https://www.racingsportscars.com/photo/1981/Le_Mans-1981-06-14-007.jpg,https://www.racingsportscars.com/make/photo/Rondeau.html,https://www.racingsportscars.com/type/photo/Rondeau/M379.html,https://www.racingsportscars.com/suffix/photo/Rondeau/M379/C.html,https://www.racingsportscars.com/chassis/photo/M379-003.html
1981,55,Porsche 935 K3 #930 890 0022 (Kremer) - Porsche F6 2v SOHC 3122 cc Turbo,4,Gr.5,Claude Bourgoignie (B),Closed bodywork,Rear-engined,John Cooper (GB)/Dudley Wood (GB)/Claude Bourgoignie (B),TRAVEL CRUISER/CHARLES IVEY RACING,white (+red/dark blue),Dunlop,25/04/2006,Paul Kooyman,Porsche,935,K3,#930 890 0022,Result: 4th 1st in Gr.5 (24 laps behind the winner)Grid: 23rd (3:48.0200),4th 1st in Gr.5 (24 laps behind the winner)Grid: 23rd (3:48.0200),finished,23,3:48.0200,24 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1981/TN_Le_Mans-1981-06-14-055.jpg,https://www.racingsportscars.com/photo/1981/Le_Mans-1981-06-14-055.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/935.html,https://www.racingsportscars.com/suffix/photo/Porsche/935/K3.html,https://www.racingsportscars.com/chassis/photo/930%20890%200022.html
1981,47,Ferrari 512 BB/LM #31589 - Ferrari F12 4942 cc N/A,5,IMSA GTX,Charles Pozzi S.A. (F),Closed bodywork,Mid-engined,Jean-Claude Andruet (F)/Claude Ballot-Léna (F)DNS: Hervé Regout (B),Ferrari FRANCE/CH. POZZI,red,Michelin,27/04/2010,Philippe Moriniere and R. J. Colmar,Ferrari,512 BB,/LM,#31589,Result: 5th 1st in IMSA GTX (26 laps behind the winner)Grid: 37th (3:56.8900),5th 1st in IMSA GTX (26 laps behind the winner)Grid: 37th (3:56.8900),finished,37,3:56.8900,26 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1981/TN_Le_Mans-1981-06-14-047.jpg,https://www.racingsportscars.com/photo/1981/Le_Mans-1981-06-14-047.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/512%20BB.html,https://www.racingsportscars.com/suffix/photo/Ferrari/512%20BB/__LM.html,https://www.racingsportscars.com/chassis/photo/31589%20%5b512BB%5d.html
1981,42,Porsche 935 K3/80 #009 00030 - Porsche F6 2v SOHC 3160 cc Twin-Turbo,6,IMSA GTX,Cooke-Woods Racing (USA),Closed bodywork,Rear-engined,"Anny-Charlotte Verney (F)Ralph Kent-Cooke (USA)/Bob Garretson (USA)listed, never drove: Roy Woods (USA)",BP,black (+yellow/green),Goodyear,29/11/2006,Jacques Vigné and Paul Kooyman,Porsche,935,K3/80,#009 00030,Result: 6th (27 laps behind the winner)Grid: 33rd (3:55.1500),6th (27 laps behind the winner)Grid: 33rd (3:55.1500),finished,33,3:55.1500,27 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1981/TN_Le_Mans-1981-06-14-042.jpg,https://www.racingsportscars.com/photo/1981/Le_Mans-1981-06-14-042.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/935.html,https://www.racingsportscars.com/suffix/photo/Porsche/935/K3__80.html,https://www.racingsportscars.com/chassis/photo/009%2000030.html
1981,1,Porsche 944 LM #924006 - Porsche Type 949 L4 2v SOHC 2479 cc 1xKKK,7,GTP+3.0,Porsche System (D),Closed bodywork,Front-engined,"Jürgen Barth (D)/Walter Röhrl (D)listed, never drove: Siegfried Brunn (D)",BOSS,white,Dunlop,17/09/2020,Dominique Gasnerie and Paul Kooyman,Porsche,944,LM,#924006,Result: 7th 1st in GTP+3.0 (31 laps behind the winner)Grid: 43rd (4:01.0300),7th 1st in GTP+3.0 (31 laps behind the winner)Grid: 43rd (4:01.0300),finished,43,4:01.0300,31 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1981/TN_Le_Mans-1981-06-14-001.jpg,https://www.racingsportscars.com/photo/1981/Le_Mans-1981-06-14-001.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/944.html,https://www.racingsportscars.com/suffix/photo/Porsche/944/LM.html,https://www.racingsportscars.com/chassis/photo/924006.html
1981,65,Lancia Beta Montecarlo Turbo #1009 (Dallara) - Lancia L4 4v DOHC 1425 cc KKK,8,Gr.5,Martini Racing (I),Closed bodywork,Mid-engined,"Eddie Cheever (USA)/Michele Alboreto (I)/Carlo Facetti (I)listed, never drove: Hans Heyer (D), Riccardo Patrese (I), Piercarlo Ghinzani (I)",MARTINI,white (+blue/red),Pirelli,29/11/2006,Jacques Vigné,Lancia,Beta Montecarlo Turbo,NA,#1009,Result: 8th (32 laps behind the winner)Grid: 31st (3:54.0900),8th (32 laps behind the winner)Grid: 31st (3:54.0900),finished,31,3:54.0900,32 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1981/TN_Le_Mans-1981-06-14-065.jpg,https://www.racingsportscars.com/photo/1981/Le_Mans-1981-06-14-065.jpg,https://www.racingsportscars.com/make/photo/Lancia.html,https://www.racingsportscars.com/type/photo/Lancia/Beta%20Montecarlo%20Turbo.html,NA,https://www.racingsportscars.com/chassis/photo/1009%20%5bMontecarlo%5d.html
1981,46,Ferrari 512 BB/LM #35525 - Ferrari F12 4991 cc N/A,9,IMSA GTX,Rennod Racing (B),Closed bodywork,Mid-engined,Pierre Dieudonné (B)/Jean-Paul Libert (B)/Jean Xhenceval (B),EUROPEAN UNIVERSITY,red,Goodyear,17/09/2020,Dominique Gasnerie and Jacques Vigné,Ferrari,512 BB,/LM,#35525,Result: 9th (34 laps behind the winner)Grid: 36th (3:56.7200),9th (34 laps behind the winner)Grid: 36th (3:56.7200),finished,36,3:56.7200,34 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1981/TN_Le_Mans-1981-06-14-046.jpg,https://www.racingsportscars.com/photo/1981/Le_Mans-1981-06-14-046.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/512%20BB.html,https://www.racingsportscars.com/suffix/photo/Ferrari/512%20BB/__LM.html,https://www.racingsportscars.com/chassis/photo/35525%20%5b512BB%5d.html
1981,60,Porsche 935 J #000 00016 (Joest) - Porsche F6 2v SOHC 2992 cc 2xKKK,10,Gr.5,Vegla Racing Team (D),Closed bodywork,Rear-engined,Dieter Schornstein (D)/Harald Grohs (D)/Götz von Tschirnhaus (D),VEGLA/SEKURIT/RTL,white/blue (+orange),Dunlop,28/12/2007,Alain Jourdainne Photos 24H Le Mans and Paul Kooyman,Porsche,935,J,#000 00016,Result: 10th (34 laps behind the winner)Grid: 7th (3:37.1500),10th (34 laps behind the winner)Grid: 7th (3:37.1500),finished,7,3:37.1500,34 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1981/TN_Le_Mans-1981-06-14-060.jpg,https://www.racingsportscars.com/photo/1981/Le_Mans-1981-06-14-060.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/935.html,https://www.racingsportscars.com/suffix/photo/Porsche/935/J.html,https://www.racingsportscars.com/chassis/photo/000%2000016.html
