year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,chassis,suffix,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,chassis_url,suffix_url
1994,36,Dauer 962 LM #GT003 (176) - Porsche 935/82 F6 2994 cc Turbo,1,GT1,Le Mans Porsche Team (D),Closed bodywork,Mid-engined,Mauro Baldi (I)/Yannick Dalmas (F)/Hurley Haywood (USA),FATurbo-EXPRESS,white (+red/black),Goodyear,27/11/2015,Paul Kooyman and Gérard Rouxel,Dauer,962 LM,#GT003 (176),NA,Result: winner - (195.238 kph) - margin: 1 lapGrid: 7th (3:54.8500),winner - (195.238 kph) - margin: 1 lapGrid: 7th (3:54.8500),finished,7,3:54.8500,195.238 kph,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Le_Mans-1994-06-19-036.jpg,https://www.racingsportscars.com/photo/1994/Le_Mans-1994-06-19-036.jpg,https://www.racingsportscars.com/make/photo/Dauer.html,https://www.racingsportscars.com/type/photo/Dauer/962%20LM.html,https://www.racingsportscars.com/chassis/photo/962-176__GT003.html,NA
1994,1,Toyota 94C-V #92CV-005 - Toyota R36V V6 3576 cc Turbo,2,LMP1/C90,SARD Company Ltd. (J),Closed bodywork,Mid-engined,"Mauro Martini (I)/Jeff Krosnoff (USA)/Eddie Irvine (GB)listed, never drove: Roland Ratzenberger (A)",NIPPONDENSO,white/red,Dunlop,27/11/2015,Jean-Michel Lefebvre and Paul Kooyman,Toyota,94C-V,#92CV-005,NA,Result: 2nd 1st in LMP1/C90 (1 lap behind the winner)Grid: 4th (3:53.0100),2nd 1st in LMP1/C90 (1 lap behind the winner)Grid: 4th (3:53.0100),finished,4,3:53.0100,1 lap behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Le_Mans-1994-06-19-001.jpg,https://www.racingsportscars.com/photo/1994/Le_Mans-1994-06-19-001.jpg,https://www.racingsportscars.com/make/photo/Toyota.html,https://www.racingsportscars.com/type/photo/Toyota/94C-V.html,https://www.racingsportscars.com/chassis/photo/92CV-005.html,NA
1994,35,Dauer 962 LM #GT002 (173) - Porsche 935/82 F6 2994 cc Turbo,3,GT1,Le Mans Porsche Team (D),Closed bodywork,Mid-engined,"Hans-Joachim Stuck (D)/Thierry Boutsen (B)/Danny Sullivan (USA)preliminary session only: Mauro Baldi (I); listed, never drove: Hurley Haywood (USA)",Shell,white (+yellow/red/black),Goodyear,27/11/2015,Paul Kooyman and Gérard Rouxel,Dauer,962 LM,#GT002 (173),NA,Result: 3rd (1 lap behind the winner)Grid: 5th (3:53.7100),3rd (1 lap behind the winner)Grid: 5th (3:53.7100),finished,5,3:53.7100,1 lap behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Le_Mans-1994-06-19-035.jpg,https://www.racingsportscars.com/photo/1994/Le_Mans-1994-06-19-035.jpg,https://www.racingsportscars.com/make/photo/Dauer.html,https://www.racingsportscars.com/type/photo/Dauer/962%20LM.html,https://www.racingsportscars.com/chassis/photo/962-173__GT002.html,NA
1994,4,Toyota 94C-V #92CV-001 - Toyota R36V V6 3576 cc Turbo,4,LMP1/C90,Nisso Trust Racing Team (J),Closed bodywork,Mid-engined,Bob Wollek (F)/George Fouché (ZA)/Steven Andskar (S),NISSO,white/red,Dunlop,27/11/2015,Paul Kooyman,Toyota,94C-V,#92CV-001,NA,Result: 4th (16 laps behind the winner)Grid: 8th (3:55.0200),4th (16 laps behind the winner)Grid: 8th (3:55.0200),finished,8,3:55.0200,16 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Le_Mans-1994-06-19-004.jpg,https://www.racingsportscars.com/photo/1994/Le_Mans-1994-06-19-004.jpg,https://www.racingsportscars.com/make/photo/Toyota.html,https://www.racingsportscars.com/type/photo/Toyota/94C-V.html,https://www.racingsportscars.com/chassis/photo/92CV-001.html,NA
1994,75,Nissan 300ZX Turbo (Z32) #007 (Cunningham) - Nissan VRH35 V6 2960 cc Twin-Turbo,5,IMSA GTS,Clayton Cunningham Racing Inc. (USA),Closed bodywork,Front-engined,Steve Millen (NZ)/Johnny O'Connell (USA)/John Morton (USA),NISSAN/YOKOHAMA/Lease Plan,red/blue (+white),Yokohama,01/06/2017,"Gérard Rouxel, Paul Kooyman and Nissan Motorsport",Nissan,300ZX,#007,Turbo (Z32),Result: 5th 1st in IMSA GTS (27 laps behind the winner)Grid: 9th (3:57.0900),5th 1st in IMSA GTS (27 laps behind the winner)Grid: 9th (3:57.0900),finished,9,3:57.0900,27 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Le_Mans-1994-06-19-075.jpg,https://www.racingsportscars.com/photo/1994/Le_Mans-1994-06-19-075.jpg,https://www.racingsportscars.com/make/photo/Nissan.html,https://www.racingsportscars.com/type/photo/Nissan/300ZX.html,https://www.racingsportscars.com/chassis/photo/Cunningham%20007.html,https://www.racingsportscars.com/suffix/photo/Nissan/300ZX/Turbo%20(Z32).html
1994,5,Kremer K8 #07SP (Thompson) - Porsche 935/76 F6 4v DOHC 2995 cc Twin-Turbo,6,LMP1/C90,Gulf Oil Racing (GB),Open bodywork,Mid-engined,Derek Bell (GB)/Robin Donovan (GB)/Jürgen Lässig (D),Gulf/AUTOSPORT,blue (+orange),Dunlop,27/11/2015,Paul Kooyman,Kremer,K8,#07SP,NA,Result: 6th (28 laps behind the winner)Grid: 2nd (3:51.7500),6th (28 laps behind the winner)Grid: 2nd (3:51.7500),finished,2,3:51.7500,28 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Le_Mans-1994-06-19-005.jpg,https://www.racingsportscars.com/photo/1994/Le_Mans-1994-06-19-005.jpg,https://www.racingsportscars.com/make/photo/Kremer.html,https://www.racingsportscars.com/type/photo/Kremer/K8.html,https://www.racingsportscars.com/chassis/photo/962CK6__07-2.html,NA
1994,9,Courage C32LM #010 - Porsche 935/82 F6 2994 cc Turbo,7,LMP1/C90,Courage Competition (F),Closed bodywork,Mid-engined,Jean-Louis Ricci (F)/Philippe Olczyk (B)/Andy Evans (USA),APEX/SEQUETT/EIA MOTEURS/SCANDIA,white/blue,Michelin,27/11/2015,Paul Kooyman,Courage,C32LM,#010,NA,Result: 7th (34 laps behind the winner)Grid: 11th (4:04.2600),7th (34 laps behind the winner)Grid: 11th (4:04.2600),finished,11,4:04.2600,34 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Le_Mans-1994-06-19-009.jpg,https://www.racingsportscars.com/photo/1994/Le_Mans-1994-06-19-009.jpg,https://www.racingsportscars.com/make/photo/Courage.html,https://www.racingsportscars.com/type/photo/Courage/C32LM.html,https://www.racingsportscars.com/chassis/photo/C30-010.html,NA
1994,52,Porsche 964 Carrera RSR 3.8 #WP0ZZZ96ZPS496075 - Porsche F6 2v SOHC 3800 cc N/A,8,GT2,Société Larbre Compétition (F),Closed bodywork,Rear-engined,"Jésus Pareja (E)/Dominique Dupuy (F)/Carlos Palau (E)listed, never drove: Joël Gouhier (F), Pierre de Thoisy (F)",FATurbo-EXPRESS,white (+red),Michelin,18/09/2020,Paul Kooyman and Marc Peeters,Porsche,964 Carrera,#WP0ZZZ96ZPS496075,RSR 3.8,Result: 8th 1st in GT2 (37 laps behind the winner)Grid: 26th (4:26.0900),8th 1st in GT2 (37 laps behind the winner)Grid: 26th (4:26.0900),finished,26,4:26.0900,37 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Le_Mans-1994-06-19-052.jpg,https://www.racingsportscars.com/photo/1994/Le_Mans-1994-06-19-052.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964%20Carrera.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ96ZPS496075.html,https://www.racingsportscars.com/suffix/photo/Porsche/964%20Carrera/RSR%203.8.html
1994,54,Porsche 964 Carrera RSR 3.8 #WP0ZZZ96ZMS409083 - Porsche F6 2v SOHC 3800 cc N/A,9,GT2,Ecurie Biennoise (CH),Closed bodywork,Rear-engined,Enzo Calderari (CH)/Lilian Bryner (CH)/Renato Mastropietro (I),SPY BALL/Lorinser,yellow,Pirelli,18/09/2020,Justin Harrington and Marc Peeters,Porsche,964 Carrera,#WP0ZZZ96ZMS409083,RSR 3.8,Result: 9th (46 laps behind the winner)Grid: 27th (4:26.4600),9th (46 laps behind the winner)Grid: 27th (4:26.4600),finished,27,4:26.4600,46 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Le_Mans-1994-06-19-054.jpg,https://www.racingsportscars.com/photo/1994/Le_Mans-1994-06-19-054.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964%20Carrera.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ96ZMS409083.html,https://www.racingsportscars.com/suffix/photo/Porsche/964%20Carrera/RSR%203.8.html
1994,59,Porsche 964 Carrera RSR 3.8 #WP0ZZZ96ZPS496065 - Porsche F6 2v SOHC 3800 cc N/A,10,GT2,Konrad Motorsport (D),Closed bodywork,Rear-engined,"Cor Euser (NL)/Matjaz Tomlje (SLO)/Patrick Huisman (NL)preliminary session only: Antônio Hermann (BR), Dirk Layer (USA); listed, never drove: Bernd Netzebrand (D), Franz Konrad (A)",HELLER BANK,black/turquoise/white,Pirelli,18/09/2020,Marc Peeters and Jean-Michel Lefebvre,Porsche,964 Carrera,#WP0ZZZ96ZPS496065,RSR 3.8,Result: 10th (50 laps behind the winner)Grid: 43rd (4:33.8500),10th (50 laps behind the winner)Grid: 43rd (4:33.8500),finished,43,4:33.8500,50 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Le_Mans-1994-06-19-059.jpg,https://www.racingsportscars.com/photo/1994/Le_Mans-1994-06-19-059.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964%20Carrera.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ96ZPS496065.html,https://www.racingsportscars.com/suffix/photo/Porsche/964%20Carrera/RSR%203.8.html
1994,57,Ferrari 348 GTC-LM #97553 - Ferrari Tipo F119 V8 4v DOHC 3405 cc N/A,11,GT2,Repsol Ferrari Espańa (E),Closed bodywork,Mid-engined,Tomas Saldaña (E)/Alfonso de Orleans (E)/Andres Vilarino (E),REPSOL/Brummel,red/dark blue (+orange),Pirelli,27/11/2015,Jean-Michel Lefebvre and Paul Kooyman,Ferrari,348,#97553,GTC-LM,Result: 11th (68 laps behind the winner)Grid: 28th (4:26.6300),11th (68 laps behind the winner)Grid: 28th (4:26.6300),finished,28,4:26.6300,68 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Le_Mans-1994-06-19-057.jpg,https://www.racingsportscars.com/photo/1994/Le_Mans-1994-06-19-057.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/348.html,https://www.racingsportscars.com/chassis/photo/97553%20%5b308GTC-LM%5d.html,https://www.racingsportscars.com/suffix/photo/Ferrari/348/GTC-LM.html
1994,40,Dodge Viper RT/10 #1B3BR65E2NV100098 - Dodge V10 7990 cc N/A,12,GT1,Rent-a-Car Racing Team (F),Closed hardtop bodywork,Front-engined,"René Arnoux (F)/Justin Bell (GB)/Bertrand Balas (F)preliminary session only: Emmanuel Collard (F), Claude Ballot-Léna (F); listed, never drove: Franck Fréon (F)",RENT CAR/Piz,orange,Michelin,27/11/2015,Gérard Rouxel and Paul Kooyman,Dodge,Viper,#1B3BR65E2NV100098,RT/10,Result: 12th (71 laps behind the winner)Grid: 41st (4:33.3600),12th (71 laps behind the winner)Grid: 41st (4:33.3600),finished,41,4:33.3600,71 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1994/TN_Le_Mans-1994-06-19-040.jpg,https://www.racingsportscars.com/photo/1994/Le_Mans-1994-06-19-040.jpg,https://www.racingsportscars.com/make/photo/Dodge.html,https://www.racingsportscars.com/type/photo/Dodge/Viper.html,https://www.racingsportscars.com/chassis/photo/1B3BR65E2NV100098.html,https://www.racingsportscars.com/suffix/photo/Dodge/Viper/RT__10.html
