year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,chassis,suffix,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,chassis_url,suffix_url
1975,11,Mirage GR8 #801 - Ford Cosworth DFV V8/90° 4v DOHC 2993 cc N/A,1,S3.0,Gulf Research Racing Company (GB),Open bodywork,Mid-engined,Jacky Ickx (B)Derek Bell (GB),Gulf,light blue/orange,Goodyear,28/12/2007,Alain Jourdainne Photos 24H Le Mans,Mirage,GR8,#801,NA,Result: winner - (191.482 kph) - margin: 1 lapGrid: 1st (3:49.9000),winner - (191.482 kph) - margin: 1 lapGrid: 1st (3:49.9000),finished,1,3:49.9000,191.482 kph,NA,https://www.racingsportscars.com/tn/photo/1975/TN_Le_Mans-1975-06-15-011.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Mirage.html,https://www.racingsportscars.com/type/photo/Mirage/GR8.html,https://www.racingsportscars.com/chassis/photo/GR8__801.html,NA
1975,5,Ligier JS2 # - Ford Cosworth DFV V8/90° 4v DOHC 2993 cc N/A,2,S3.0,Automobiles Ligier-Gitanes (F),Closed bodywork,Mid-engined,"Jean-Louis Lafosse (F)/Guy Chasseuil (F)listed, never drove: Jean-Pierre Beltoise (F), Henri Pescarolo (F)",LIGIER GITANES/TOTAL,blue/white,Michelin,28/12/2007,Alain Jourdainne Photos 24H Le Mans,Ligier,JS2,#,NA,Result: 2nd (1 lap behind the winner)Grid: 3rd (3:53.4000),2nd (1 lap behind the winner)Grid: 3rd (3:53.4000),finished,3,3:53.4000,1 lap behind the winner,NA,https://www.racingsportscars.com/tn/photo/1975/TN_Le_Mans-1975-06-15-005.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Ligier.html,https://www.racingsportscars.com/type/photo/Ligier/JS2.html,https://www.racingsportscars.com/chassis/photo/JS2-003%23.html,NA
1975,10,Mirage GR8 #802 - Ford Cosworth DFV V8/90° 4v DOHC 2993 cc N/A,3,S3.0,Gulf Research Racing Company (GB),Open bodywork,Mid-engined,Vern Schuppan (AUS)/Jean-Pierre Jaussaud (F),Gulf,light blue (+orange),Goodyear,28/12/2007,Alain Jourdainne Photos 24H Le Mans,Mirage,GR8,#802,NA,Result: 3rd (6 laps behind the winner)Grid: 2nd (3:51.8000),3rd (6 laps behind the winner)Grid: 2nd (3:51.8000),finished,2,3:51.8000,6 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1975/TN_Le_Mans-1975-06-15-010.jpg,https://www.racingsportscars.com/photo/1975/Le_Mans-1975-06-15-010.jpg,https://www.racingsportscars.com/make/photo/Mirage.html,https://www.racingsportscars.com/type/photo/Mirage/GR8.html,https://www.racingsportscars.com/chassis/photo/GR8__802.html,NA
1975,15,Porsche 908/3 #012 - Porsche Typ 908 F8 2v DOHC 2992 cc N/A,4,S3.0,Joest Racing (D),Open bodywork,Mid-engined,Reinhold Jöst (D)/Mario Casoni (I)/Jürgen Barth (D),OVORO/A T S,white (+blue/yellow),Goodyear,28/12/2007,Alain Jourdainne Photos 24H Le Mans,Porsche,908/3,#012,NA,Result: 4th (11 laps behind the winner)Grid: 4th (3:55.1000),4th (11 laps behind the winner)Grid: 4th (3:55.1000),finished,4,3:55.1000,11 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1975/TN_Le_Mans-1975-06-15-015.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/908__3.html,https://www.racingsportscars.com/chassis/photo/908__03-012.html,NA
1975,58,Porsche 911 Carrera RSR 3.0 #911 460 9065 - Porsche F6 2v SOHC 2994 cc N/A,5,GT,Gelo Racing Team (D),Closed bodywork,Rear-engined,"John Fitzpatrick (GB)/Toine Hezemans (NL)/Gijs van Lennep (NL)/Manfred Schurti (FL)/Georg Loos (D)listed, never drove: Tim Schenken (AUS)",Shell/GOODYEAR,red (+yellow/white),Goodyear,21/09/2020,Michel Guilloux and Oz Janzen,Porsche,911 Carrera,#911 460 9065,RSR 3.0,Result: 5th 1st in GT (21 laps behind the winner)Grid: 20th (4:18.4000),5th 1st in GT (21 laps behind the winner)Grid: 20th (4:18.4000),finished,20,4:18.4000,21 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1975/TN_Le_Mans-1975-06-15-058.jpg,https://www.racingsportscars.com/photo/1975/Le_Mans-1975-06-15-058.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,https://www.racingsportscars.com/chassis/photo/911%20460%209065.html,https://www.racingsportscars.com/suffix/photo/Porsche/911%20Carrera/RSR%203.0.html
1975,69,Porsche 911 Carrera RSR #911 460 9072 - Porsche F6 2v SOHC 2990 cc N/A,6,GT,"""Beurlys""",Closed bodywork,Rear-engined,"Nick Faure (GB)/""Jean Beurlys"" (B)/John Cooper (GB)listed, never drove: Hughes de Fierlant (B)",Swinford Motors Ltd.,white (+blue/red),NA,28/12/2007,Alain Jourdainne Photos 24H Le Mans,Porsche,911 Carrera,#911 460 9072,RSR,Result: 6th (25 laps behind the winner)Grid: 30th (4:21.9000),6th (25 laps behind the winner)Grid: 30th (4:21.9000),finished,30,4:21.9000,25 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1975/TN_Le_Mans-1975-06-15-069.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,https://www.racingsportscars.com/chassis/photo/911%20460%209072.html,https://www.racingsportscars.com/suffix/photo/Porsche/911%20Carrera/RSR.html
1975,53,Porsche 911 Carrera RSR #911 460 9059 - Porsche F6 2v SOHC 2993 cc N/A,7,GT,A.S.A. Cachia (F),Closed bodywork,Rear-engined,Jacques Borras (F)/Pascal Moisson (F)/Henri Cachia (F)DNS: Denis Rua (F),opal/S.C.P.E./l'etoile d'or,yellow (+blue/red),Dunlop,NA,NA,Porsche,911 Carrera,#911 460 9059,RSR,Result: 7th (27 laps behind the winner)Grid: 21st (4:18.4000),7th (27 laps behind the winner)Grid: 21st (4:18.4000),finished,21,4:18.4000,27 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,https://www.racingsportscars.com/chassis/photo/911%20460%209059.html,https://www.racingsportscars.com/suffix/photo/Porsche/911%20Carrera/RSR.html
1975,55,Porsche 911 Carrera RSR 3.0 #911 460 9051 - Porsche 911/75 F6 2v SOHC 2994 cc N/A,8,GT,Ecurie Robert Buchet (F),Closed bodywork,Rear-engined,Claude Ballot-Léna (F)/Jacques Bienvenue (CDN)DNS: Bob Wollek (F),R. BUCHET/Shell/CIBIÉ,white (+orange/blue/red),NA,21/09/2020,Michel Guilloux,Porsche,911 Carrera,#911 460 9051,RSR 3.0,Result: 8th (32 laps behind the winner)Grid: 14th (4:16.0000),8th (32 laps behind the winner)Grid: 14th (4:16.0000),finished,14,4:16.0000,32 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1975/TN_Le_Mans-1975-06-15-055.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,https://www.racingsportscars.com/chassis/photo/911%20460%209051.html,https://www.racingsportscars.com/suffix/photo/Porsche/911%20Carrera/RSR%203.0.html
1975,65,Porsche 911 Carrera RSR #911 560 9117 - Porsche no: 685 0161 F6 2v SOHC 2992 cc N/A,9,GT,Porsche Kremer (D),Closed bodywork,Rear-engined,"Billy Sprowls (USA)/Juan Carlos Bolanos (MEX)/Andres Contreras (MEX)listed, never drove: Erwin Kremer (D), Paul Keller (CH)",Vaillant/MEXICO,green (+violet/red/orange),Dunlop,21/09/2020,Michel Guilloux and Alain Jourdainne Photos 24H Le Mans,Porsche,911 Carrera,#911 560 9117,RSR,Result: 9th (32 laps behind the winner)Grid: 26th (4:19.5000),9th (32 laps behind the winner)Grid: 26th (4:19.5000),finished,26,4:19.5000,32 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1975/TN_Le_Mans-1975-06-15-065.jpg,https://www.racingsportscars.com/photo/1975/Le_Mans-1975-06-15-065.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,https://www.racingsportscars.com/chassis/photo/911%20560%209117.html,https://www.racingsportscars.com/suffix/photo/Porsche/911%20Carrera/RSR.html
1975,84,Porsche 911 Carrera RS - Porsche F6 2v SOHC 2687 cc N/A,10,ser.GT,Gerhard Maurer (CH),Closed bodywork,Rear-engined,"Gerhard Maurer (CH)/Christian Beez (D)/Eugen Strähl (CH)listed, never drove: Georges Bosshard (CH), Paul Keller (CH)",PORSCHE/Lois JEANS,white,NA,21/09/2020,Michel Guilloux,Porsche,911 Carrera,NA,RS,Result: 10th 1st in ser.GT (41 laps behind the winner)Grid: 49th (4:34.3000) - 52nd fastest qualifier,10th 1st in ser.GT (41 laps behind the winner)Grid: 49th (4:34.3000) - 52nd fastest qualifier,finished,49,4:34.3000,41 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/1975/TN_Le_Mans-1975-06-15-084.jpg,https://www.racingsportscars.com/photo/1975/Le_Mans-1975-06-15-084.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,NA,https://www.racingsportscars.com/suffix/photo/Porsche/911%20Carrera/RS.html
