position,entry_number,driver_name,car_model,nationality,homologation_group,elapsed_time,penalty_time,retirement_control,retirement_reason
1,33,"Evans, Elfyn",Toyota GR Yaris Rally1,GB,Rally1,"3h 17m 08,0s",NA,NA,NA
2,1,"Ogier, Sebastien",Toyota GR Yaris Rally1,FR,Rally1,"+12,8s",NA,NA,NA
3,5,"Pajari, Sami",Toyota GR Yaris Rally1,FI,Rally1,"+51,4s",NA,NA,NA
4,18,"Katsuta, Takamoto",Toyota GR Yaris Rally1,JP,Rally1,"+1m 03,5s",NA,NA,NA
5,16,"Fourmaux, Adrien",Hyundai i20 N Rally1,FR,Rally1,"+2m 34,8s",NA,NA,NA
6,11,"Neuville, Thierry",Hyundai i20 N Rally1,BE,Rally1,"+3m 13,6s",NA,NA,NA
7,20,"Paddon, Hayden",Hyundai i20 N Rally1,NZ,Rally1,"+4m 44,8s",NA,NA,NA
8,95,"Armstrong, Jon",Ford Puma Rally1,GB,Rally1,"+5m 45,2s",NA,NA,NA
9,21,"Gryazin, Nikolay",Lancia Ypsilon,RU,Rally2,"+9m 21,3s",NA,NA,NA
10,55,"McErlean, Joshua",Ford Puma Rally1,IE,Rally1,"+9m 23,0s",NA,NA,NA
11,22,"Cachon Rodriguez, Alejandro",Toyota Yaris,ES,Rally2,"+9m 39,6s",NA,NA,NA
12,27,"Yamamoto, Yuki",Toyota Yaris,JP,Rally2,"+12m 15,7s",NA,NA,NA
13,23,"Lindholm, Emil",Skoda Fabia,FI,Rally2,"+13m 11,6s",NA,NA,NA
14,25,"Jurgenson, Romet",Ford Fiesta,EE,Rally2,"+13m 38,1s",NA,NA,NA
15,28,"Arai, Hiroki",Toyota Yaris,JP,Rally2,"+16m 58,9s",NA,NA,NA
16,29,"Katsuta, Norihiko",Toyota Yaris,JP,Rally2,"+23m 33,4s",NA,NA,NA
17,30,"Nutahara, Fumio",Toyota Yaris,JP,Rally2,"+27m 38,3s",2:50,NA,NA
18,35,"Rossi, Ghjuvanni",Ford Fiesta,FR,Rally3,"+28m 44,5s",NA,NA,NA
19,26,"Lafarja, Andrea",Toyota Yaris,PY,Rally2,"+43m 27,3s",NA,NA,NA
20,32,"Imai, Satoshi",Citroen C3,JP,Rally2,"+44m 48,2s",NA,NA,NA
21,99,"Solberg, Oliver",Toyota GR Yaris Rally1,SE,Rally1,"+49m 43,6s",NA,NA,NA
22,36,"Boehringer, Nicolas Otto",Ford Fiesta,ES,Rally3,"+51m 12,9s",NA,NA,NA
23,37,"Yamamoto, Yuta",Toyota GT86,JP,ASN,"+52m 10,9s",NA,NA,NA
24,31,"Fukunaga, Osamu",Skoda Fabia,JP,Rally2,"+52m 53,6s",NA,NA,NA
25,40,"Sasaki, Yasuyuki",Toyota Yaris,JP,ASN,"+1h 09m 30,2s",NA,NA,NA
26,43,"Mitsuyama, Yoshinobu",Suzuki Swift,JP,ASN,"+1h 12m 21,2s",NA,NA,NA
27,39,"Ogawa, Tsuyoshi",Toyota Yaris,JP,ASN,"+1h 20m 06,9s",NA,NA,NA
28,42,"Aihara, Taisuke",Daihatsu Copen,JP,ASN,"+1h 28m 23,4s",1:00,NA,NA
29,41,"Ino, Yoshikazu",Toyota Yaris,JP,ASN,"+1h 34m 07,3s",NA,NA,NA
NA,24,"Dominguez Jr., Diego",Toyota Yaris,PY,Rally2,NA,NA,SS10,off road
NA,34,"Vasilakis, Georgios",Ford Fiesta,GR,Rally3,NA,NA,SS17,off road
NA,38,"Tsutsui, Katsuhiko",Suzuki Swift,JP,ASN,NA,NA,SS16,mechanical
