position,entry_number,driver_name,car_model,nationality,homologation_group,elapsed_time,penalty_time,retirement_control,retirement_reason
1,1,"Darniche, Bernard",Fiat 131 Abarth,FR,G4,6h 47m 34s,NA,NA,NA
2,3,"Andruet, Jean-Claude",Fiat 131 Abarth,FR,G4,+4m 25s,NA,NA,NA
3,5,"Munari, Sandro",Fiat 131 Abarth,IT,G4,+5m 25s,NA,NA,NA
4,9,"Almeras, Jacques",Porsche 911,FR,G4,+10m 10s,NA,NA,NA
5,10,"Mouton, Michele",Fiat 131 Abarth,FR,G4,+10m 38s,NA,NA,NA
6,29,"Moreau, Pierre-Louis",Porsche 911,FR,G3,+17m 37s,NA,NA,NA
7,6,"Nicolas, Jean-Pierre",Opel Kadett GT/E,FR,G2,+18m 35s,NA,NA,NA
8,27,"Rognoni, Daniel",Porsche 911,FR,G3,+30m 21s,NA,NA,NA
9,21,"Balesi, Claude",Renault-Alpine A110,FR,G4,+31m 45s,NA,NA,NA
10,89,"Dorche, Christian",Opel Kadett GT/E,FR,G1,+43m 29s,NA,NA,NA
11,91,"Picone, Bernard",Opel Kadett GT/E,FR,G1,+44m 37s,NA,NA,NA
12,24,"Simonetti, Robert",Renault-Alpine A110,FR,G3,+44m 39s,NA,NA,NA
13,41,"Jacquemin, Jean-Marie",Chrysler Sunbeam,BE,G2,+48m 36s,NA,NA,NA
14,77,"Canarelli, Daniel",Opel Kadett GT/E,FR,G2,+52m 24s,NA,NA,NA
15,19,"Soriano, Jean-Marie",Renault-Alpine A110 1600,FR,G4,+56m 59s,NA,NA,NA
16,38,"Turiani, Auguste",Opel Kadett GT/E,MC,G2,+1h 07m 13s,NA,NA,NA
17,49,"Coppier, Alain",Peugeot 104,FR,G2,+1h 15m 01s,NA,NA,NA
18,107,"Franceschi, Ange-Paul",Opel Kadett GT/E,FR,G1,+1h 17m 34s,NA,NA,NA
19,97,"Cordesse, Martine",Opel Kadett GT/E,FR,G1,+1h 21m 13s,NA,NA,NA
20,61,"Casanova, Gilbert",Simca Rallye 2,FR,G2,+1h 28m 24s,NA,NA,NA
21,47,"Fantino, G.",Opel Kadett GT/E,NA,G2,+1h 35m 43s,NA,NA,NA
22,94,"Sanna, V,",Opel Kadett GT/E,FR,G1,+1h 41m 19s,NA,NA,NA
23,101,"Thomas, Richard",Opel Kadett GT/E,FR,G1,+1h 44m 11s,NA,NA,NA
24,114,"Baldacci, F.",Opel Kadett GT/E,NA,G1,+1h 45m 29s,NA,NA,NA
25,117,"Deriu, Jean-Pierre",Simca Rallye 3,FR,G1,+1h 46m 36s,NA,NA,NA
26,111,"Bartoli, F.",Opel Kadett GT/E,NA,G1,+1h 47m 31s,NA,NA,NA
27,35,"Gusciani, P.",Renault-Alpine A110 1600,NA,G3,+1h 47m 34s,NA,NA,NA
28,103,"Martinetti, M.",Opel Kadett GT/E,NA,G1,+1h 51m 14s,NA,NA,NA
29,44,"Silvani, J-C.",Renault 5 Alpine,FR,G2,+1h 58m 23s,NA,NA,NA
30,70,"Sanson, Guillaume",Peugeot 504,FR,G2,+1h 59m 02s,NA,NA,NA
31,105,"Bartoli, X.",Opel Kadett GT/E,NA,G1,+2h 02m 21s,NA,NA,NA
32,106,"Bastelica, J-B",Volkswagen Golf GTi,NA,G1,+2h 09m 53s,NA,NA,NA
33,34,'Ize',Porsche 911SC,NA,G3,+2h 11m 55s,NA,NA,NA
