category,no,title,year,url,spec,value
Austin 1953 1959,013,Austin A40 Somerset Saloon (1953 : B30),1953,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a40_somerset.html,overall_length,"4,050mm"
Austin 1953 1959,013,Austin A40 Somerset Saloon (1953 : B30),1953,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a40_somerset.html,overall_width,"1,600mm"
Austin 1953 1959,013,Austin A40 Somerset Saloon (1953 : B30),1953,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a40_somerset.html,overall_height,"1,630mm"
Austin 1953 1959,013,Austin A40 Somerset Saloon (1953 : B30),1953,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a40_somerset.html,wheelbase,"2,350mm"
Austin 1953 1959,013,Austin A40 Somerset Saloon (1953 : B30),1953,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a40_somerset.html,curb_weight,"1,020kg"
Austin 1953 1959,013,Austin A40 Somerset Saloon (1953 : B30),1953,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a40_somerset.html,engine,"Type 1G (4-cyl. in line, OHV)"
Austin 1953 1959,013,Austin A40 Somerset Saloon (1953 : B30),1953,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a40_somerset.html,engine_displacement,"1,197cc"
Austin 1953 1959,013,Austin A40 Somerset Saloon (1953 : B30),1953,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a40_somerset.html,engine_max_power,"31kW (42PS)/4,500rpm"
Austin 1953 1959,013,Austin A40 Somerset Saloon (1953 : B30),1953,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a40_somerset.html,top_speed,109km/h
Austin 1953 1959,013,Austin A40 Somerset Saloon (1953 : B30),1953,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a40_somerset.html,seating_capacity,4
Austin 1953 1959,022,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_navy_blue.html,overall_length,"4,120mm"
Austin 1953 1959,022,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_navy_blue.html,overall_width,"1,580mm"
Austin 1953 1959,022,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_navy_blue.html,overall_height,"1,590mm"
Austin 1953 1959,022,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_navy_blue.html,wheelbase,"2,520mm"
Austin 1953 1959,022,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_navy_blue.html,curb_weight,"1,085kg"
Austin 1953 1959,022,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_navy_blue.html,engine,"Type 1H (4-cyl. in line, OHV)"
Austin 1953 1959,022,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_navy_blue.html,engine_displacement,"1,489cc"
Austin 1953 1959,022,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_navy_blue.html,engine_max_power,"42kW (57PS)/4,400rpm"
Austin 1953 1959,022,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_navy_blue.html,top_speed,130km/h
Austin 1953 1959,022,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_navy_blue.html,seating_capacity,6
Austin 1953 1959,021,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_cambridge_red_whi.html,overall_length,"4,120mm (4,110mm)"
Austin 1953 1959,021,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_cambridge_red_whi.html,overall_width,"1,580mm"
Austin 1953 1959,021,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_cambridge_red_whi.html,overall_height,"1,590mm (1,570mm)"
Austin 1953 1959,021,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_cambridge_red_whi.html,wheelbase,"2,520mm (2,510mm)"
Austin 1953 1959,021,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_cambridge_red_whi.html,curb_weight,"1,085kg (1,070kg)"
Austin 1953 1959,021,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_cambridge_red_whi.html,engine,"Type 1H (4-cyl. in line, OHV)"
Austin 1953 1959,021,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_cambridge_red_whi.html,engine_displacement,"1,489cc"
Austin 1953 1959,021,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_cambridge_red_whi.html,engine_max_power,"42kW=57PS (37kW=50PS)/4,400rpm"
Austin 1953 1959,021,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_cambridge_red_whi.html,top_speed,130km/h (128km/h)
Austin 1953 1959,021,Austin A50 Cambridge Saloon (1959 : B131),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/austin_a50_cambridge_red_whi.html,seating_capacity,6 (5)
Bluebird,233,Datsun Bluebird 1200 Standard (1959 : P310),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_standard.html,overall_length_width_height,"3,860/1,496/1,480mm"
Bluebird,233,Datsun Bluebird 1200 Standard (1959 : P310),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_standard.html,wheelbase,"2,280mm"
Bluebird,233,Datsun Bluebird 1200 Standard (1959 : P310),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_standard.html,tread_front_rear,"1,209/1,194mm"
Bluebird,233,Datsun Bluebird 1200 Standard (1959 : P310),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_standard.html,curb_weight,870kg
Bluebird,233,Datsun Bluebird 1200 Standard (1959 : P310),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_standard.html,engine,"E (4-cyl. in line, OHV), 1,189cc"
Bluebird,233,Datsun Bluebird 1200 Standard (1959 : P310),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_standard.html,engine_max_power,"32kW (43PS)/4,800rpm"
Bluebird,233,Datsun Bluebird 1200 Standard (1959 : P310),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_standard.html,engine_max_torque,"82Nm (8.4kgm)/2,400rpm"
Bluebird,233,Datsun Bluebird 1200 Standard (1959 : P310),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_standard.html,transmission,"3-speed, column shift"
Bluebird,233,Datsun Bluebird 1200 Standard (1959 : P310),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_standard.html,suspension_front_rear,"Coil, semi-elliptic leaf"
Bluebird,233,Datsun Bluebird 1200 Standard (1959 : P310),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_standard.html,seating_capacity,5
Bluebird,233,Datsun Bluebird 1200 Standard (1959 : P310),1959,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_standard.html,top_speed,120km/h
Bluebird,024,Datsun Bluebird 1200 Deluxe (1960 : P311),1960,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_1960.html,overall_length,"3,910mm"
Bluebird,024,Datsun Bluebird 1200 Deluxe (1960 : P311),1960,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_1960.html,overall_width,"1,496mm"
Bluebird,024,Datsun Bluebird 1200 Deluxe (1960 : P311),1960,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_1960.html,overall_height,"1,475mm"
Bluebird,024,Datsun Bluebird 1200 Deluxe (1960 : P311),1960,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_1960.html,wheelbase,"2,280mm"
Bluebird,024,Datsun Bluebird 1200 Deluxe (1960 : P311),1960,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_1960.html,curb_weight,900kg
Bluebird,024,Datsun Bluebird 1200 Deluxe (1960 : P311),1960,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_1960.html,engine,"E1 (4-cyl. in line, OHV)"
Bluebird,024,Datsun Bluebird 1200 Deluxe (1960 : P311),1960,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_1960.html,engine_displacement,"1,189cc"
Bluebird,024,Datsun Bluebird 1200 Deluxe (1960 : P311),1960,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_1960.html,engine_max_power,"40kW (55PS)/4,800rpm"
Bluebird,024,Datsun Bluebird 1200 Deluxe (1960 : P311),1960,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_1960.html,engine_max_torque,"86Nm (8.8kgm)/3,600rpm"
Bluebird,024,Datsun Bluebird 1200 Deluxe (1960 : P311),1960,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_1960.html,top_speed,120km/h
Bluebird,026,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_blue.html,overall_length,"3,910mm"
Bluebird,026,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_blue.html,overall_width,"1,496mm"
Bluebird,026,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_blue.html,overall_height,"1,475mm"
Bluebird,026,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_blue.html,wheelbase,"2,280mm"
Bluebird,026,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_blue.html,curb_weight,900kg
Bluebird,026,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_blue.html,engine,"E1 (4-cyl. in line, OHV)"
Bluebird,026,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_blue.html,engine_displacement,"1,189cc"
Bluebird,026,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_blue.html,engine_max_power,"40kW (55PS)/4,800rpm"
Bluebird,026,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_blue.html,engine_max_torque,"86Nm (8.8kgm)/3,600rpm"
Bluebird,026,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_blue.html,top_speed,120km/h
Bluebird,025,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_black.html,overall_length,"3,910mm"
Bluebird,025,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_black.html,overall_width,"1,496mm"
Bluebird,025,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_black.html,overall_height,"1,475mm"
Bluebird,025,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_black.html,wheelbase,"2,280mm"
Bluebird,025,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_black.html,curb_weight,900kg
Bluebird,025,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_black.html,engine,"E1 (4-cyl. in line, OHV)"
Bluebird,025,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_black.html,engine_displacement,"1,189cc"
Bluebird,025,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_black.html,engine_max_power,"40kW (55PS)/4,800rpm"
Bluebird,025,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_black.html,engine_max_torque,"86Nm (8.8kgm)/3,600rpm"
Bluebird,025,Datsun Bluebird 1200 Deluxe (1961 : P311),1961,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_black.html,top_speed,120km/h
Bluebird,029,Datsun Bluebird 1200 Deluxe (1962 : P312),1962,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200dx_1962.html,overall_length_width_height,"3,915/1,496/1,470mm"
Bluebird,029,Datsun Bluebird 1200 Deluxe (1962 : P312),1962,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200dx_1962.html,wheelbase,"2,280mm"
Bluebird,029,Datsun Bluebird 1200 Deluxe (1962 : P312),1962,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200dx_1962.html,tread_front_rear,"1,209/1,194mm"
Bluebird,029,Datsun Bluebird 1200 Deluxe (1962 : P312),1962,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200dx_1962.html,curb_weight,900kg
Bluebird,029,Datsun Bluebird 1200 Deluxe (1962 : P312),1962,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200dx_1962.html,engine,"E1 (4-cyl. in line, OHV), 1,189cc"
Bluebird,029,Datsun Bluebird 1200 Deluxe (1962 : P312),1962,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200dx_1962.html,engine_max_powerc,"40kW (55PS)/4,800rpm"
Bluebird,029,Datsun Bluebird 1200 Deluxe (1962 : P312),1962,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200dx_1962.html,engine_max_torque,"86Nm (8.8kgm)/3,600rpm"
Bluebird,029,Datsun Bluebird 1200 Deluxe (1962 : P312),1962,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200dx_1962.html,suspension_front_rear,"Coil, semi-elliptic leaf"
Bluebird,029,Datsun Bluebird 1200 Deluxe (1962 : P312),1962,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200dx_1962.html,tires,5.60-13-4PR
Bluebird,029,Datsun Bluebird 1200 Deluxe (1962 : P312),1962,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200dx_1962.html,top_speed,120km/h
Bluebird,158,Datsun Bluebird 1200 Fancy Deluxe (1963: DP312),1963,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/158_datsun_bluebird_1200_fancy_dx.html,overall_length_width_height,"3,915/1,496/1,470mm"
Bluebird,158,Datsun Bluebird 1200 Fancy Deluxe (1963: DP312),1963,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/158_datsun_bluebird_1200_fancy_dx.html,wheelbase,"2,280mm"
Bluebird,158,Datsun Bluebird 1200 Fancy Deluxe (1963: DP312),1963,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/158_datsun_bluebird_1200_fancy_dx.html,tread_front_rear,"1,209/1,194mm"
Bluebird,158,Datsun Bluebird 1200 Fancy Deluxe (1963: DP312),1963,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/158_datsun_bluebird_1200_fancy_dx.html,engine,"E1 (4-cyl. in line, OHV) 1,189cc"
Bluebird,158,Datsun Bluebird 1200 Fancy Deluxe (1963: DP312),1963,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/158_datsun_bluebird_1200_fancy_dx.html,engine_max_power,"40.4kw(55ps)/4,800rpm"
Bluebird,158,Datsun Bluebird 1200 Fancy Deluxe (1963: DP312),1963,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/158_datsun_bluebird_1200_fancy_dx.html,engine_max_torque,"87N・m(8.8kgf・m)/3,600rpm"
Bluebird,158,Datsun Bluebird 1200 Fancy Deluxe (1963: DP312),1963,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/158_datsun_bluebird_1200_fancy_dx.html,suspension_front_rear,Double wishbone / Parallel leaf
Bluebird,158,Datsun Bluebird 1200 Fancy Deluxe (1963: DP312),1963,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/158_datsun_bluebird_1200_fancy_dx.html,brakes_front_rear,Drum / Drum
Bluebird,158,Datsun Bluebird 1200 Fancy Deluxe (1963: DP312),1963,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/158_datsun_bluebird_1200_fancy_dx.html,tires,5.60-13-4PR
Bluebird,170,Datsun Bluebird 1200 Deluxe (1964 : DP410),1964,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_White.html,overall_length_width_height,"3,995/1,490/1,440mm"
Bluebird,170,Datsun Bluebird 1200 Deluxe (1964 : DP410),1964,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_White.html,wheelbase,"2,380mm"
Bluebird,170,Datsun Bluebird 1200 Deluxe (1964 : DP410),1964,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_White.html,tread_front_rear,"1,206/1,198mm"
Bluebird,170,Datsun Bluebird 1200 Deluxe (1964 : DP410),1964,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_White.html,curb_weight,915kg
Bluebird,170,Datsun Bluebird 1200 Deluxe (1964 : DP410),1964,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_White.html,engine,"E1 (4-cyl. in line, OHV), 1,189cc"
Bluebird,170,Datsun Bluebird 1200 Deluxe (1964 : DP410),1964,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_White.html,engine_max_power,"40kW (55PS)/4,800rpm"
Bluebird,170,Datsun Bluebird 1200 Deluxe (1964 : DP410),1964,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_White.html,engine_max_torque,"86Nm(8.8kgfm)/3,600rpm"
Bluebird,170,Datsun Bluebird 1200 Deluxe (1964 : DP410),1964,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_White.html,suspension_front_rear,Double wishbone / Parallel leaf
Bluebird,170,Datsun Bluebird 1200 Deluxe (1964 : DP410),1964,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_White.html,suspension_rear,Semi-elliptic leaf
Bluebird,170,Datsun Bluebird 1200 Deluxe (1964 : DP410),1964,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_White.html,brakes_front_rear,Drum / Drum
Bluebird,170,Datsun Bluebird 1200 Deluxe (1964 : DP410),1964,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_White.html,tires,5.60-13-4PR
Bluebird,147,Datsun Bluebird 1200 Deluxe (1965 : P410),1965,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_navy.html,overall_length_width_height,"3,995/1,490/1,440mm"
Bluebird,147,Datsun Bluebird 1200 Deluxe (1965 : P410),1965,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_navy.html,wheelbase,"2,380mm"
Bluebird,147,Datsun Bluebird 1200 Deluxe (1965 : P410),1965,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_navy.html,tread_front_rear,"1,206/1,198mm"
Bluebird,147,Datsun Bluebird 1200 Deluxe (1965 : P410),1965,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_navy.html,curb_weight,915kg
Bluebird,147,Datsun Bluebird 1200 Deluxe (1965 : P410),1965,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_navy.html,engine,"E1 (4-cyl. in line, OHV), 1,189cc"
Bluebird,147,Datsun Bluebird 1200 Deluxe (1965 : P410),1965,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_navy.html,engine_max_power,"40kW (55PS)/4,800rpm"
Bluebird,147,Datsun Bluebird 1200 Deluxe (1965 : P410),1965,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_navy.html,engine_max_torque,"86Nm (8.8kgm)/3,600rpm"
Bluebird,147,Datsun Bluebird 1200 Deluxe (1965 : P410),1965,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_navy.html,suspension_front,Double wishbone
Bluebird,147,Datsun Bluebird 1200 Deluxe (1965 : P410),1965,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_navy.html,suspension_rear,Semi-elliptic leaf
Bluebird,147,Datsun Bluebird 1200 Deluxe (1965 : P410),1965,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_navy.html,brakes,Drum (front & rear)
Bluebird,147,Datsun Bluebird 1200 Deluxe (1965 : P410),1965,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1200_dx_navy.html,tires,5.60-13-4PR
Bluebird,040,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_white.html,overall_length_width_height,"4,000/1,490/1,435mm"
Bluebird,040,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_white.html,wheelbase,"2,380mm"
Bluebird,040,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_white.html,tread_front_rear,"1,206/1,198mm"
Bluebird,040,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_white.html,curb_weight,920kg
Bluebird,040,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_white.html,engine,"J (4-cyl. in line, OHV with SU Twin-carb.), 1,299cc"
Bluebird,040,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_white.html,engine_max_power,"53kW (72PS)/6,000rpm"
Bluebird,040,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_white.html,engine_max_torque,"100Nm(10.2kgfm)/3,600rpm"
Bluebird,040,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_white.html,engine_carburetors,Twin SU
Bluebird,040,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_white.html,suspension_front_rear,Double wishbone / Parallel leaf
Bluebird,040,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_white.html,brakes_front_rear,Disc / Drum
Bluebird,040,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_white.html,tires,5.60-13-4P
Bluebird,042,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_red.html,overall_length_width_height,"4,000/1,490/1,470mm"
Bluebird,042,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_red.html,wheelbase,"2,380mm"
Bluebird,042,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_red.html,tread_front_rear,"1,206/1,198mm"
Bluebird,042,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_red.html,curb_weight,900kg
Bluebird,042,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_red.html,engine,"J (4-cyl. in line, OHV with SU Twin-carb.), 1,299cc"
Bluebird,042,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_red.html,engine_max_power,"59kW(80PS)/6,400rpm"
Bluebird,042,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_red.html,engine_max_torquec,"108Nm(11.0kgfm)/4,400rpm"
Bluebird,042,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_red.html,suspension_front_rear,Double wishbone / Parallel leaf
Bluebird,042,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_red.html,brakes_front_rear,Disc / Drum
Bluebird,042,Datsun Bluebird 1300SS (1966 : DP411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300ss_red.html,tires_dunlop_sp44,5.60-13 DUNLOP SP44
Bluebird,261,Datsun Bluebird 2-door Sedan 1300DX (1966 : P411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300dx.html,overall_length_width_height,"4,000/1,490/1,440mm"
Bluebird,261,Datsun Bluebird 2-door Sedan 1300DX (1966 : P411),1966,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1300dx.html,wheelbase,"2,380mm"
