year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,chassis,suffix,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,chassis_url,suffix_url
2011,18,Porsche 997 GT3 RSR #WP0ZZZ99Z8S799902 - Porsche F6 4v DOHC N/A,1,SP7,Manthey Racing,Closed bodywork,Rear-engined,Marc Lieb (D)/Lucas Luhr (D)/Timo Bernhard (D)/Romain Dumas (F),NA,NA,NA,09/08/2020,Thomas Morper,Porsche,997 GT3 RSR,#WP0ZZZ99Z8S799902,NA,Result: winner - (164.744 kph) - margin: 4m23s792Grid: 16th (8:32.0790),winner - (164.744 kph) - margin: 4m23s792Grid: 16th (8:32.0790),finished,16,8:32.0790,164.744 kph,NA,https://www.racingsportscars.com/tn/photo/2011/TN_Nurburgring-2011-06-26-018.jpg,https://www.racingsportscars.com/photo/2011/Nurburgring-2011-06-26-018.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/997%20GT3%20RSR.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ99Z8S799902.html,NA
2011,1,BMW M3 E92 GT # - BMW V8 4v 3999 cc N/A,2,E1-XP2,BMW Motorsport (D),Closed bodywork,Front-engined,Augusto Farfus (BR)/Uwe Alzen (D)/Jörg Müller (D)/Pedro Lamy (P),NA,NA,NA,09/08/2020,Thomas Morper,BMW,M3,#,E92 GT,Result: 2nd 1st in E1-XP2 (4m23s792 behind the winner)Grid: 5th (8:27.9150),2nd 1st in E1-XP2 (4m23s792 behind the winner)Grid: 5th (8:27.9150),finished,5,8:27.9150,4m23s792 behind the winner,NA,https://www.racingsportscars.com/tn/photo/2011/TN_Nurburgring-2011-06-26-001.jpg,https://www.racingsportscars.com/photo/2011/Nurburgring-2011-06-26-001.jpg,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/chassis/photo/16-26__67-S%201103.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E92%20GT.html
2011,14,Audi R8 LMS - Audi FSI V10/90° 4v DOHC 5205 cc N/A,3,SP9 GT3,Audi Sport Team Phoenix,Closed bodywork,Mid-engined,Marc Basseng (D)/Marcel Fässler (CH)/Frank Stippler (D),NA,NA,NA,09/08/2020,Thomas Morper,Audi,R8 LMS,NA,NA,Result: 3rd 1st in SP9 GT3 (1 lap behind the winner)Grid: 7th (8:28.5550),3rd 1st in SP9 GT3 (1 lap behind the winner)Grid: 7th (8:28.5550),finished,7,8:28.5550,1 lap behind the winner,NA,https://www.racingsportscars.com/tn/photo/2011/TN_Nurburgring-2011-06-26-014.jpg,https://www.racingsportscars.com/photo/2011/Nurburgring-2011-06-26-014.jpg,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/R8%20LMS.html,NA,NA
2011,15,Audi R8 LMS - Audi FSI V10/90° 4v DOHC 5205 cc N/A,4,SP9 GT3,Audi Sport Team Phoenix,Closed bodywork,Mid-engined,Frank Stippler (D)/Marc Hennerici (D)/Christopher Haase (D)/Markus Winkelhock (D),NA,NA,NA,09/08/2020,Thomas Morper,Audi,R8 LMS,NA,NA,Result: 4th (1 lap behind the winner)Grid: 18th (8:33.2160),4th (1 lap behind the winner)Grid: 18th (8:33.2160),finished,18,8:33.2160,1 lap behind the winner,NA,https://www.racingsportscars.com/tn/photo/2011/TN_Nurburgring-2011-06-26-015.jpg,https://www.racingsportscars.com/photo/2011/Nurburgring-2011-06-26-015.jpg,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/R8%20LMS.html,NA,NA
2011,16,Audi R8 LMS - Audi FSI V10/90° 4v DOHC 5205 cc N/A,5,SP9 GT3,Audi Sport Team Abt Sportsline,Closed bodywork,Mid-engined,Mattias Ekström (S)/Timo Scheider (D)/Marco Werner (D)/Christian Abt (D),NA,NA,NA,09/08/2020,Thomas Morper,Audi,R8 LMS,NA,NA,Result: 5th (2 laps behind the winner)Grid: 12th (8:31.5360),5th (2 laps behind the winner)Grid: 12th (8:31.5360),finished,12,8:31.5360,2 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2011/TN_Nurburgring-2011-06-26-016.jpg,https://www.racingsportscars.com/photo/2011/Nurburgring-2011-06-26-016.jpg,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/R8%20LMS.html,NA,NA
2011,22,Mercedes-Benz SLS AMG GT3 # - Mercedes-Benz M159 V8/90° 4v DOHC 6208 cc N/A,6,SP9 GT3,Black Falcon,Closed bodywork,Front-engined,Kenneth Heyer (D)/Thomas Jäger (D)/Jeroen Bleekemolen (NL)/Jan Seyffarth (D),NA,NA,NA,09/08/2020,Thomas Morper,Mercedes-Benz,SLS AMG,#,GT3,Result: 6th (3 laps behind the winner)Grid: 3rd (8:26.7800),6th (3 laps behind the winner)Grid: 3rd (8:26.7800),finished,3,8:26.7800,3 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2011/TN_Nurburgring-2011-06-26-022.jpg,https://www.racingsportscars.com/photo/2011/Nurburgring-2011-06-26-022.jpg,https://www.racingsportscars.com/make/photo/Mercedes-Benz.html,https://www.racingsportscars.com/type/photo/Mercedes-Benz/SLS%20AMG.html,https://www.racingsportscars.com/chassis/photo/SLS-AMG-Falcon-03%23.html,https://www.racingsportscars.com/suffix/photo/Mercedes-Benz/SLS%20AMG/GT3.html
2011,32,Mercedes-Benz SLS AMG GT3 # - Mercedes-Benz M159 V8/90° 4v DOHC 6208 cc N/A,7,SP9 GT3,Heico Motorsport,Closed bodywork,Front-engined,Lance Arnold (D)/Alex Margaritis (GR)/Christopher Brück (D)/Christiaan Frankenhout (NL),NA,NA,NA,09/08/2020,Thomas Morper,Mercedes-Benz,SLS AMG,#,GT3,Result: 7th (3 laps behind the winner)Grid: 6th (8:28.2670),7th (3 laps behind the winner)Grid: 6th (8:28.2670),finished,6,8:28.2670,3 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2011/TN_Nurburgring-2011-06-26-032.jpg,https://www.racingsportscars.com/photo/2011/Nurburgring-2011-06-26-032.jpg,https://www.racingsportscars.com/make/photo/Mercedes-Benz.html,https://www.racingsportscars.com/type/photo/Mercedes-Benz/SLS%20AMG.html,https://www.racingsportscars.com/chassis/photo/SLS-AMG-Heico-32%23.html,https://www.racingsportscars.com/suffix/photo/Mercedes-Benz/SLS%20AMG/GT3.html
2011,2,Ferrari 458 Italia GT # - Ferrari F142 GT2 V8/90° 4v DOHC 4499 cc N/A,8,SP8,Hankook Team Farnbacher (D),Closed bodywork,Mid-engined,Dominik Farnbacher (D)/Allan Simonsen (DK)/Marco Seefried (D)/Jaime Melo (BR),NA,NA,NA,09/08/2020,Thomas Morper,Ferrari,458,#,Italia GT,Result: 8th 1st in SP8 (4 laps behind the winner)Grid: 1st (8:23.7640),8th 1st in SP8 (4 laps behind the winner)Grid: 1st (8:23.7640),finished,1,8:23.7640,4 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2011/TN_Nurburgring-2011-06-26-002.jpg,https://www.racingsportscars.com/photo/2011/Nurburgring-2011-06-26-002.jpg,https://www.racingsportscars.com/make/photo/Ferrari.html,https://www.racingsportscars.com/type/photo/Ferrari/458.html,https://www.racingsportscars.com/chassis/photo/F142%20GT%202830.html,https://www.racingsportscars.com/suffix/photo/Ferrari/458/Italia%20GT.html
2011,26,Porsche 997 GT3 R - Porsche F6 4v DOHC 3996 cc N/A,9,SP9 GT3,,Closed bodywork,Rear-engined,Klaus Abbelen (D)/Sabine Schmitz (D)/Niclas Kentenich (D)/Tim Bergmeister (D),NA,NA,NA,09/08/2020,Thomas Morper,Porsche,997 GT3 R,NA,NA,Result: 9th (4 laps behind the winner)Grid: 24th (8:36.8300),9th (4 laps behind the winner)Grid: 24th (8:36.8300),finished,24,8:36.8300,4 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2011/TN_Nurburgring-2011-06-26-026.jpg,https://www.racingsportscars.com/photo/2011/Nurburgring-2011-06-26-026.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/997%20GT3%20R.html,NA,NA
2011,12,Porsche 997 GT3 MR #WP0ZZZ99Z7S798081 - Porsche F6 4v DOHC N/A,10,SP7,Wochenspiegel Team Manthey,Closed bodywork,Rear-engined,Georg Weiss (D)/Oliver Kainz (D)/Michael Jacobs (USA)/Jochen Krumbach (D),NA,NA,NA,09/08/2020,Thomas Morper,Porsche,997 GT3,#WP0ZZZ99Z7S798081,MR,Result: 10th (5 laps behind the winner)Grid: 20th (8:35.4160),10th (5 laps behind the winner)Grid: 20th (8:35.4160),finished,20,8:35.4160,5 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2011/TN_Nurburgring-2011-06-26-012.jpg,https://www.racingsportscars.com/photo/2011/Nurburgring-2011-06-26-012.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/997%20GT3.html,https://www.racingsportscars.com/chassis/photo/WP0ZZZ99Z7S798081.html,https://www.racingsportscars.com/suffix/photo/Porsche/997%20GT3/MR.html
