year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,chassis,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url,chassis_url
2012,3,Audi R8 LMS ultra - Audi FSI V10/90° 4v DOHC 5205 cc N/A,1,SP9 GT3,Audi Sport Team Phoenix,Closed bodywork,Mid-engined,Marc Basseng (D)/Christopher Haase (D)/Frank Stippler (D)/Markus Winkelhock (D),NA,NA,NA,27/06/2019,Thomas Morper,Audi,R8 LMS,ultra,NA,Result: winner - (163.870 kph) - margin: 3m35s383Grid: 4th (8:29.7330),winner - (163.870 kph) - margin: 3m35s383Grid: 4th (8:29.7330),finished,4,8:29.7330,163.870 kph,NA,https://www.racingsportscars.com/tn/photo/2012/TN_Nurburgring-2012-05-20-003.jpg,https://www.racingsportscars.com/photo/2012/Nurburgring-2012-05-20-003.jpg,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/R8%20LMS.html,https://www.racingsportscars.com/suffix/photo/Audi/R8%20LMS/ultra.html,NA
2012,26,Audi R8 LMS ultra - Audi FSI V10/90° 4v DOHC 5205 cc N/A,2,SP9 GT3,Mamerow Racing,Closed bodywork,Mid-engined,Chris Mamerow (D)/Armin Hahne (D)/Christian Abt (D)/Michael Ammermüller (D),NA,NA,NA,27/06/2019,Thomas Morper,Audi,R8 LMS,ultra,NA,Result: 2nd (3m35s383 behind the winner)Grid: 5th (8:29.8560),2nd (3m35s383 behind the winner)Grid: 5th (8:29.8560),finished,5,8:29.8560,3m35s383 behind the winner,NA,https://www.racingsportscars.com/tn/photo/2012/TN_Nurburgring-2012-05-20-026.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/R8%20LMS.html,https://www.racingsportscars.com/suffix/photo/Audi/R8%20LMS/ultra.html,NA
2012,66,Mercedes-Benz SLS AMG GT3 - Mercedes-Benz M159 V8/90° 4v DOHC 6208 cc N/A,3,SP9 GT3,Hankook-Team Heico,Closed bodywork,Front-engined,Christiaan Frankenhout (NL)/Andreas Simonsen (S)/Pierre Kaffer (D)/Lance Arnold (D),NA,NA,NA,27/06/2019,Thomas Morper,Mercedes-Benz,SLS AMG,GT3,NA,Result: 3rd (11m31s116 behind the winner)Grid: 29th (8:34.9850),3rd (11m31s116 behind the winner)Grid: 29th (8:34.9850),finished,29,8:34.9850,11m31s116 behind the winner,NA,https://www.racingsportscars.com/tn/photo/2012/TN_Nurburgring-2012-05-20-066.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Mercedes-Benz.html,https://www.racingsportscars.com/type/photo/Mercedes-Benz/SLS%20AMG.html,https://www.racingsportscars.com/suffix/photo/Mercedes-Benz/SLS%20AMG/GT3.html,NA
2012,29,BMW Z4 E89 GT3 - BMW P65 V8/90° 4v DOHC 4361 cc N/A,4,SP9 GT3,Marc VDS Racing Team,Closed bodywork,Front-engined,Bas Leinders (B)/Markus Palttala (FIN)/Maxime Martin (B),NA,NA,NA,27/06/2019,Thomas Morper,BMW,Z4,E89 GT3,NA,Result: 4th (1 lap behind the winner)Grid: 3rd (8:28.5070),4th (1 lap behind the winner)Grid: 3rd (8:28.5070),finished,3,8:28.5070,1 lap behind the winner,NA,https://www.racingsportscars.com/tn/photo/2012/TN_Nurburgring-2012-05-20-029.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/Z4.html,https://www.racingsportscars.com/suffix/photo/BMW/Z4/E89%20GT3.html,NA
2012,2,Audi R8 LMS ultra - Audi FSI V10/90° 4v DOHC 5205 cc N/A,5,SP9 GT3,Audi Sport Team Phoenix,Closed bodywork,Mid-engined,Marcel Fässler (CH)/Christopher Mies (D)/René Rast (D)/Frank Stippler (D),NA,NA,NA,27/06/2019,Thomas Morper,Audi,R8 LMS,ultra,NA,Result: 5th (4 laps behind the winner)Grid: 23rd (8:33.8260),5th (4 laps behind the winner)Grid: 23rd (8:33.8260),finished,23,8:33.8260,4 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2012/TN_Nurburgring-2012-05-20-002.jpg,https://www.racingsportscars.com/photo/2012/Nurburgring-2012-05-20-002.jpg,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/R8%20LMS.html,https://www.racingsportscars.com/suffix/photo/Audi/R8%20LMS/ultra.html,NA
2012,28,Porsche 997 GT3 R - Porsche F6 4v DOHC 3996 cc N/A,6,SP9 GT3,,Closed bodywork,Rear-engined,Klaus Abbelen (D)/Sabine Schmitz (D)/Christopher Brück (D)/Patrick Huisman (NL),NA,NA,NA,27/06/2019,Thomas Morper,Porsche,997 GT3 R,NA,NA,Result: 6th (4 laps behind the winner)Grid: 19th (8:32.9580),6th (4 laps behind the winner)Grid: 19th (8:32.9580),finished,19,8:32.9580,4 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2012/TN_Nurburgring-2012-05-20-028.jpg,https://www.racingsportscars.com/photo/2012/Nurburgring-2012-05-20-028.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/997%20GT3%20R.html,NA,NA
2012,19,BMW Z4 E89 GT3 - BMW P65 V8/90° 4v DOHC 4361 cc N/A,7,SP9 GT3,BMW Team Schubert,Closed bodywork,Front-engined,/Uwe Alzen (D)/Dirk Müller (D)/Jörg Müller (D)/Dirk Adorf (D),NA,NA,NA,27/06/2019,Thomas Morper,BMW,Z4,E89 GT3,NA,Result: 7th (5 laps behind the winner)Grid: 6th (8:30.0340),7th (5 laps behind the winner)Grid: 6th (8:30.0340),finished,6,8:30.0340,5 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2012/TN_Nurburgring-2012-05-20-019.jpg,https://www.racingsportscars.com/photo/2012/Nurburgring-2012-05-20-019.jpg,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/Z4.html,https://www.racingsportscars.com/suffix/photo/BMW/Z4/E89%20GT3.html,NA
2012,20,BMW Z4 E89 GT3 - BMW P65 V8/90° 4v DOHC 4361 cc N/A,8,SP9 GT3,BMW Team Schubert,Closed bodywork,Front-engined,Claudia Hürtgen (D)/Dominik Schwager (D)/Nico Bastian (D)/Dirk Adorf (D),NA,NA,NA,27/06/2019,Thomas Morper,BMW,Z4,E89 GT3,NA,Result: 8th (5 laps behind the winner)Grid: 7th (8:30.1420),8th (5 laps behind the winner)Grid: 7th (8:30.1420),finished,7,8:30.1420,5 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2012/TN_Nurburgring-2012-05-20-020.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/Z4.html,https://www.racingsportscars.com/suffix/photo/BMW/Z4/E89%20GT3.html,NA
2012,18,BMW Z4 E89 GT3 - BMW P65 V8/90° 4v DOHC 4361 cc N/A,9,SP9 GT3,BMW Team Vita4one,Closed bodywork,Front-engined,Jens Klingmann (D)/Marco Wittmann (D)/Richard Göransson (S)/Pedro Lamy (P),NA,NA,NA,27/06/2019,Thomas Morper,BMW,Z4,E89 GT3,NA,Result: 9th (5 laps behind the winner)Grid: 11th (8:31.3190),9th (5 laps behind the winner)Grid: 11th (8:31.3190),finished,11,8:31.3190,5 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2012/TN_Nurburgring-2012-05-20-018.jpg,https://www.racingsportscars.com/photo/2012/Nurburgring-2012-05-20-018.jpg,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/Z4.html,https://www.racingsportscars.com/suffix/photo/BMW/Z4/E89%20GT3.html,NA
2012,21,Mercedes-Benz SLS AMG GT3 - Mercedes-Benz M159 V8/90° 4v DOHC 6208 cc N/A,10,SP9 GT3,Rowe Racing (D),Closed bodywork,Front-engined,Michael Zehe (D)/Marko Hartung (D)/Roland Rehfeld (D)/Mark Bullit (USA),NA,NA,NA,27/06/2019,Thomas Morper,Mercedes-Benz,SLS AMG,GT3,NA,Result: 10th (5 laps behind the winner)Grid: 18th (8:32.7890),10th (5 laps behind the winner)Grid: 18th (8:32.7890),finished,18,8:32.7890,5 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2012/TN_Nurburgring-2012-05-20-021.jpg,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Mercedes-Benz.html,https://www.racingsportscars.com/type/photo/Mercedes-Benz/SLS%20AMG.html,https://www.racingsportscars.com/suffix/photo/Mercedes-Benz/SLS%20AMG/GT3.html,NA
