year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,chassis,suffix,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,chassis_url,suffix_url
2016,4,Mercedes-AMG GT3 # - Mercedes-AMG M159 V8/90° 4v DOHC 6208 cc N/A,1,SP9 GT3,AMG-Team Black Falcon,Closed bodywork,Front-engined,Bernd Schneider (D)/Adam Christodoulou (GB)/Maro Engel (D)/Manuel Metzger (D),SAP,white/blue,Michelin,20/09/2017,Thomas Morper and Hanso Kampmann,Mercedes-AMG,GT3,#,NA,Result: winner - (140.933 kph) - margin: 5s697Grid: 17th (8:25.1460),winner - (140.933 kph) - margin: 5s697Grid: 17th (8:25.1460),finished,17,8:25.1460,140.933 kph,NA,https://www.racingsportscars.com/tn/photo/2016/TN_Nurburgring-2016-05-29-004.jpg,https://www.racingsportscars.com/photo/2016/Nurburgring-2016-05-29-004.jpg,https://www.racingsportscars.com/make/photo/Mercedes-AMG.html,https://www.racingsportscars.com/type/photo/Mercedes-AMG/GT3.html,https://www.racingsportscars.com/chassis/photo/AMG-GT3-BlackFalcon-00%23.html,NA
2016,29,Mercedes-AMG GT3 # - Mercedes-AMG M159 V8/90° 4v DOHC 6208 cc N/A,2,SP9 GT3,AMG-Team HTP Motorsport (D),Closed bodywork,Front-engined,Renger van der Zande (NL)/Marco Seefried (D)/Christian Vietoris (D)/Christian Hohenadel (D),AMG,grey/yellow,Michelin,06/09/2017,Thomas Morper,Mercedes-AMG,GT3,#,NA,Result: 2nd (5s697 behind the winner)Grid: 9th (8:16.4900),2nd (5s697 behind the winner)Grid: 9th (8:16.4900),finished,9,8:16.4900,5s697 behind the winner,NA,https://www.racingsportscars.com/tn/photo/2016/TN_Nurburgring-2016-05-29-029.jpg,https://www.racingsportscars.com/photo/2016/Nurburgring-2016-05-29-029.jpg,https://www.racingsportscars.com/make/photo/Mercedes-AMG.html,https://www.racingsportscars.com/type/photo/Mercedes-AMG/GT3.html,https://www.racingsportscars.com/chassis/photo/AMG%20GT3%20190%2016%20075.html,NA
2016,88,Mercedes-AMG GT3 # - Mercedes-AMG M159 V8/90° 4v DOHC 6208 cc N/A,3,SP9 GT3,Haribo Racing Team-AMG,Closed bodywork,Front-engined,Uwe Alzen (D)/Lance Arnold (D)/Maximilian Götz (D)/Jan Seyffarth (D),Haribo,black,Michelin,06/09/2017,Thomas Morper,Mercedes-AMG,GT3,#,NA,Result: 3rd (1 lap behind the winner)Grid: 3rd (8:16.3110),3rd (1 lap behind the winner)Grid: 3rd (8:16.3110),finished,3,8:16.3110,1 lap behind the winner,NA,https://www.racingsportscars.com/tn/photo/2016/TN_Nurburgring-2016-05-29-088.jpg,https://www.racingsportscars.com/photo/2016/Nurburgring-2016-05-29-088.jpg,https://www.racingsportscars.com/make/photo/Mercedes-AMG.html,https://www.racingsportscars.com/type/photo/Mercedes-AMG/GT3.html,https://www.racingsportscars.com/chassis/photo/AMG%20GT3%20190%2016%20044.html,NA
2016,9,Mercedes-AMG GT3 # - Mercedes-AMG M159 V8/90° 4v DOHC 6208 cc N/A,4,SP9 GT3,AMG-Team Black Falcon,Closed bodywork,Front-engined,Yelmer Buurman (NL)Hubert Haupt (D)/Dirk Müller (D)/Maro Engel (D),NA,blue/yellow,Michelin,20/09/2017,Thomas Morper and Hanso Kampmann,Mercedes-AMG,GT3,#,NA,Result: 4th (1 lap behind the winner)Grid: 1st (8:14.5150),4th (1 lap behind the winner)Grid: 1st (8:14.5150),finished,1,8:14.5150,1 lap behind the winner,NA,https://www.racingsportscars.com/tn/photo/2016/TN_Nurburgring-2016-05-29-009.jpg,https://www.racingsportscars.com/photo/2016/Nurburgring-2016-05-29-009.jpg,https://www.racingsportscars.com/make/photo/Mercedes-AMG.html,https://www.racingsportscars.com/type/photo/Mercedes-AMG/GT3.html,https://www.racingsportscars.com/chassis/photo/AMG-GT3-BlackFalcon-57%23.html,NA
2016,23,BMW M6 F13 GT3 # - BMW P63 V8/90° 4395 cc Twin-Turbo,5,SP9 GT3,Rowe Racing (D),Closed bodywork,Front-engined,Alexander Sims (GB)/Philipp Eng (A)/Maxime Martin (B)/Dirk Werner (D),Rowe,white/black/yellow,Michelin,06/09/2017,Thomas Morper,BMW,M6,#,F13 GT3,Result: 5th (1 lap behind the winner)Grid: 15th (8:22.6950),5th (1 lap behind the winner)Grid: 15th (8:22.6950),finished,15,8:22.6950,1 lap behind the winner,NA,https://www.racingsportscars.com/tn/photo/2016/TN_Nurburgring-2016-05-29-023.jpg,https://www.racingsportscars.com/photo/2016/Nurburgring-2016-05-29-023.jpg,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M6.html,https://www.racingsportscars.com/chassis/photo/M6-GT3-Rowe-99%23.html,https://www.racingsportscars.com/suffix/photo/BMW/M6/F13%20GT3.html
2016,75,Mercedes-AMG GT3 # - Mercedes-AMG M159 V8/90° 4v DOHC 6208 cc N/A,6,SP9 GT3,Mann Filter Team Zakspeed (D),Closed bodywork,Front-engined,Kenneth Heyer (D)/Sebastian Asch (D)/Luca Ludwig (D)/Daniel Keilwitz (D),Mann Filter,Yellow/green,Pirelli,06/09/2017,Thomas Morper,Mercedes-AMG,GT3,#,NA,Result: 6th (3 laps behind the winner)Grid: 14th (8:19.3580),6th (3 laps behind the winner)Grid: 14th (8:19.3580),finished,14,8:19.3580,3 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2016/TN_Nurburgring-2016-05-29-075.jpg,https://www.racingsportscars.com/photo/2016/Nurburgring-2016-05-29-075.jpg,https://www.racingsportscars.com/make/photo/Mercedes-AMG.html,https://www.racingsportscars.com/type/photo/Mercedes-AMG/GT3.html,https://www.racingsportscars.com/chassis/photo/AMG-GT3-HTP-48%23.html,NA
2016,38,Bentley Continental GT3 # - Bentley 4.0 TFSI V8/90° 4v DOHC 3993 cc Twin-Turbo,7,SP9 GT3,Bentley Abt (D),Closed bodywork,Front-engined,Christian Menzel (D)/Guy Smith (GB)/Christopher Brück (D)/Fabian Hamprecht (D),Deutsche Post,yellow/black,Michelin,20/09/2017,Hanso Kampmann and Thomas Morper,Bentley,Continental GT3,#,NA,Result: 7th (3 laps behind the winner)Grid: 28th (8:21.1270),7th (3 laps behind the winner)Grid: 28th (8:21.1270),finished,28,8:21.1270,3 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2016/TN_Nurburgring-2016-05-29-038.jpg,https://www.racingsportscars.com/photo/2016/Nurburgring-2016-05-29-038.jpg,https://www.racingsportscars.com/make/photo/Bentley.html,https://www.racingsportscars.com/type/photo/Bentley/Continental%20GT3.html,https://www.racingsportscars.com/chassis/photo/BGT3%2001__Abt-08%23.html,NA
2016,2,Audi R8 LMS # - Audi FSI V10/90° 4v DOHC 5205 cc N/A,8,SP9 GT3,WRT (B),Closed bodywork,Mid-engined,Stuart Leonard (GB)/Frederic Vervisch (B)/Robin Frijns (NL)/Edward Sandström (S),NA,black/red,Michelin,06/09/2017,Thomas Morper,Audi,R8 LMS,#,NA,Result: 8th (4 laps behind the winner)Grid: 10th (8:20.6620),8th (4 laps behind the winner)Grid: 10th (8:20.6620),finished,10,8:20.6620,4 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2016/TN_Nurburgring-2016-05-29-002.jpg,https://www.racingsportscars.com/photo/2016/Nurburgring-2016-05-29-002.jpg,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/R8%20LMS.html,https://www.racingsportscars.com/chassis/photo/AS4SAFGT201600020.html,NA
2016,44,Porsche 991 GT3 R - Porsche F6 4v DOHC 3996 cc N/A,9,SP9 GT3,Falken Motorsports,Closed bodywork,Rear-engined,Peter Dumbreck (GB)/Wolf Henzler (D)/Martin Ragginger (A)/Alexandre Imperatori (CH),Falken,turquoise/blue,Falken,20/09/2017,Thomas Morper and Hanso Kampmann,Porsche,991 GT3 R,NA,NA,Result: 9th (4 laps behind the winner)Grid: 35th (8:27.5440),9th (4 laps behind the winner)Grid: 35th (8:27.5440),finished,35,8:27.5440,4 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2016/TN_Nurburgring-2016-05-29-044.jpg,https://www.racingsportscars.com/photo/2016/Nurburgring-2016-05-29-044.jpg,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/991%20GT3%20R.html,NA,NA
2016,16,Audi R8 LMS - Audi FSI V10/90° 4v DOHC 5205 cc N/A,10,SP9 GT3,Twin Busch Motorsport GmbH,Closed bodywork,Mid-engined,Marc Busch (D)/Dennis Busch (D)/Chris Mamerow (D)/René Rast (D),Twin-Busch,blue/yellow,Michelin,06/09/2017,Thomas Morper,Audi,R8 LMS,NA,NA,Result: 10th (4 laps behind the winner)Grid: 30th (8:19.9350),10th (4 laps behind the winner)Grid: 30th (8:19.9350),finished,30,8:19.9350,4 laps behind the winner,NA,https://www.racingsportscars.com/tn/photo/2016/TN_Nurburgring-2016-05-29-016.jpg,https://www.racingsportscars.com/photo/2016/Nurburgring-2016-05-29-016.jpg,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/R8%20LMS.html,NA,NA
