year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,chassis,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url,chassis_url
1972,22,BMW 2800 CS - BMW L6 2996 cc N/A,1,T+2.0,BMW-Alpina (D),Closed bodywork,Front-engined,/Gerold Pankl (A)/Helmut Kelleners (D),NA,NA,NA,NA,NA,BMW,2800 CS,NA,NA,Result: winner - (137.800 kph) - margin: 1 lapGrid: 1st (9:07.0000),winner - (137.800 kph) - margin: 1 lapGrid: 1st (9:07.0000),finished,1,9:07.0000,137.800 kph,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/2800%20CS.html,NA,NA
1972,23,Ford Capri RS 2600 - Ford V6 2940 cc N/A,2,T+2.0,Fritzinger Tuning (D),Closed bodywork,Front-engined,Klaus Fritzinger (D)/Hans-Joachim Stuck (D),NA,NA,NA,NA,NA,Ford,Capri,RS 2600,NA,Result: 2nd (1 lap behind the winner)Grid: 2nd (9:09.4000),2nd (1 lap behind the winner)Grid: 2nd (9:09.4000),finished,2,9:09.4000,1 lap behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Capri.html,https://www.racingsportscars.com/suffix/photo/Ford/Capri/RS%202600.html,NA
1972,8,Ford Capri RS 2600 - Ford V6 2940 cc N/A,3,T+2.0,Renngemeinschaft Sieglar (D),Closed bodywork,Front-engined,Lothar Pinske (D)/Udo Fahron (D),NA,NA,NA,NA,NA,Ford,Capri,RS 2600,NA,Result: 3rd (12 laps behind the winner)Grid:,3rd (12 laps behind the winner)Grid:,finished,NA,NA,12 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Capri.html,https://www.racingsportscars.com/suffix/photo/Ford/Capri/RS%202600.html,NA
1972,71,BMW 1602 - BMW L4 1600 cc N/A,4,T1.6,(D),Closed bodywork,Front-engined,Helmut Lenze (D)/Helmut Döring (D),NA,NA,NA,NA,NA,BMW,1602,NA,NA,Result: 4th 1st in T1.6 (12 laps behind the winner)Grid:,4th 1st in T1.6 (12 laps behind the winner)Grid:,finished,NA,NA,12 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/1602.html,NA,NA
1972,70,BMW 1602 - BMW L4 1600 cc N/A,5,T1.6,(D),Closed bodywork,Front-engined,Hans Dittgen (D)/Walter Becker (D),NA,NA,NA,NA,NA,BMW,1602,NA,NA,Result: 5th (14 laps behind the winner)Grid:,5th (14 laps behind the winner)Grid:,finished,NA,NA,14 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/1602.html,NA,NA
1972,11,Ford Capri RS 2600 - Ford V6 2900 cc N/A,6,T+2.0,Haribo Racing Team (D),Closed bodywork,Front-engined,Heinz-Hans Heicker (D)/Hans-Günter Stoffel (D),NA,NA,NA,NA,NA,Ford,Capri,RS 2600,NA,Result: 6th (15 laps behind the winner)Grid:,6th (15 laps behind the winner)Grid:,finished,NA,NA,15 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Capri.html,https://www.racingsportscars.com/suffix/photo/Ford/Capri/RS%202600.html,NA
1972,4,BMW 3.0 CS - BMW L6 2985 cc N/A,7,T+2.0,Amoco-Renngemeinschaft (D),-,-,Walter Czadek (D)/Werner Scheld (D),NA,NA,NA,NA,NA,BMW,3.0 CS,NA,NA,Result: 7th (16 laps behind the winner)Grid:,7th (16 laps behind the winner)Grid:,finished,NA,NA,16 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/3.0%20CS.html,NA,NA
1972,66,BMW 1602 - BMW L4 1600 cc N/A,8,T1.6,Ess-Nevada-Koflach Ski Boots Racing Team (D),Closed bodywork,Front-engined,Knut Jäger (D)/Jörg Denzel (D),NA,NA,NA,NA,NA,BMW,1602,NA,NA,Result: 8th (17 laps behind the winner)Grid:,8th (17 laps behind the winner)Grid:,finished,NA,NA,17 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/1602.html,NA,NA
1972,56,Opel Ascona 19 SR - Opel L4 1897 cc N/A,9,T2.0,Dutch National Racing Team (NL),Closed bodywork,Front-engined,Huub Vermeulen (NL)/Fred Frankenhout (NL),NA,NA,NA,NA,NA,Opel,Ascona,19 SR,NA,Result: 9th 1st in T2.0 (20 laps behind the winner)Grid:,9th 1st in T2.0 (20 laps behind the winner)Grid:,finished,NA,NA,20 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Ascona.html,https://www.racingsportscars.com/suffix/photo/Opel/Ascona/19%20SR.html,NA
1972,37,BMW 2002 - BMW L4 2v SOHC 1990 cc N/A,10,T2.0,(D),Closed bodywork,Front-engined,Hannes Pennartz (D)/Egon Wegst (D),NA,NA,NA,NA,NA,BMW,2002,NA,NA,Result: 10th (21 laps behind the winner)Grid:,10th (21 laps behind the winner)Grid:,finished,NA,NA,21 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/2002.html,NA,NA
